event_id,machine_id,location_id,event_timestamp,event_type,severity,downtime_minutes,software_version,error_code,event_date,requires_investigation,planned_event_flag
1984,MCH000018,LOC0007,2025-03-12 13:04:21,Ticket Jam,Medium,18,v5.0,TJ-347,2025-03-12,0,0
1985,MCH000033,LOC0009,2025-03-12 13:05:17,Software Upgrade,Medium,26,v4.1,SU-185,2025-03-12,0,1
1986,MCH000100,LOC0004,2025-03-12 13:09:13,Hopper Empty,Medium,5,v4.1,HP-868,2025-03-12,0,0
1987,MCH000049,LOC0006,2025-03-12 13:25:00,Software Restart,Low,2,v5.1,SR-492,2025-03-12,0,0
1988,MCH000053,LOC0009,2025-03-12 13:50:31,Hopper Empty,Medium,8,v4.2,HP-838,2025-03-12,0,0
1989,MCH000026,LOC0001,2025-03-12 15:09:49,Printer Error,High,24,v4.1,PR-871,2025-03-12,1,0
1990,MCH000060,LOC0006,2025-03-12 15:23:29,Printer Error,High,7,v4.2,PR-673,2025-03-12,1,0
1991,MCH000085,LOC0006,2025-03-12 15:51:31,Preventive Maintenance,Low,23,v5.0,PM-312,2025-03-12,0,1
1992,MCH000018,LOC0007,2025-03-12 16:06:57,Software Restart,Medium,4,v5.0,SR-551,2025-03-12,0,0
1993,MCH000060,LOC0006,2025-03-12 16:58:08,Software Restart,Low,6,v4.2,SR-193,2025-03-12,0,0
1994,MCH000072,LOC0004,2025-03-12 17:48:26,Ticket Jam,Medium,7,v5.0,TJ-860,2025-03-12,0,0
1995,MCH000052,LOC0001,2025-03-12 18:09:05,Preventive Maintenance,Low,20,v4.1,PM-148,2025-03-12,0,1
1996,MCH000085,LOC0006,2025-03-12 18:26:01,Door Open,Low,0,v5.0,DR-289,2025-03-12,0,0
1997,MCH000015,LOC0001,2025-03-12 18:43:41,Hopper Empty,Medium,9,v5.1,HP-108,2025-03-12,0,0
1998,MCH000012,LOC0008,2025-03-12 18:54:11,Bill Acceptor Error,High,19,v4.2,BA-954,2025-03-12,1,0
1999,MCH000097,LOC0007,2025-03-12 19:07:14,Communication Loss,Medium,68,v4.2,CM-287,2025-03-12,0,0
2000,MCH000031,LOC0002,2025-03-12 20:14:57,Ticket Jam,Medium,16,v5.1,TJ-124,2025-03-12,0,0
2001,MCH000045,LOC0009,2025-03-12 21:16:20,Hardware Failure,Critical,69,v5.0,HF-210,2025-03-12,1,0
2002,MCH000034,LOC0004,2025-03-12 21:22:35,Communication Loss,High,110,v4.2,CM-360,2025-03-12,1,0
2003,MCH000075,LOC0009,2025-03-12 21:23:50,Ticket Jam,Medium,6,v4.1,TJ-894,2025-03-12,0,0
2004,MCH000083,LOC0010,2025-03-12 22:10:25,Door Open,Low,1,v5.1,DR-209,2025-03-12,0,0
2005,MCH000071,LOC0002,2025-03-12 22:38:35,Hopper Empty,Medium,12,v5.1,HP-576,2025-03-12,0,0
2006,MCH000051,LOC0006,2025-03-12 23:47:59,Communication Loss,High,64,v4.1,CM-124,2025-03-12,1,0
2007,MCH000087,LOC0001,2025-03-13 00:01:41,Printer Error,Medium,12,v4.2,PR-478,2025-03-13,0,0
2008,MCH000038,LOC0001,2025-03-13 01:30:46,Software Upgrade,Low,17,v4.2,SU-909,2025-03-13,0,1
2009,MCH000089,LOC0003,2025-03-13 02:29:36,Printer Error,Medium,30,v5.0,PR-189,2025-03-13,0,0
2010,MCH000034,LOC0004,2025-03-13 03:09:29,Hardware Failure,Critical,74,v4.2,HF-606,2025-03-13,1,0
2011,MCH000034,LOC0004,2025-03-13 04:23:19,Printer Error,High,39,v4.2,PR-940,2025-03-13,1,0
2012,MCH000006,LOC0002,2025-03-13 05:49:39,Printer Error,Medium,11,v4.1,PR-927,2025-03-13,0,0
2013,MCH000033,LOC0009,2025-03-13 06:02:26,Software Restart,Low,4,v4.1,SR-917,2025-03-13,0,0
2014,MCH000009,LOC0003,2025-03-13 06:22:14,Communication Loss,Medium,14,v5.1,CM-468,2025-03-13,0,0
2015,MCH000039,LOC0009,2025-03-13 07:38:57,Printer Error,Medium,11,v4.1,PR-698,2025-03-13,0,0
2016,MCH000033,LOC0009,2025-03-13 07:54:16,Communication Loss,Medium,54,v4.1,CM-244,2025-03-13,0,0
2017,MCH000017,LOC0002,2025-03-13 08:47:42,Door Open,Low,2,v5.0,DR-331,2025-03-13,0,0
2018,MCH000031,LOC0002,2025-03-13 09:08:23,Bill Acceptor Error,Medium,31,v5.1,BA-861,2025-03-13,0,0
2019,MCH000076,LOC0004,2025-03-13 09:59:38,Door Open,Low,0,v4.1,DR-320,2025-03-13,0,0
2020,MCH000068,LOC0004,2025-03-13 10:14:45,Hopper Empty,Medium,9,v5.1,HP-950,2025-03-13,0,0
2021,MCH000014,LOC0007,2025-03-13 10:21:17,Software Restart,Low,4,v5.1,SR-390,2025-03-13,0,0
2022,MCH000012,LOC0008,2025-03-13 10:26:17,Ticket Jam,Medium,9,v4.2,TJ-608,2025-03-13,0,0
2023,MCH000031,LOC0002,2025-03-13 11:23:46,Ticket Jam,Medium,25,v5.1,TJ-335,2025-03-13,0,0
2024,MCH000084,LOC0008,2025-03-13 12:29:46,Bill Acceptor Error,High,16,v5.0,BA-146,2025-03-13,1,0
2025,MCH000019,LOC0003,2025-03-13 13:10:45,Hardware Failure,Critical,148,v4.2,HF-412,2025-03-13,1,0
2026,MCH000023,LOC0003,2025-03-13 13:13:17,Communication Loss,High,126,v4.2,CM-823,2025-03-13,1,0
2027,MCH000074,LOC0008,2025-03-13 13:48:14,Communication Loss,Medium,70,v5.0,CM-858,2025-03-13,0,0
2028,MCH000065,LOC0004,2025-03-13 14:33:43,Communication Loss,Medium,50,v5.1,CM-976,2025-03-13,0,0
2029,MCH000089,LOC0003,2025-03-13 15:20:23,Communication Loss,High,18,v5.0,CM-532,2025-03-13,1,0
2030,MCH000014,LOC0007,2025-03-13 15:40:02,Ticket Jam,Medium,5,v5.1,TJ-471,2025-03-13,0,0
2031,MCH000057,LOC0007,2025-03-13 15:52:42,Communication Loss,High,54,v5.0,CM-664,2025-03-13,1,0
2032,MCH000009,LOC0003,2025-03-13 16:30:32,Software Restart,Low,2,v5.1,SR-532,2025-03-13,0,0
2033,MCH000074,LOC0008,2025-03-13 17:34:24,Preventive Maintenance,Low,36,v5.0,PM-956,2025-03-13,0,1
2034,MCH000075,LOC0009,2025-03-13 17:46:38,Printer Error,Medium,8,v4.1,PR-575,2025-03-13,0,0
2035,MCH000050,LOC0007,2025-03-13 18:41:53,Preventive Maintenance,Low,35,v4.2,PM-134,2025-03-13,0,1
2036,MCH000095,LOC0009,2025-03-13 19:17:50,Bill Acceptor Error,Medium,16,v5.0,BA-539,2025-03-13,0,0
2037,MCH000045,LOC0009,2025-03-13 19:36:21,Communication Loss,Medium,52,v5.0,CM-652,2025-03-13,0,0
2038,MCH000057,LOC0007,2025-03-13 20:00:03,Software Upgrade,Low,18,v5.0,SU-790,2025-03-13,0,1
2039,MCH000031,LOC0002,2025-03-13 20:11:56,Preventive Maintenance,Low,40,v5.1,PM-412,2025-03-13,0,1
2040,MCH000001,LOC0004,2025-03-13 20:37:01,Ticket Jam,Medium,9,v5.0,TJ-532,2025-03-13,0,0
2041,MCH000064,LOC0007,2025-03-13 21:26:39,Software Upgrade,Medium,20,v4.1,SU-284,2025-03-13,0,1
2042,MCH000081,LOC0005,2025-03-13 22:00:35,Communication Loss,Medium,29,v5.0,CM-674,2025-03-13,0,0
2043,MCH000001,LOC0004,2025-03-13 22:28:59,Door Open,Low,1,v5.0,DR-936,2025-03-13,0,0
2044,MCH000082,LOC0007,2025-03-13 22:51:35,Cash Refill,Low,3,v4.1,CR-162,2025-03-13,0,1
2045,MCH000099,LOC0009,2025-03-13 23:27:27,Software Restart,Low,6,v5.1,SR-575,2025-03-13,0,0
2046,MCH000071,LOC0002,2025-03-13 23:27:58,Printer Error,Medium,18,v5.1,PR-308,2025-03-13,0,0
2047,MCH000034,LOC0004,2025-03-14 01:52:33,Communication Loss,High,105,v4.2,CM-175,2025-03-14,1,0
2048,MCH000045,LOC0009,2025-03-14 02:07:31,Communication Loss,Medium,52,v5.0,CM-755,2025-03-14,0,0
2049,MCH000028,LOC0003,2025-03-14 02:33:54,Hopper Empty,Medium,11,v5.1,HP-213,2025-03-14,0,0
2050,MCH000100,LOC0004,2025-03-14 03:39:50,Preventive Maintenance,Low,35,v4.1,PM-281,2025-03-14,0,1
2051,MCH000056,LOC0008,2025-03-14 04:15:19,Printer Error,High,17,v4.1,PR-998,2025-03-14,1,0
2052,MCH000099,LOC0009,2025-03-14 04:56:13,Cash Refill,Low,4,v5.1,CR-693,2025-03-14,0,1
2053,MCH000028,LOC0003,2025-03-14 05:54:42,Hopper Empty,Medium,6,v5.1,HP-374,2025-03-14,0,0
2054,MCH000073,LOC0008,2025-03-14 07:05:49,Software Restart,Low,2,v4.2,SR-161,2025-03-14,0,0
2055,MCH000023,LOC0003,2025-03-14 07:06:23,Ticket Jam,Medium,9,v4.2,TJ-749,2025-03-14,0,0
2056,MCH000053,LOC0009,2025-03-14 07:36:44,Cash Refill,Low,4,v4.2,CR-950,2025-03-14,0,1
2057,MCH000027,LOC0002,2025-03-14 08:39:58,Ticket Jam,High,20,v5.1,TJ-905,2025-03-14,1,0
2058,MCH000046,LOC0002,2025-03-14 09:16:56,Printer Error,High,30,v4.2,PR-466,2025-03-14,1,0
2059,MCH000055,LOC0002,2025-03-14 09:19:40,Hopper Empty,Medium,9,v4.2,HP-548,2025-03-14,0,0
2060,MCH000020,LOC0003,2025-03-14 09:31:51,Ticket Jam,Medium,20,v5.1,TJ-933,2025-03-14,0,0
2061,MCH000054,LOC0001,2025-03-14 11:18:37,Printer Error,Medium,18,v4.2,PR-317,2025-03-14,0,0
2062,MCH000023,LOC0003,2025-03-14 12:12:24,Bill Acceptor Error,Medium,31,v4.2,BA-717,2025-03-14,0,0
2063,MCH000070,LOC0007,2025-03-14 12:33:12,Bill Acceptor Error,Medium,28,v4.1,BA-236,2025-03-14,0,0
2064,MCH000012,LOC0008,2025-03-14 13:35:23,Door Open,Low,3,v4.2,DR-227,2025-03-14,0,0
2065,MCH000086,LOC0008,2025-03-14 15:46:18,Bill Acceptor Error,Medium,25,v4.1,BA-401,2025-03-14,0,0
2066,MCH000026,LOC0001,2025-03-14 16:31:13,Software Restart,Medium,2,v4.1,SR-994,2025-03-14,0,0
2067,MCH000092,LOC0010,2025-03-14 17:23:14,Communication Loss,Medium,45,v5.0,CM-127,2025-03-14,0,0
2068,MCH000041,LOC0007,2025-03-14 17:41:23,Bill Acceptor Error,High,47,v5.0,BA-658,2025-03-14,1,0
2069,MCH000067,LOC0010,2025-03-14 17:55:19,Software Restart,Low,5,v5.0,SR-286,2025-03-14,0,0
2070,MCH000066,LOC0009,2025-03-14 18:04:16,Communication Loss,Medium,60,v5.0,CM-523,2025-03-14,0,0
2071,MCH000018,LOC0007,2025-03-14 18:13:15,Door Open,Low,2,v5.0,DR-191,2025-03-14,0,0
2072,MCH000011,LOC0006,2025-03-14 20:04:32,Door Open,Low,1,v5.0,DR-713,2025-03-14,0,0
2073,MCH000020,LOC0003,2025-03-14 21:10:48,Ticket Jam,Medium,20,v5.1,TJ-601,2025-03-14,0,0
2074,MCH000045,LOC0009,2025-03-14 21:19:55,Ticket Jam,Medium,14,v5.0,TJ-241,2025-03-14,0,0
2075,MCH000050,LOC0007,2025-03-14 21:33:59,Door Open,Low,2,v4.2,DR-446,2025-03-14,0,0
2076,MCH000076,LOC0004,2025-03-14 21:53:44,Printer Error,Medium,12,v4.1,PR-208,2025-03-14,0,0
2077,MCH000026,LOC0001,2025-03-14 23:58:54,Communication Loss,Medium,45,v4.1,CM-527,2025-03-14,0,0
2078,MCH000061,LOC0007,2025-03-15 00:15:54,Door Open,Low,1,v4.1,DR-215,2025-03-15,0,0
2079,MCH000047,LOC0010,2025-03-15 01:06:51,Cash Refill,Low,4,v5.0,CR-282,2025-03-15,0,1
2080,MCH000071,LOC0002,2025-03-15 01:54:57,Communication Loss,Medium,88,v5.1,CM-492,2025-03-15,0,0
2081,MCH000012,LOC0008,2025-03-15 02:39:59,Communication Loss,High,19,v4.2,CM-119,2025-03-15,1,0
2082,MCH000052,LOC0001,2025-03-15 03:09:17,Cash Refill,Low,3,v4.1,CR-957,2025-03-15,0,1
2083,MCH000050,LOC0007,2025-03-15 03:40:20,Printer Error,Medium,24,v4.2,PR-564,2025-03-15,0,0
2084,MCH000075,LOC0009,2025-03-15 04:57:50,Door Open,Low,1,v4.1,DR-675,2025-03-15,0,0
2085,MCH000074,LOC0008,2025-03-15 05:13:59,Hardware Failure,Critical,270,v5.0,HF-701,2025-03-15,1,0
2086,MCH000004,LOC0010,2025-03-15 05:32:11,Cash Refill,Low,5,v4.1,CR-224,2025-03-15,0,1
2087,MCH000009,LOC0003,2025-03-15 06:13:51,Ticket Jam,Medium,19,v5.1,TJ-741,2025-03-15,0,0
2088,MCH000071,LOC0002,2025-03-15 07:03:20,Printer Error,High,31,v5.1,PR-201,2025-03-15,1,0
2089,MCH000029,LOC0002,2025-03-15 08:18:04,Ticket Jam,Medium,14,v5.1,TJ-233,2025-03-15,0,0
2090,MCH000067,LOC0010,2025-03-15 08:20:23,Cash Refill,Low,6,v5.0,CR-181,2025-03-15,0,1
2091,MCH000076,LOC0004,2025-03-15 10:04:39,Communication Loss,Medium,28,v4.1,CM-362,2025-03-15,0,0
2092,MCH000067,LOC0010,2025-03-15 10:39:28,Software Upgrade,Low,16,v5.0,SU-631,2025-03-15,0,1
2093,MCH000048,LOC0005,2025-03-15 11:31:45,Ticket Jam,Medium,25,v5.0,TJ-464,2025-03-15,0,0
2094,MCH000036,LOC0008,2025-03-15 12:02:43,Software Restart,Medium,10,v5.1,SR-455,2025-03-15,0,0
2095,MCH000027,LOC0002,2025-03-15 13:25:00,Hopper Empty,Medium,18,v5.1,HP-816,2025-03-15,0,0
2096,MCH000030,LOC0001,2025-03-15 14:45:41,Door Open,Low,0,v5.0,DR-779,2025-03-15,0,0
2097,MCH000069,LOC0002,2025-03-15 15:47:01,Cash Refill,Low,3,v4.2,CR-655,2025-03-15,0,1
2098,MCH000082,LOC0007,2025-03-15 16:11:41,Software Restart,Medium,7,v4.1,SR-154,2025-03-15,0,0
2099,MCH000043,LOC0010,2025-03-15 16:14:09,Ticket Jam,Medium,27,v4.2,TJ-270,2025-03-15,0,0
2100,MCH000048,LOC0005,2025-03-15 16:24:32,Communication Loss,Medium,50,v5.0,CM-427,2025-03-15,0,0
2101,MCH000019,LOC0003,2025-03-15 16:38:49,Hardware Failure,High,40,v4.2,HF-206,2025-03-15,1,0
2102,MCH000063,LOC0007,2025-03-15 16:41:32,Printer Error,Medium,11,v4.2,PR-682,2025-03-15,0,0
2103,MCH000074,LOC0008,2025-03-15 18:27:08,Bill Acceptor Error,Medium,35,v5.0,BA-216,2025-03-15,0,0
2104,MCH000033,LOC0009,2025-03-15 18:56:10,Cash Refill,Low,3,v4.1,CR-854,2025-03-15,0,1
2105,MCH000035,LOC0001,2025-03-15 21:04:28,Hopper Empty,Medium,7,v5.0,HP-506,2025-03-15,0,0
2106,MCH000003,LOC0006,2025-03-15 21:18:27,Bill Acceptor Error,Medium,13,v5.0,BA-349,2025-03-15,0,0
2107,MCH000057,LOC0007,2025-03-15 21:20:20,Door Open,Low,3,v5.0,DR-748,2025-03-15,0,0
2108,MCH000057,LOC0007,2025-03-15 21:22:37,Bill Acceptor Error,Medium,14,v5.0,BA-824,2025-03-15,0,0
2109,MCH000032,LOC0003,2025-03-15 21:46:32,Communication Loss,Medium,30,v5.1,CM-680,2025-03-15,0,0
2110,MCH000071,LOC0002,2025-03-15 22:43:54,Hardware Failure,High,154,v5.1,HF-872,2025-03-15,1,0
2111,MCH000076,LOC0004,2025-03-15 23:05:11,Cash Refill,Low,4,v4.1,CR-325,2025-03-15,0,1
2112,MCH000042,LOC0007,2025-03-16 01:41:07,Cash Refill,Low,4,v4.1,CR-143,2025-03-16,0,1
2113,MCH000041,LOC0007,2025-03-16 02:17:10,Preventive Maintenance,Low,41,v5.0,PM-473,2025-03-16,0,1
2114,MCH000079,LOC0007,2025-03-16 02:18:17,Hopper Empty,Medium,10,v5.1,HP-116,2025-03-16,0,0
2115,MCH000001,LOC0004,2025-03-16 03:00:50,Ticket Jam,Medium,17,v5.0,TJ-793,2025-03-16,0,0
2116,MCH000057,LOC0007,2025-03-16 03:02:29,Hopper Empty,Medium,6,v5.0,HP-714,2025-03-16,0,0
2117,MCH000077,LOC0004,2025-03-16 03:34:36,Software Restart,Low,8,v4.1,SR-488,2025-03-16,0,0
2118,MCH000075,LOC0009,2025-03-16 03:37:41,Cash Refill,Low,3,v4.1,CR-113,2025-03-16,0,1
2119,MCH000039,LOC0009,2025-03-16 04:12:45,Preventive Maintenance,Low,23,v4.1,PM-208,2025-03-16,0,1
2120,MCH000066,LOC0009,2025-03-16 04:54:17,Bill Acceptor Error,Medium,16,v5.0,BA-628,2025-03-16,0,0
2121,MCH000017,LOC0002,2025-03-16 05:38:13,Door Open,Low,2,v5.0,DR-317,2025-03-16,0,0
2122,MCH000056,LOC0008,2025-03-16 06:34:48,Hardware Failure,High,152,v4.1,HF-531,2025-03-16,1,0
2123,MCH000079,LOC0007,2025-03-16 06:54:49,Bill Acceptor Error,Medium,25,v5.1,BA-629,2025-03-16,0,0
2124,MCH000041,LOC0007,2025-03-16 08:24:18,Communication Loss,Medium,40,v5.0,CM-322,2025-03-16,0,0
2125,MCH000011,LOC0006,2025-03-16 08:59:27,Hopper Empty,Medium,14,v5.0,HP-767,2025-03-16,0,0
2126,MCH000093,LOC0006,2025-03-16 09:11:06,Cash Refill,Low,4,v5.1,CR-599,2025-03-16,0,1
2127,MCH000016,LOC0007,2025-03-16 09:11:21,Door Open,Low,2,v4.1,DR-603,2025-03-16,0,0
2128,MCH000057,LOC0007,2025-03-16 09:16:23,Power Failure,High,20,v5.0,PF-713,2025-03-16,1,0
2129,MCH000026,LOC0001,2025-03-16 10:07:40,Ticket Jam,High,18,v4.1,TJ-466,2025-03-16,1,0
2130,MCH000065,LOC0004,2025-03-16 11:58:59,Ticket Jam,Medium,6,v5.1,TJ-415,2025-03-16,0,0
2131,MCH000026,LOC0001,2025-03-16 12:35:01,Software Upgrade,Low,18,v4.1,SU-623,2025-03-16,0,1
2132,MCH000017,LOC0002,2025-03-16 12:55:10,Preventive Maintenance,Low,24,v5.0,PM-401,2025-03-16,0,1
2133,MCH000036,LOC0008,2025-03-16 13:12:12,Software Restart,Low,3,v5.1,SR-715,2025-03-16,0,0
2134,MCH000018,LOC0007,2025-03-16 15:09:44,Communication Loss,Medium,22,v5.0,CM-189,2025-03-16,0,0
2135,MCH000030,LOC0001,2025-03-16 15:18:45,Software Upgrade,Low,16,v5.0,SU-749,2025-03-16,0,1
2136,MCH000076,LOC0004,2025-03-16 15:22:04,Hopper Empty,Medium,7,v4.1,HP-853,2025-03-16,0,0
2137,MCH000033,LOC0009,2025-03-16 16:29:16,Software Restart,Low,2,v4.1,SR-110,2025-03-16,0,0
2138,MCH000016,LOC0007,2025-03-16 16:33:22,Printer Error,Medium,17,v4.1,PR-487,2025-03-16,0,0
2139,MCH000073,LOC0008,2025-03-16 19:56:07,Hardware Failure,High,190,v4.2,HF-658,2025-03-16,1,0
2140,MCH000013,LOC0009,2025-03-16 21:07:34,Preventive Maintenance,Low,25,v5.1,PM-278,2025-03-16,0,1
2141,MCH000082,LOC0007,2025-03-16 21:36:32,Software Restart,Low,3,v4.1,SR-689,2025-03-16,0,0
2142,MCH000071,LOC0002,2025-03-16 23:01:39,Software Restart,Medium,7,v5.1,SR-601,2025-03-16,0,0
2143,MCH000085,LOC0006,2025-03-16 23:35:53,Hopper Empty,Medium,10,v5.0,HP-160,2025-03-16,0,0
2144,MCH000059,LOC0005,2025-03-17 00:24:11,Software Upgrade,Low,18,v5.0,SU-546,2025-03-17,0,1
2145,MCH000019,LOC0003,2025-03-17 00:27:53,Software Restart,Medium,15,v4.2,SR-710,2025-03-17,0,0
2146,MCH000086,LOC0008,2025-03-17 00:35:48,Bill Acceptor Error,Medium,28,v4.1,BA-411,2025-03-17,0,0
2147,MCH000078,LOC0006,2025-03-17 00:43:57,Bill Acceptor Error,Medium,20,v4.2,BA-242,2025-03-17,0,0
2148,MCH000078,LOC0006,2025-03-17 02:27:04,Hardware Failure,Critical,267,v4.2,HF-157,2025-03-17,1,0
2149,MCH000049,LOC0006,2025-03-17 03:21:07,Ticket Jam,Medium,11,v5.1,TJ-360,2025-03-17,0,0
2150,MCH000060,LOC0006,2025-03-17 03:31:51,Door Open,Low,2,v4.2,DR-884,2025-03-17,0,0
2151,MCH000074,LOC0008,2025-03-17 03:48:10,Printer Error,Medium,20,v5.0,PR-964,2025-03-17,0,0
2152,MCH000020,LOC0003,2025-03-17 04:02:56,Software Restart,Low,7,v5.1,SR-136,2025-03-17,0,0
2153,MCH000014,LOC0007,2025-03-17 04:23:53,Cash Refill,Low,5,v5.1,CR-531,2025-03-17,0,1
2154,MCH000009,LOC0003,2025-03-17 04:29:13,Bill Acceptor Error,Medium,28,v5.1,BA-646,2025-03-17,0,0
2155,MCH000048,LOC0005,2025-03-17 06:05:22,Communication Loss,Medium,19,v5.0,CM-274,2025-03-17,0,0
2156,MCH000096,LOC0004,2025-03-17 06:15:02,Cash Refill,Low,5,v5.1,CR-386,2025-03-17,0,1
2157,MCH000003,LOC0006,2025-03-17 06:35:37,Preventive Maintenance,Low,26,v5.0,PM-232,2025-03-17,0,1
2158,MCH000047,LOC0010,2025-03-17 06:45:59,Cash Refill,Low,3,v5.0,CR-800,2025-03-17,0,1
2159,MCH000006,LOC0002,2025-03-17 07:54:48,Preventive Maintenance,Low,33,v4.1,PM-474,2025-03-17,0,1
2160,MCH000011,LOC0006,2025-03-17 08:37:42,Bill Acceptor Error,High,40,v5.0,BA-257,2025-03-17,1,0
2161,MCH000064,LOC0007,2025-03-17 08:45:13,Bill Acceptor Error,Medium,13,v4.1,BA-701,2025-03-17,0,0
2162,MCH000021,LOC0006,2025-03-17 09:43:59,Software Upgrade,Low,16,v4.1,SU-700,2025-03-17,0,1
2163,MCH000070,LOC0007,2025-03-17 10:48:29,Printer Error,Medium,11,v4.1,PR-894,2025-03-17,0,0
2164,MCH000021,LOC0006,2025-03-17 11:19:08,Software Restart,Low,5,v4.1,SR-314,2025-03-17,0,0
2165,MCH000089,LOC0003,2025-03-17 11:36:10,Communication Loss,High,73,v5.0,CM-220,2025-03-17,1,0
2166,MCH000057,LOC0007,2025-03-17 11:51:37,Hopper Empty,Medium,15,v5.0,HP-439,2025-03-17,0,0
2167,MCH000016,LOC0007,2025-03-17 12:09:02,Cash Refill,Low,4,v4.1,CR-589,2025-03-17,0,1
2168,MCH000007,LOC0002,2025-03-17 12:09:21,Ticket Jam,Medium,8,v5.0,TJ-989,2025-03-17,0,0
2169,MCH000098,LOC0006,2025-03-17 12:24:15,Hopper Empty,Medium,7,v5.0,HP-707,2025-03-17,0,0
2170,MCH000074,LOC0008,2025-03-17 13:10:27,Bill Acceptor Error,Medium,35,v5.0,BA-287,2025-03-17,0,0
2171,MCH000002,LOC0001,2025-03-17 13:20:20,Hopper Empty,Medium,12,v4.2,HP-429,2025-03-17,0,0
2172,MCH000053,LOC0009,2025-03-17 14:05:49,Door Open,Low,1,v4.2,DR-885,2025-03-17,0,0
2173,MCH000086,LOC0008,2025-03-17 15:32:44,Communication Loss,High,80,v4.1,CM-508,2025-03-17,1,0
2174,MCH000096,LOC0004,2025-03-17 15:35:11,Printer Error,Medium,25,v5.1,PR-801,2025-03-17,0,0
2175,MCH000042,LOC0007,2025-03-17 16:21:20,Ticket Jam,Medium,17,v4.1,TJ-486,2025-03-17,0,0
2176,MCH000071,LOC0002,2025-03-17 17:49:47,Hopper Empty,Medium,5,v5.1,HP-548,2025-03-17,0,0
2177,MCH000028,LOC0003,2025-03-17 18:07:20,Door Open,Low,3,v5.1,DR-924,2025-03-17,0,0
2178,MCH000045,LOC0009,2025-03-17 18:56:54,Ticket Jam,Medium,25,v5.0,TJ-616,2025-03-17,0,0
2179,MCH000028,LOC0003,2025-03-17 19:08:29,Bill Acceptor Error,Medium,14,v5.1,BA-727,2025-03-17,0,0
2180,MCH000093,LOC0006,2025-03-17 19:37:53,Preventive Maintenance,Medium,33,v5.1,PM-708,2025-03-17,0,1
2181,MCH000041,LOC0007,2025-03-17 19:45:10,Door Open,Medium,0,v5.0,DR-502,2025-03-17,0,0
2182,MCH000051,LOC0006,2025-03-17 21:35:12,Bill Acceptor Error,Medium,21,v4.1,BA-710,2025-03-17,0,0
2183,MCH000008,LOC0006,2025-03-17 21:37:40,Printer Error,Medium,23,v4.1,PR-783,2025-03-17,0,0
2184,MCH000046,LOC0002,2025-03-17 22:01:46,Communication Loss,Medium,60,v4.2,CM-779,2025-03-17,0,0
2185,MCH000062,LOC0006,2025-03-17 22:28:37,Door Open,Low,2,v5.0,DR-489,2025-03-17,0,0
2186,MCH000013,LOC0009,2025-03-17 22:34:20,Printer Error,Medium,8,v5.1,PR-261,2025-03-17,0,0
2187,MCH000009,LOC0003,2025-03-17 23:03:03,Door Open,Low,2,v5.1,DR-984,2025-03-17,0,0
2188,MCH000058,LOC0007,2025-03-17 23:06:23,Cash Refill,Low,4,v5.0,CR-638,2025-03-17,0,1
2189,MCH000036,LOC0008,2025-03-18 00:05:18,Software Restart,Medium,6,v5.1,SR-215,2025-03-18,0,0
2190,MCH000063,LOC0007,2025-03-18 00:36:09,Printer Error,High,18,v4.2,PR-862,2025-03-18,1,0
2191,MCH000053,LOC0009,2025-03-18 02:04:10,Hopper Empty,Medium,5,v4.2,HP-830,2025-03-18,0,0
2192,MCH000055,LOC0002,2025-03-18 03:12:13,Printer Error,Medium,9,v4.2,PR-822,2025-03-18,0,0
2193,MCH000085,LOC0006,2025-03-18 05:32:42,Preventive Maintenance,Low,27,v5.0,PM-569,2025-03-18,0,1
2194,MCH000055,LOC0002,2025-03-18 06:38:46,Printer Error,Medium,16,v4.2,PR-261,2025-03-18,0,0
2195,MCH000072,LOC0004,2025-03-18 07:27:31,Power Failure,Medium,54,v5.0,PF-517,2025-03-18,0,0
2196,MCH000005,LOC0007,2025-03-18 07:48:24,Communication Loss,High,71,v5.0,CM-421,2025-03-18,1,0
2197,MCH000089,LOC0003,2025-03-18 08:06:10,Cash Refill,Low,4,v5.0,CR-350,2025-03-18,0,1
2198,MCH000036,LOC0008,2025-03-18 08:38:56,Bill Acceptor Error,High,33,v5.1,BA-595,2025-03-18,1,0
2199,MCH000094,LOC0008,2025-03-18 08:59:27,Software Restart,Medium,10,v5.0,SR-315,2025-03-18,0,0
2200,MCH000037,LOC0005,2025-03-18 10:00:40,Communication Loss,Medium,72,v4.1,CM-954,2025-03-18,0,0
2201,MCH000091,LOC0004,2025-03-18 10:27:22,Software Restart,Medium,14,v4.1,SR-956,2025-03-18,0,0
2202,MCH000090,LOC0001,2025-03-18 10:42:29,Bill Acceptor Error,Medium,11,v4.2,BA-760,2025-03-18,0,0
2203,MCH000079,LOC0007,2025-03-18 12:18:15,Communication Loss,High,78,v5.1,CM-263,2025-03-18,1,0
2204,MCH000048,LOC0005,2025-03-18 13:06:07,Printer Error,Medium,15,v5.0,PR-410,2025-03-18,0,0
2205,MCH000054,LOC0001,2025-03-18 14:20:23,Bill Acceptor Error,Medium,32,v4.2,BA-504,2025-03-18,0,0
2206,MCH000084,LOC0008,2025-03-18 14:34:09,Printer Error,Medium,21,v5.0,PR-457,2025-03-18,0,0
2207,MCH000029,LOC0002,2025-03-18 14:57:02,Software Restart,Medium,10,v5.1,SR-689,2025-03-18,0,0
