player_id,enrollment_date,loyalty_tier,age_band,home_region,marketing_opt_in,active_flag
PLY00001327,2022-03-10,Gold,30-39,West,1,1
PLY00001328,2024-01-18,Silver,21-29,West,1,1
PLY00001329,2022-05-24,Standard,60+,Midwest,1,1
PLY00001330,2025-11-07,Silver,21-29,Northeast,0,1
PLY00001331,2026-02-15,Silver,50-59,Northeast,1,1
PLY00001332,2026-01-04,Standard,60+,Southwest,0,1
PLY00001333,2021-11-08,Gold,40-49,Southeast,1,1
PLY00001334,2024-05-25,Platinum,40-49,Northeast,1,1
PLY00001335,2022-08-25,Standard,21-29,Southeast,1,1
PLY00001336,2024-09-26,Standard,60+,Southwest,1,1
PLY00001337,2022-11-05,Silver,50-59,Midwest,1,1
PLY00001338,2022-11-30,Standard,21-29,Southeast,0,1
PLY00001339,2023-01-26,Silver,30-39,Southwest,0,1
PLY00001340,2022-12-10,Standard,21-29,Midwest,0,1
PLY00001341,2025-04-03,Standard,21-29,Southeast,0,1
PLY00001342,2021-11-26,Standard,50-59,Southwest,1,1
PLY00001343,2025-01-10,Standard,40-49,West,0,1
PLY00001344,2024-08-18,Standard,21-29,Southwest,0,1
PLY00001345,2023-07-21,Silver,60+,West,0,1
PLY00001346,2025-04-24,Standard,60+,West,0,1
PLY00001347,2023-12-16,Gold,50-59,Southeast,1,1
PLY00001348,2025-05-08,Standard,40-49,West,1,1
PLY00001349,2023-07-11,Standard,50-59,Northeast,1,1
PLY00001350,2026-01-28,Standard,50-59,Northeast,1,1
PLY00001351,2023-07-27,Standard,50-59,Southeast,1,1
PLY00001352,2024-03-01,Silver,60+,Southwest,1,1
PLY00001353,2025-07-10,Silver,50-59,Midwest,0,1
PLY00001354,2023-03-08,Gold,60+,Southeast,1,1
PLY00001355,2024-08-29,Silver,30-39,Southeast,1,1
PLY00001356,2026-05-21,Standard,50-59,Southwest,1,1
PLY00001357,2025-04-12,Standard,21-29,Midwest,0,1
PLY00001358,2025-06-17,Standard,60+,Northeast,0,1
PLY00001359,2023-12-06,Standard,30-39,Northeast,1,1
PLY00001360,2024-10-12,Platinum,40-49,Northeast,0,1
PLY00001361,2025-10-23,Gold,60+,West,1,1
PLY00001362,2026-01-07,Gold,50-59,Southwest,0,1
PLY00001363,2025-02-03,Platinum,60+,West,0,0
PLY00001364,2022-11-29,Gold,21-29,West,1,1
PLY00001365,2023-03-26,Gold,40-49,Southeast,0,1
PLY00001366,2022-09-16,Silver,50-59,Northeast,1,1
PLY00001367,2023-08-29,Gold,21-29,Southeast,1,1
PLY00001368,2021-12-23,Silver,30-39,Southwest,1,1
PLY00001369,2025-08-15,Standard,40-49,Southwest,1,1
PLY00001370,2024-09-09,Standard,60+,Southwest,0,1
PLY00001371,2026-04-01,Standard,50-59,Southwest,0,1
PLY00001372,2022-05-28,Silver,21-29,Southwest,1,1
PLY00001373,2025-12-02,Gold,21-29,Northeast,1,1
PLY00001374,2022-08-05,Silver,50-59,Northeast,1,1
PLY00001375,2023-12-16,Gold,30-39,West,1,1
PLY00001376,2022-03-31,Silver,60+,Midwest,1,1
PLY00001377,2022-11-24,Silver,40-49,Midwest,0,1
PLY00001378,2023-11-08,Standard,60+,West,0,1
PLY00001379,2025-05-09,Standard,30-39,West,1,1
PLY00001380,2025-11-24,Standard,40-49,Southwest,0,1
PLY00001381,2022-10-14,Standard,60+,Midwest,1,1
PLY00001382,2025-04-03,Gold,60+,West,1,1
PLY00001383,2022-04-24,Silver,60+,Midwest,0,1
PLY00001384,2023-06-03,Standard,60+,West,1,1
PLY00001385,2025-05-15,Standard,50-59,West,1,1
PLY00001386,2024-07-04,Standard,60+,Midwest,1,1
PLY00001387,2021-10-04,Gold,50-59,Midwest,1,1
PLY00001388,2025-01-23,Standard,30-39,West,1,1
PLY00001389,2021-12-26,Silver,60+,West,1,1
PLY00001390,2024-11-26,Silver,60+,Southeast,1,1
PLY00001391,2025-10-20,Standard,40-49,West,1,1
PLY00001392,2024-09-17,Standard,21-29,Southeast,1,1
PLY00001393,2023-07-16,Standard,21-29,Southwest,0,1
PLY00001394,2024-10-25,Standard,40-49,West,1,1
PLY00001395,2022-03-24,Silver,40-49,West,1,1
PLY00001396,2024-09-20,Standard,50-59,Southwest,0,1
PLY00001397,2023-06-11,Standard,50-59,Southeast,0,1
PLY00001398,2021-10-09,Standard,30-39,Southwest,1,1
PLY00001399,2024-03-30,Gold,40-49,Northeast,1,1
PLY00001400,2022-05-17,Standard,60+,Midwest,1,1
PLY00001401,2024-05-20,Standard,40-49,Midwest,1,1
PLY00001402,2022-10-10,Standard,60+,Southwest,1,1
PLY00001403,2022-09-14,Gold,30-39,Southeast,0,1
PLY00001404,2021-11-10,Standard,40-49,Northeast,0,1
PLY00001405,2023-12-22,Silver,60+,Southwest,0,1
PLY00001406,2025-07-20,Standard,60+,Southeast,0,1
PLY00001407,2022-09-18,Standard,50-59,Southwest,1,1
PLY00001408,2025-07-10,Standard,60+,West,1,1
PLY00001409,2025-05-07,Standard,60+,Northeast,0,1
PLY00001410,2021-07-30,Silver,21-29,Southeast,1,1
PLY00001411,2022-03-17,Silver,40-49,West,1,1
PLY00001412,2021-09-11,Standard,60+,West,1,1
PLY00001413,2023-09-17,Silver,30-39,Southwest,1,1
PLY00001414,2023-05-15,Silver,60+,Southeast,0,1
PLY00001415,2022-10-21,Standard,60+,Southwest,1,1
PLY00001416,2026-03-15,Standard,60+,Northeast,1,1
PLY00001417,2026-01-08,Standard,30-39,Southwest,1,1
PLY00001418,2025-02-18,Standard,21-29,Northeast,0,1
PLY00001419,2022-06-24,Standard,30-39,Midwest,0,1
PLY00001420,2023-12-26,Platinum,30-39,Northeast,1,1
PLY00001421,2023-07-22,Standard,21-29,Midwest,1,1
PLY00001422,2024-02-04,Standard,40-49,Midwest,1,1
PLY00001423,2022-07-27,Standard,30-39,Southeast,0,1
PLY00001424,2021-12-09,Standard,60+,Southwest,0,1
PLY00001425,2023-07-24,Standard,60+,Southwest,1,1
PLY00001426,2025-02-07,Silver,21-29,Midwest,1,1
PLY00001427,2025-06-03,Standard,60+,Southeast,1,1
PLY00001428,2022-01-25,Standard,60+,Southeast,0,1
PLY00001429,2022-06-23,Standard,30-39,Southeast,1,1
PLY00001430,2025-10-13,Gold,50-59,Northeast,1,1
PLY00001431,2026-02-03,Gold,40-49,Southeast,1,1
PLY00001432,2021-09-03,Standard,60+,Midwest,0,1
PLY00001433,2025-12-01,Standard,30-39,West,0,1
PLY00001434,2026-06-04,Standard,60+,West,1,1
PLY00001435,2023-08-04,Silver,30-39,West,0,1
PLY00001436,2022-10-03,Standard,60+,Midwest,0,0
PLY00001437,2024-01-04,Silver,50-59,Midwest,1,0
PLY00001438,2025-03-08,Standard,50-59,West,1,1
PLY00001439,2021-07-18,Standard,21-29,West,1,1
PLY00001440,2024-07-14,Silver,50-59,West,0,1
PLY00001441,2023-07-31,Silver,60+,Northeast,0,1
PLY00001442,2026-05-21,Standard,21-29,Southwest,1,1
PLY00001443,2025-01-28,Gold,60+,Midwest,1,1
PLY00001444,2023-02-15,Gold,21-29,Northeast,1,1
PLY00001445,2022-04-05,Standard,30-39,Northeast,0,1
PLY00001446,2025-12-26,Silver,30-39,Northeast,0,1
PLY00001447,2024-08-07,Gold,30-39,Southeast,0,0
PLY00001448,2022-02-09,Standard,50-59,West,1,1
PLY00001449,2026-01-03,Gold,50-59,Northeast,0,1
PLY00001450,2026-02-28,Standard,60+,Southeast,1,1
PLY00001451,2025-11-06,Silver,60+,Southeast,1,1
PLY00001452,2025-11-07,Standard,40-49,West,0,1
PLY00001453,2026-03-31,Silver,40-49,Southeast,0,1
PLY00001454,2021-09-15,Platinum,60+,West,1,1
PLY00001455,2024-11-08,Standard,50-59,Northeast,0,1
PLY00001456,2025-07-13,Gold,50-59,Midwest,1,1
PLY00001457,2021-11-26,Standard,60+,Northeast,0,1
PLY00001458,2024-10-27,Standard,50-59,West,1,1
PLY00001459,2024-09-15,Standard,21-29,West,0,0
PLY00001460,2023-09-10,Standard,50-59,Northeast,0,1
PLY00001461,2021-09-02,Standard,21-29,Northeast,1,1
PLY00001462,2024-07-27,Standard,40-49,Midwest,1,1
PLY00001463,2022-02-08,Platinum,21-29,Midwest,1,1
PLY00001464,2024-06-19,Standard,60+,West,1,1
PLY00001465,2023-08-02,Standard,21-29,Northeast,0,1
PLY00001466,2022-06-01,Standard,21-29,Southeast,1,1
PLY00001467,2024-05-12,Standard,60+,Southwest,1,1
PLY00001468,2022-09-01,Silver,40-49,Southwest,1,1
PLY00001469,2021-11-28,Standard,60+,West,1,1
PLY00001470,2024-07-12,Silver,60+,West,1,1
PLY00001471,2026-03-06,Silver,21-29,Southwest,1,1
PLY00001472,2024-05-30,Standard,21-29,West,1,1
PLY00001473,2023-01-08,Gold,60+,Southeast,1,1
PLY00001474,2025-06-26,Standard,60+,Southwest,1,1
PLY00001475,2025-08-08,Standard,30-39,Midwest,1,1
PLY00001476,2023-01-31,Silver,40-49,Midwest,1,1
PLY00001477,2022-09-05,Standard,50-59,Midwest,1,1
PLY00001478,2022-01-26,Platinum,60+,West,1,1
PLY00001479,2025-06-04,Standard,60+,Northeast,1,1
PLY00001480,2021-11-05,Standard,30-39,Northeast,1,1
PLY00001481,2024-01-11,Silver,50-59,West,1,1
PLY00001482,2023-04-01,Silver,40-49,West,1,1
PLY00001483,2021-11-27,Standard,21-29,Southwest,1,1
PLY00001484,2023-03-25,Standard,30-39,Southwest,1,1
PLY00001485,2021-11-21,Silver,40-49,Southwest,1,1
PLY00001486,2024-03-20,Platinum,40-49,Northeast,1,1
PLY00001487,2024-03-03,Standard,40-49,Southwest,1,1
PLY00001488,2025-12-01,Silver,21-29,Northeast,1,1
PLY00001489,2024-12-02,Standard,40-49,Southeast,1,1
PLY00001490,2026-02-25,Standard,21-29,Southeast,0,1
PLY00001491,2025-07-23,Standard,30-39,Southwest,1,1
PLY00001492,2023-09-09,Standard,30-39,Midwest,1,1
PLY00001493,2021-11-04,Standard,30-39,West,0,0
PLY00001494,2023-02-27,Gold,21-29,Northeast,1,1
PLY00001495,2023-12-19,Silver,30-39,West,1,1
PLY00001496,2024-07-27,Silver,30-39,Northeast,0,1
PLY00001497,2021-12-09,Gold,40-49,Southeast,1,1
PLY00001498,2024-05-10,Silver,30-39,West,0,1
PLY00001499,2023-11-09,Standard,21-29,Southwest,0,1
PLY00001500,2022-08-04,Standard,50-59,West,1,1
PLY00001501,2024-08-30,Standard,40-49,West,1,1
PLY00001502,2025-04-01,Standard,40-49,West,1,1
PLY00001503,2024-12-07,Silver,21-29,Southeast,1,1
PLY00001504,2025-04-10,Gold,50-59,Southeast,1,1
PLY00001505,2024-10-27,Silver,40-49,Midwest,1,1
PLY00001506,2024-06-01,Standard,50-59,West,1,1
PLY00001507,2023-02-14,Standard,60+,Midwest,1,1
PLY00001508,2025-10-02,Standard,50-59,Midwest,1,1
PLY00001509,2025-10-06,Standard,40-49,Northeast,1,1
PLY00001510,2024-08-28,Gold,60+,West,1,1
PLY00001511,2025-12-13,Gold,21-29,Northeast,1,1
PLY00001512,2023-10-20,Standard,30-39,Midwest,1,1
PLY00001513,2022-03-27,Silver,40-49,Southeast,1,0
PLY00001514,2025-02-21,Platinum,60+,Midwest,1,1
PLY00001515,2022-03-16,Gold,50-59,Southwest,0,1
PLY00001516,2025-03-12,Standard,60+,Southeast,0,1
PLY00001517,2023-01-25,Silver,30-39,Southwest,1,1
PLY00001518,2026-03-04,Silver,50-59,Southwest,1,1
PLY00001519,2024-01-12,Gold,50-59,Southwest,1,1
PLY00001520,2024-04-06,Silver,40-49,Southeast,1,1
PLY00001521,2022-05-28,Gold,21-29,Southwest,0,1
PLY00001522,2022-03-19,Standard,50-59,Southwest,1,1
PLY00001523,2024-04-27,Silver,60+,Midwest,1,1
PLY00001524,2024-01-18,Silver,30-39,Southeast,0,0
PLY00001525,2024-02-21,Silver,60+,West,1,1
PLY00001526,2025-04-29,Standard,50-59,Northeast,1,1
PLY00001527,2025-02-26,Standard,60+,Southwest,1,1
PLY00001528,2022-12-13,Standard,60+,Southeast,1,1
PLY00001529,2025-04-23,Standard,30-39,Southeast,1,0
PLY00001530,2024-07-10,Standard,30-39,Midwest,1,1
PLY00001531,2025-05-03,Standard,60+,Northeast,1,1
PLY00001532,2021-11-22,Standard,30-39,Northeast,1,1
PLY00001533,2024-07-13,Silver,50-59,Southeast,1,1
PLY00001534,2025-03-26,Standard,50-59,Southeast,1,1
PLY00001535,2023-11-14,Silver,60+,Southwest,1,1
PLY00001536,2022-01-08,Standard,21-29,Southwest,1,1
PLY00001537,2022-03-04,Standard,60+,Southwest,1,1
PLY00001538,2024-12-27,Silver,40-49,Southwest,1,1
PLY00001539,2024-08-15,Silver,50-59,West,0,1
PLY00001540,2025-11-24,Standard,30-39,West,0,1
PLY00001541,2022-11-23,Gold,30-39,West,1,1
PLY00001542,2021-10-18,Standard,30-39,Midwest,0,1
PLY00001543,2022-09-30,Silver,21-29,Southeast,0,1
PLY00001544,2025-04-05,Silver,21-29,Midwest,1,1
PLY00001545,2021-10-30,Silver,40-49,Southwest,1,1
PLY00001546,2022-08-10,Standard,50-59,Northeast,1,1
PLY00001547,2022-02-07,Silver,50-59,Midwest,0,1
PLY00001548,2023-07-17,Standard,21-29,Midwest,1,1
PLY00001549,2024-08-25,Standard,50-59,Southwest,1,1
PLY00001550,2024-08-12,Silver,50-59,Southeast,1,1
PLY00001551,2024-10-15,Standard,21-29,West,1,1
PLY00001552,2026-05-11,Standard,50-59,Southeast,1,1
PLY00001553,2021-10-22,Silver,30-39,Southwest,1,1
PLY00001554,2022-11-02,Standard,60+,Southeast,1,1
PLY00001555,2025-05-11,Silver,60+,Northeast,1,1
PLY00001556,2024-09-08,Standard,21-29,Northeast,0,1
PLY00001557,2024-09-11,Gold,40-49,Southeast,1,1
PLY00001558,2025-04-23,Standard,21-29,Midwest,0,1
PLY00001559,2022-03-09,Standard,21-29,Southeast,0,1
PLY00001560,2026-06-01,Standard,40-49,Midwest,1,1
PLY00001561,2022-09-14,Standard,60+,Southwest,0,1
PLY00001562,2026-01-13,Standard,40-49,Midwest,1,1
PLY00001563,2024-08-27,Standard,50-59,Southeast,1,1
PLY00001564,2024-12-01,Gold,60+,Midwest,1,1
PLY00001565,2024-03-16,Standard,60+,Southwest,0,1
PLY00001566,2023-11-26,Standard,60+,Southeast,1,1
PLY00001567,2023-08-28,Standard,50-59,Southeast,1,1
PLY00001568,2022-07-01,Gold,40-49,Southwest,1,1
PLY00001569,2021-10-02,Gold,50-59,Southwest,1,1
PLY00001570,2023-02-12,Standard,21-29,Southeast,1,1
PLY00001571,2025-10-11,Standard,30-39,Southwest,0,1
PLY00001572,2025-12-08,Standard,40-49,Southwest,1,1
PLY00001573,2024-10-28,Standard,21-29,Southeast,0,1
PLY00001574,2026-04-24,Gold,40-49,Southeast,1,1
PLY00001575,2022-07-14,Silver,60+,Southwest,1,1
PLY00001576,2023-10-05,Standard,40-49,Midwest,1,1
PLY00001577,2023-09-30,Gold,30-39,Southeast,1,1
PLY00001578,2025-04-30,Standard,50-59,Northeast,1,1
PLY00001579,2023-05-11,Platinum,21-29,Southeast,0,1
PLY00001580,2023-12-18,Standard,60+,Southeast,1,1
PLY00001581,2025-09-17,Silver,40-49,Southeast,0,1
PLY00001582,2023-03-27,Standard,30-39,Midwest,1,1
PLY00001583,2022-07-30,Silver,40-49,Southwest,1,0
PLY00001584,2022-09-08,Standard,30-39,Southwest,1,1
PLY00001585,2022-03-01,Silver,30-39,Southwest,1,1
PLY00001586,2025-05-18,Gold,40-49,West,1,1
PLY00001587,2023-01-01,Standard,50-59,Southwest,1,1
PLY00001588,2025-04-26,Silver,50-59,Northeast,1,1
PLY00001589,2022-04-12,Standard,30-39,Northeast,1,1
PLY00001590,2024-04-01,Silver,50-59,Southwest,0,0
PLY00001591,2024-06-27,Platinum,40-49,Southwest,1,1
PLY00001592,2022-01-31,Silver,50-59,Northeast,0,1
PLY00001593,2026-03-18,Gold,30-39,Southeast,0,0
PLY00001594,2026-02-22,Silver,40-49,West,1,1
PLY00001595,2024-01-02,Standard,21-29,Southwest,0,1
PLY00001596,2024-01-31,Standard,21-29,Midwest,1,1
PLY00001597,2022-11-15,Silver,30-39,Midwest,1,0
PLY00001598,2023-01-05,Standard,30-39,West,1,1
PLY00001599,2024-08-10,Standard,21-29,Northeast,1,1
PLY00001600,2025-11-10,Standard,60+,Northeast,1,1
PLY00001601,2023-06-10,Standard,50-59,Midwest,1,1
PLY00001602,2022-07-26,Standard,50-59,West,1,1
PLY00001603,2023-03-30,Gold,21-29,Northeast,1,1
PLY00001604,2022-09-18,Standard,30-39,Midwest,0,1
PLY00001605,2023-07-19,Standard,40-49,Northeast,0,1
PLY00001606,2025-09-25,Standard,21-29,Southwest,1,1
PLY00001607,2021-10-03,Silver,30-39,Southeast,1,1
PLY00001608,2024-08-08,Standard,30-39,West,0,1
PLY00001609,2026-03-31,Gold,30-39,Southeast,1,1
PLY00001610,2026-05-27,Silver,40-49,Southwest,1,1
PLY00001611,2024-09-02,Standard,30-39,Northeast,1,1
PLY00001612,2025-07-05,Standard,40-49,Northeast,1,1
PLY00001613,2026-03-23,Silver,21-29,Northeast,1,1
PLY00001614,2022-08-21,Standard,60+,Northeast,1,1
PLY00001615,2022-04-07,Standard,60+,West,0,1
PLY00001616,2022-02-03,Gold,50-59,Midwest,1,1
PLY00001617,2024-02-29,Silver,40-49,Midwest,0,0
PLY00001618,2024-12-02,Silver,50-59,West,1,1
PLY00001619,2025-08-09,Standard,21-29,Northeast,1,1
PLY00001620,2026-01-02,Silver,30-39,Northeast,1,1
PLY00001621,2025-01-10,Standard,30-39,Midwest,1,1
PLY00001622,2025-01-06,Gold,60+,Southwest,1,1
PLY00001623,2026-06-04,Silver,40-49,Northeast,1,1
PLY00001624,2022-02-28,Platinum,40-49,Southwest,1,1
PLY00001625,2022-08-07,Silver,21-29,Midwest,1,1
PLY00001626,2024-03-24,Gold,21-29,Southwest,1,1
PLY00001627,2022-03-01,Standard,60+,West,0,1
PLY00001628,2025-05-12,Standard,50-59,Northeast,1,1
PLY00001629,2025-06-30,Standard,50-59,Southeast,0,0
PLY00001630,2025-12-07,Standard,60+,Southeast,1,1
PLY00001631,2024-06-18,Gold,21-29,Northeast,1,1
PLY00001632,2022-08-16,Standard,40-49,Southwest,0,1
PLY00001633,2026-03-22,Standard,50-59,Northeast,1,1
PLY00001634,2023-01-30,Silver,50-59,Northeast,0,1
PLY00001635,2022-08-18,Standard,60+,West,1,1
PLY00001636,2025-03-19,Gold,50-59,West,0,1
PLY00001637,2025-10-23,Standard,40-49,Northeast,1,1
PLY00001638,2022-01-02,Standard,60+,Southeast,0,1
PLY00001639,2022-08-03,Standard,40-49,Southwest,1,1
PLY00001640,2025-12-09,Standard,60+,Southeast,0,0
PLY00001641,2022-11-01,Standard,40-49,Southeast,1,1
PLY00001642,2024-02-13,Standard,50-59,Northeast,1,1
PLY00001643,2022-12-07,Standard,40-49,Southeast,1,1
PLY00001644,2022-11-29,Silver,30-39,Northeast,1,1
PLY00001645,2024-04-11,Platinum,21-29,Midwest,0,1
PLY00001646,2023-06-14,Standard,30-39,Southwest,1,0
PLY00001647,2024-06-23,Standard,40-49,Southeast,0,1
PLY00001648,2025-12-12,Silver,30-39,Northeast,0,1
PLY00001649,2023-12-13,Gold,50-59,Midwest,0,1
PLY00001650,2022-03-16,Gold,21-29,West,1,1
PLY00001651,2023-08-31,Standard,40-49,Southwest,1,1
PLY00001652,2023-03-15,Standard,30-39,West,1,1
PLY00001653,2026-03-21,Silver,60+,Northeast,0,1
PLY00001654,2023-11-13,Standard,30-39,West,1,1
PLY00001655,2022-08-06,Standard,30-39,Southeast,1,1
PLY00001656,2024-02-09,Silver,21-29,Midwest,0,1
PLY00001657,2026-01-26,Silver,30-39,Southwest,0,1
PLY00001658,2022-04-30,Gold,21-29,Northeast,1,1
PLY00001659,2025-10-22,Gold,21-29,West,1,1
PLY00001660,2022-12-19,Platinum,50-59,Southeast,1,1
PLY00001661,2022-11-05,Standard,60+,Southeast,1,1
PLY00001662,2022-12-27,Silver,21-29,Southwest,0,1
PLY00001663,2024-05-27,Standard,50-59,Midwest,1,1
PLY00001664,2026-04-30,Standard,60+,Southeast,1,1
PLY00001665,2021-11-18,Silver,40-49,Northeast,0,1
PLY00001666,2021-10-10,Standard,50-59,Midwest,1,1
PLY00001667,2022-03-23,Standard,60+,Southeast,1,1
PLY00001668,2021-12-02,Standard,60+,West,1,1
PLY00001669,2026-06-09,Silver,21-29,Southeast,0,1
PLY00001670,2023-10-14,Standard,60+,Southeast,1,1
PLY00001671,2023-04-29,Standard,21-29,Southeast,1,1
PLY00001672,2026-05-26,Standard,40-49,Northeast,1,1
PLY00001673,2025-01-28,Standard,60+,Southeast,1,0
PLY00001674,2021-10-16,Standard,40-49,Northeast,0,1
PLY00001675,2025-10-08,Silver,60+,Southwest,1,1
PLY00001676,2026-03-05,Standard,40-49,West,1,1
PLY00001677,2023-12-30,Standard,21-29,Southeast,1,1
PLY00001678,2024-02-07,Gold,30-39,Southeast,1,1
PLY00001679,2025-08-22,Standard,30-39,West,1,1
PLY00001680,2023-08-13,Standard,30-39,Southwest,1,0
PLY00001681,2024-12-26,Silver,30-39,West,1,1
PLY00001682,2024-01-24,Standard,30-39,Midwest,1,1
PLY00001683,2025-05-23,Standard,30-39,Southwest,0,1
PLY00001684,2022-02-25,Silver,50-59,Northeast,0,1
PLY00001685,2022-01-16,Standard,60+,Northeast,1,1
PLY00001686,2022-11-17,Standard,21-29,Midwest,0,1
PLY00001687,2025-04-09,Standard,30-39,Midwest,1,1
PLY00001688,2025-01-25,Platinum,50-59,Northeast,0,1
PLY00001689,2025-08-26,Standard,40-49,West,0,1
PLY00001690,2025-06-25,Standard,60+,Midwest,1,1
PLY00001691,2023-04-08,Gold,30-39,Midwest,0,1
PLY00001692,2024-06-04,Standard,60+,West,1,1
PLY00001693,2022-10-03,Standard,30-39,Midwest,1,1
PLY00001694,2024-03-11,Standard,30-39,Southeast,1,1
PLY00001695,2024-04-01,Standard,40-49,Southeast,1,1
PLY00001696,2024-06-21,Standard,50-59,Midwest,0,1
PLY00001697,2024-12-03,Standard,50-59,West,0,1
PLY00001698,2022-08-24,Gold,40-49,Northeast,0,1
PLY00001699,2024-09-07,Standard,21-29,Northeast,1,1
PLY00001700,2025-11-29,Standard,60+,Northeast,1,1
PLY00001701,2026-04-23,Gold,21-29,Southwest,1,1
PLY00001702,2022-06-08,Standard,50-59,West,1,1
PLY00001703,2024-03-31,Standard,21-29,Southwest,1,1
PLY00001704,2023-08-04,Gold,21-29,Southwest,1,1
PLY00001705,2025-07-02,Standard,60+,West,1,1
PLY00001706,2022-07-29,Standard,60+,Southeast,1,1
PLY00001707,2023-10-23,Standard,40-49,Northeast,1,1
PLY00001708,2025-05-10,Standard,21-29,Midwest,0,1
PLY00001709,2023-08-23,Standard,21-29,Midwest,1,1
PLY00001710,2022-09-24,Standard,60+,Southwest,1,1
PLY00001711,2022-05-10,Gold,60+,Northeast,0,1
PLY00001712,2021-12-18,Gold,21-29,Midwest,1,1
PLY00001713,2024-01-01,Standard,21-29,Northeast,1,1
PLY00001714,2024-10-19,Standard,21-29,Northeast,1,1
PLY00001715,2025-02-02,Standard,30-39,Southwest,1,1
PLY00001716,2023-08-24,Standard,40-49,Southeast,1,1
PLY00001717,2022-11-22,Standard,30-39,West,0,1
PLY00001718,2024-04-26,Standard,50-59,Southeast,1,1
PLY00001719,2026-06-12,Standard,30-39,Northeast,1,1
PLY00001720,2024-03-11,Standard,40-49,Northeast,1,1
PLY00001721,2023-02-23,Standard,40-49,Northeast,1,1
PLY00001722,2022-11-21,Silver,30-39,Midwest,0,1
PLY00001723,2025-10-09,Standard,50-59,Southeast,1,1
PLY00001724,2025-11-29,Standard,30-39,Midwest,1,1
PLY00001725,2025-07-03,Standard,40-49,Southwest,0,1
PLY00001726,2025-10-10,Standard,40-49,Midwest,1,1
PLY00001727,2024-02-27,Standard,30-39,West,1,1
PLY00001728,2025-10-06,Standard,40-49,Southeast,1,1
PLY00001729,2021-09-24,Standard,21-29,West,1,1
PLY00001730,2022-04-19,Gold,30-39,Southeast,1,1
PLY00001731,2024-11-16,Standard,30-39,Southeast,1,1
PLY00001732,2025-10-31,Standard,21-29,Southwest,1,1
PLY00001733,2025-06-03,Silver,30-39,Southeast,1,1
PLY00001734,2023-07-31,Standard,21-29,Midwest,1,1
PLY00001735,2023-05-13,Gold,50-59,Southeast,1,1
PLY00001736,2024-07-14,Standard,21-29,Midwest,1,1
PLY00001737,2021-12-12,Gold,21-29,Southwest,1,0
PLY00001738,2021-12-18,Standard,40-49,Northeast,1,1
PLY00001739,2023-12-05,Silver,30-39,Midwest,1,1
PLY00001740,2025-09-28,Silver,60+,West,1,1
PLY00001741,2025-07-15,Standard,60+,Southwest,1,1
PLY00001742,2023-12-18,Silver,60+,Northeast,1,0
PLY00001743,2026-02-05,Gold,30-39,Southeast,1,1
PLY00001744,2021-08-08,Standard,60+,West,1,1
PLY00001745,2022-06-12,Platinum,30-39,West,0,1
PLY00001746,2025-03-13,Standard,60+,Midwest,0,1
PLY00001747,2022-09-03,Gold,60+,Midwest,0,1
PLY00001748,2023-10-13,Silver,50-59,Northeast,1,1
PLY00001749,2024-08-23,Platinum,21-29,Southeast,1,1
PLY00001750,2024-12-17,Standard,21-29,West,1,0
PLY00001751,2024-08-23,Standard,50-59,Southwest,1,1
PLY00001752,2021-12-01,Platinum,30-39,Southwest,0,1
PLY00001753,2024-12-09,Silver,50-59,West,1,1
PLY00001754,2021-12-19,Standard,30-39,West,1,1
PLY00001755,2026-05-20,Silver,50-59,West,1,1
PLY00001756,2026-04-24,Standard,30-39,Midwest,1,1
PLY00001757,2023-03-10,Standard,21-29,West,1,1
PLY00001758,2024-08-13,Standard,40-49,Southeast,1,1
PLY00001759,2026-03-28,Silver,30-39,Southeast,1,1
PLY00001760,2023-12-27,Standard,60+,Midwest,1,0
PLY00001761,2022-02-27,Gold,40-49,Southeast,1,1
PLY00001762,2024-10-26,Standard,21-29,Northeast,0,1
PLY00001763,2025-10-27,Platinum,30-39,Midwest,0,1
PLY00001764,2025-05-13,Platinum,60+,Northeast,0,1
PLY00001765,2026-03-18,Gold,40-49,West,1,1
PLY00001766,2023-11-30,Standard,40-49,Southeast,1,1
PLY00001767,2022-07-18,Silver,30-39,Southwest,1,1
PLY00001768,2022-08-17,Standard,50-59,Northeast,1,1
PLY00001769,2022-05-10,Gold,30-39,Southeast,1,0
PLY00001770,2024-11-18,Standard,40-49,Northeast,1,1
PLY00001771,2024-09-15,Gold,60+,Southeast,1,1
PLY00001772,2024-06-01,Standard,50-59,Northeast,0,1
PLY00001773,2026-04-12,Silver,21-29,West,1,1
PLY00001774,2024-08-22,Standard,21-29,Northeast,1,1
PLY00001775,2022-10-05,Standard,60+,Northeast,0,1
PLY00001776,2023-03-24,Silver,60+,Midwest,0,1
PLY00001777,2025-11-11,Standard,60+,Southwest,0,1
PLY00001778,2024-12-12,Standard,30-39,Northeast,1,1
PLY00001779,2025-10-14,Standard,21-29,Northeast,1,1
PLY00001780,2021-11-16,Standard,50-59,Southeast,1,1
PLY00001781,2021-12-01,Standard,50-59,Southeast,1,1
PLY00001782,2021-11-11,Gold,50-59,Northeast,1,0
PLY00001783,2022-09-12,Standard,40-49,Midwest,1,1
PLY00001784,2024-05-13,Standard,21-29,Northeast,1,1
PLY00001785,2025-07-24,Standard,60+,Southeast,1,1
PLY00001786,2025-12-13,Silver,40-49,West,0,1
PLY00001787,2025-06-02,Standard,50-59,Midwest,0,1
