player_id,loyalty_tier,days_since_last_session,total_historical_sessions,player_net_revenue,churn_probability,risk_level,recommended_action,expected_revenue_at_risk,retention_priority_score,priority_rank
PLY00002411,Standard,220,1,31.48,0.9139459574249824,Critical,Immediate retention outreach,28.77,46.11,610
PLY00004666,Silver,272,2,26.74,0.9870536664535964,Critical,Immediate retention outreach,26.39,46.06,611
PLY00003292,Standard,113,7,35.32,0.9943828653667636,Critical,Immediate retention outreach,35.12,45.99,612
PLY00001002,Standard,117,2,39.7,0.876671715724256,Critical,Immediate retention outreach,34.8,45.96,613
PLY00004978,Gold,228,3,28.34,0.997475138956291,Critical,Immediate retention outreach,28.27,45.93,614
PLY00002287,Silver,138,3,38.76,0.8587261335183354,Critical,Immediate retention outreach,33.28,45.86,615
PLY00003486,Standard,212,2,30.05,0.9643004069522064,Critical,Immediate retention outreach,28.98,45.81,616
PLY00003113,Standard,156,5,32.57,0.9848323177041456,Critical,Immediate retention outreach,32.08,45.79,617
PLY00001801,Silver,141,5,33.59,0.9818608078425805,Critical,Immediate retention outreach,32.98,45.72,618
PLY00004297,Gold,170,2,31.89,0.977204046462252,Critical,Immediate retention outreach,31.16,45.67,619
PLY00001895,Standard,188,5,30.36,0.9928618265004996,Critical,Immediate retention outreach,30.14,45.66,620
PLY00003369,Silver,219,4,28.38,0.997752347377976,Critical,Immediate retention outreach,28.32,45.31,621
PLY00001117,Standard,113,4,35.84,0.9653665351046392,Critical,Immediate retention outreach,34.6,45.31,621
PLY00004903,Silver,108,5,35.39,0.9872828676386312,Critical,Immediate retention outreach,34.94,45.28,622
PLY00002135,Gold,232,1,28.4,0.974573418951753,Critical,Immediate retention outreach,27.68,45.27,623
PLY00003269,Platinum,50,3,120.5,0.3273202395749423,Medium,Monitor engagement,39.44,44.84,624
PLY00001395,Silver,174,4,30.57,0.9929887360891668,Critical,Immediate retention outreach,30.36,44.83,625
PLY00000619,Platinum,124,2,47.82,0.6989087588554921,High,Targeted loyalty offer,33.42,44.77,626
PLY00004798,Standard,186,4,29.77,0.9954751285220526,Critical,Immediate retention outreach,29.64,44.74,627
PLY00001069,Gold,205,2,28.63,0.9929018439479764,Critical,Immediate retention outreach,28.43,44.4,628
PLY00000127,Standard,153,3,32.42,0.9614030032354774,Critical,Immediate retention outreach,31.17,44.24,629
PLY00003319,Standard,107,7,34.51,0.990441397147336,Critical,Immediate retention outreach,34.18,44.2,630
PLY00000600,Silver,230,3,27.15,0.9979582952694735,Critical,Immediate retention outreach,27.09,44.16,631
PLY00003452,Standard,200,5,28.46,0.9973340157234052,Critical,Immediate retention outreach,28.38,43.93,632
PLY00003117,Silver,268,5,25.35,0.9988728746646116,Critical,Immediate retention outreach,25.32,43.91,633
PLY00004858,Standard,57,6,47.28,0.8012616230011738,Critical,Immediate retention outreach,37.88,43.8,634
PLY00001500,Standard,141,2,46.44,0.6771064778093085,High,Targeted loyalty offer,31.44,43.59,635
PLY00001607,Silver,256,2,25.69,0.9964099023589588,Critical,Immediate retention outreach,25.6,43.56,636
PLY00004597,Standard,235,2,27.05,0.9790545625783384,Critical,Immediate retention outreach,26.48,43.53,637
PLY00004189,Gold,203,4,27.94,0.9962915065210564,Critical,Immediate retention outreach,27.84,43.32,638
PLY00002809,Standard,111,5,33.81,0.982127760706607,Critical,Immediate retention outreach,33.21,43.31,639
PLY00001722,Silver,136,3,34.55,0.91328359034609,Critical,Immediate retention outreach,31.55,43.31,639
PLY00002561,Silver,245,2,25.99,0.9954981239796652,Critical,Immediate retention outreach,25.87,43.23,640
PLY00003595,Silver,196,2,29.3,0.9578473790200344,Critical,Immediate retention outreach,28.06,43.13,641
PLY00002336,Gold,36,5,43.31,0.9064173504853474,Critical,Immediate retention outreach,39.26,43.13,641
PLY00004375,Gold,202,4,27.89,0.9934773331458916,Critical,Immediate retention outreach,27.71,43.05,642
PLY00000246,Standard,134,5,31.76,0.989936724898254,Critical,Immediate retention outreach,31.44,42.98,643
PLY00000623,Silver,128,3,34.57,0.9198937755799196,Critical,Immediate retention outreach,31.8,42.95,644
PLY00002903,Standard,72,3,49.09,0.7280719666536087,High,Targeted loyalty offer,35.74,42.79,645
PLY00001225,Standard,245,3,25.67,0.9967985947180844,Critical,Immediate retention outreach,25.59,42.77,646
PLY00001626,Gold,232,2,26.47,0.9858046762048102,Critical,Immediate retention outreach,26.09,42.67,647
PLY00000413,Standard,170,4,29.41,0.986730502053862,Critical,Immediate retention outreach,29.02,42.54,648
PLY00002778,Gold,185,3,28.64,0.9857791833910532,Critical,Immediate retention outreach,28.23,42.54,648
PLY00001981,Standard,123,5,32.28,0.9843634166256724,Critical,Immediate retention outreach,31.78,42.49,649
PLY00000397,Gold,254,1,25.17,0.994585524520244,Critical,Immediate retention outreach,25.03,42.45,650
PLY00000851,Standard,154,6,29.8,0.9964364556422832,Critical,Immediate retention outreach,29.69,42.22,651
PLY00003134,Standard,237,4,25.61,0.9987459191144548,Critical,Immediate retention outreach,25.58,42.19,652
PLY00002471,Gold,201,3,27.65,0.9838484441631844,Critical,Immediate retention outreach,27.2,42.18,653
PLY00003864,Standard,99,6,34.28,0.9672722928402446,Critical,Immediate retention outreach,33.16,42.15,654
PLY00001707,Standard,197,5,27.46,0.9933618747548572,Critical,Immediate retention outreach,27.28,42.0,655
PLY00004832,Silver,124,4,34.12,0.9170262447492744,Critical,Immediate retention outreach,31.29,41.92,656
PLY00003801,Standard,107,4,34.31,0.9412009649730962,Critical,Immediate retention outreach,32.29,41.76,657
PLY00000264,Gold,110,6,33.06,0.9697828198818884,Critical,Immediate retention outreach,32.06,41.72,658
PLY00004749,Platinum,264,3,24.19,0.9996174880654742,Critical,Immediate retention outreach,24.18,41.67,659
PLY00004481,Silver,225,2,25.95,0.9928281569004728,Critical,Immediate retention outreach,25.76,41.64,660
PLY00001245,Gold,191,3,27.5,0.992782320230446,Critical,Immediate retention outreach,27.3,41.59,661
PLY00000866,Standard,206,2,29.06,0.911924566719224,Critical,Immediate retention outreach,26.5,41.46,662
PLY00003274,Standard,160,6,28.97,0.994742451538593,Critical,Immediate retention outreach,28.82,41.45,663
PLY00003588,Gold,225,1,27.39,0.9340326075733908,Critical,Immediate retention outreach,25.58,41.35,664
PLY00002562,Standard,259,1,24.2,0.9940222879206916,Critical,Immediate retention outreach,24.06,41.13,665
PLY00002478,Silver,216,2,27.31,0.9430353997039012,Critical,Immediate retention outreach,25.75,40.99,666
PLY00000802,Gold,164,2,30.79,0.9180697715067778,Critical,Immediate retention outreach,28.27,40.97,667
PLY00004184,Standard,124,4,36.63,0.8347795777176602,Critical,Immediate retention outreach,30.58,40.97,667
PLY00003757,Gold,166,3,28.3,0.9934821137640898,Critical,Immediate retention outreach,28.12,40.91,668
PLY00000516,Gold,224,2,25.54,0.9922572329102036,Critical,Immediate retention outreach,25.34,40.89,669
PLY00000483,Platinum,211,4,25.9,0.998403872680358,Critical,Immediate retention outreach,25.86,40.81,670
PLY00002837,Standard,185,4,27.23,0.9918313634651988,Critical,Immediate retention outreach,27.01,40.7,671
PLY00004741,Standard,230,3,25.09,0.9947068910468916,Critical,Immediate retention outreach,24.96,40.69,672
PLY00000693,Standard,74,4,44.46,0.7594924976325755,High,Targeted loyalty offer,33.77,40.62,673
PLY00000146,Standard,197,5,26.87,0.9765701674742772,Critical,Immediate retention outreach,26.24,40.4,674
PLY00000676,Gold,176,3,27.85,0.9773245312589008,Critical,Immediate retention outreach,27.22,40.35,675
PLY00003884,Silver,95,4,34.45,0.9294204271507768,Critical,Immediate retention outreach,32.02,40.35,675
PLY00003723,Standard,217,4,25.37,0.9969263803680533,Critical,Immediate retention outreach,25.29,40.33,676
PLY00003913,Gold,153,4,28.79,0.9868451233127896,Critical,Immediate retention outreach,28.41,40.32,677
PLY00002065,Standard,236,4,24.48,0.9974273538657504,Critical,Immediate retention outreach,24.42,40.21,678
PLY00002002,Standard,196,5,26.26,0.995763945353446,Critical,Immediate retention outreach,26.15,40.19,679
PLY00003007,Silver,195,3,26.51,0.9858917993967716,Critical,Immediate retention outreach,26.14,40.11,680
PLY00001232,Standard,264,1,23.44,0.9919465132347556,Critical,Immediate retention outreach,23.25,40.07,681
PLY00000987,Standard,177,5,27.0,0.9974292649387574,Critical,Immediate retention outreach,26.93,39.99,682
PLY00000014,Silver,182,4,26.76,0.9965212575518292,Critical,Immediate retention outreach,26.67,39.97,683
PLY00002046,Platinum,78,3,39.8,0.8275018204478126,Critical,Immediate retention outreach,32.93,39.97,683
PLY00001832,Standard,173,5,27.32,0.9909119629249408,Critical,Immediate retention outreach,27.07,39.9,684
PLY00000522,Standard,152,2,39.81,0.7074884743384938,High,Targeted loyalty offer,28.17,39.9,684
PLY00004931,Silver,123,4,30.06,0.992410458566552,Critical,Immediate retention outreach,29.83,39.88,685
PLY00000543,Standard,158,3,28.06,0.9902028001945904,Critical,Immediate retention outreach,27.79,39.82,686
PLY00000559,Standard,102,3,40.07,0.7762932512505079,High,Targeted loyalty offer,31.11,39.8,687
PLY00002766,Silver,175,4,27.18,0.9886341258712504,Critical,Immediate retention outreach,26.87,39.75,688
PLY00000510,Silver,266,3,23.01,0.998889545452606,Critical,Immediate retention outreach,22.98,39.73,689
PLY00000018,Standard,155,3,28.64,0.9732913345581232,Critical,Immediate retention outreach,27.88,39.72,690
PLY00001166,Standard,198,4,25.81,0.9951264879231784,Critical,Immediate retention outreach,25.68,39.61,691
PLY00004320,Standard,217,4,24.76,0.9972656595410884,Critical,Immediate retention outreach,24.69,39.37,692
PLY00000196,Standard,228,4,24.23,0.9984336889551576,Critical,Immediate retention outreach,24.19,39.3,693
PLY00002910,Standard,126,6,29.56,0.9874368686416292,Critical,Immediate retention outreach,29.19,39.27,694
PLY00004173,Standard,99,6,31.16,0.9880957109238134,Critical,Immediate retention outreach,30.79,39.14,695
PLY00000838,Silver,263,1,23.01,0.9882979363640564,Critical,Immediate retention outreach,22.74,39.13,696
PLY00004517,Standard,188,2,26.65,0.9680339839044618,Critical,Immediate retention outreach,25.8,39.09,697
PLY00002473,Gold,197,2,26.55,0.9562322021970394,Critical,Immediate retention outreach,25.39,39.09,697
PLY00004477,Gold,181,5,26.27,0.993728171089543,Critical,Immediate retention outreach,26.11,39.06,698
PLY00003062,Standard,279,2,22.15,0.999143088258582,Critical,Immediate retention outreach,22.13,39.05,699
PLY00000441,Silver,203,3,25.22,0.9948910369251376,Critical,Immediate retention outreach,25.09,39.04,700
PLY00001561,Standard,183,6,26.07,0.995919479461039,Critical,Immediate retention outreach,25.96,38.98,701
PLY00003619,Standard,134,4,29.09,0.980175898550906,Critical,Immediate retention outreach,28.51,38.98,701
PLY00003954,Standard,233,4,23.86,0.9967547940372598,Critical,Immediate retention outreach,23.78,38.96,702
PLY00002989,Silver,202,3,25.72,0.9737092776391276,Critical,Immediate retention outreach,25.04,38.9,703
PLY00001827,Silver,97,3,99.58,0.3081846852989177,Medium,Monitor engagement,30.69,38.85,704
PLY00002788,Silver,186,5,25.82,0.9962185588118622,Critical,Immediate retention outreach,25.72,38.83,705
PLY00003638,Silver,159,6,27.13,0.9967482852178254,Critical,Immediate retention outreach,27.04,38.82,706
PLY00001729,Standard,255,3,22.88,0.9973094015556014,Critical,Immediate retention outreach,22.82,38.76,707
PLY00004750,Standard,229,2,24.26,0.981833776159316,Critical,Immediate retention outreach,23.82,38.76,707
PLY00003820,Standard,255,2,22.87,0.9970877185373312,Critical,Immediate retention outreach,22.8,38.73,708
PLY00002962,Gold,42,3,49.81,0.6969791028848323,High,Targeted loyalty offer,34.72,38.72,709
PLY00004316,Standard,111,5,30.2,0.9762659386692668,Critical,Immediate retention outreach,29.48,38.45,710
PLY00003841,Gold,177,2,27.2,0.9514210140827464,Critical,Immediate retention outreach,25.88,38.43,711
PLY00002928,Standard,188,3,25.6,0.9906103437486634,Critical,Immediate retention outreach,25.36,38.42,712
PLY00002212,Standard,111,5,30.74,0.9572649842745908,Critical,Immediate retention outreach,29.43,38.38,713
PLY00004533,Standard,172,4,26.46,0.9823923855376973,Critical,Immediate retention outreach,25.99,38.24,714
PLY00001254,Platinum,175,3,26.19,0.9864171983355164,Critical,Immediate retention outreach,25.83,38.21,715
PLY00000423,Silver,144,5,27.83,0.984209412730266,Critical,Immediate retention outreach,27.39,38.2,716
PLY00003376,Gold,112,5,44.2,0.6589135812245807,High,Targeted loyalty offer,29.12,38.06,717
PLY00001568,Gold,208,3,24.41,0.9927867736432502,Critical,Immediate retention outreach,24.23,38.04,718
PLY00000350,Standard,200,2,28.35,0.8668205985265572,Critical,Immediate retention outreach,24.57,38.03,719
PLY00000535,Standard,101,4,30.69,0.9700947335852184,Critical,Immediate retention outreach,29.77,38.01,720
PLY00004929,Silver,207,3,24.34,0.995529742553668,Critical,Immediate retention outreach,24.23,37.97,721
PLY00004060,Standard,145,6,27.22,0.9944928497496084,Critical,Immediate retention outreach,27.07,37.82,722
PLY00002136,Gold,207,2,24.22,0.9958846696530088,Critical,Immediate retention outreach,24.12,37.8,723
PLY00002947,Gold,87,6,76.32,0.3995849206259262,Medium,Monitor engagement,30.5,37.77,724
PLY00004399,Silver,247,3,22.56,0.9975224346238754,Critical,Immediate retention outreach,22.5,37.73,725
PLY00003713,Standard,121,5,29.98,0.9444914944634544,Critical,Immediate retention outreach,28.32,37.71,726
PLY00000454,Standard,85,5,37.62,0.8113865406545616,Critical,Immediate retention outreach,30.52,37.63,727
PLY00001030,Standard,104,3,32.05,0.911896239869428,Critical,Immediate retention outreach,29.23,37.56,728
PLY00001288,Silver,157,2,32.31,0.8111516953813005,Critical,Immediate retention outreach,26.21,37.48,729
PLY00000839,Silver,189,4,24.84,0.9941027908441746,Critical,Immediate retention outreach,24.69,37.47,730
PLY00004909,Platinum,166,4,26.08,0.9873063142690476,Critical,Immediate retention outreach,25.75,37.46,731
PLY00004518,Standard,215,5,23.68,0.9943005601938985,Critical,Immediate retention outreach,23.55,37.42,732
PLY00000071,Standard,122,3,28.99,0.9642254409792096,Critical,Immediate retention outreach,27.95,37.29,733
PLY00004468,Standard,188,3,24.79,0.9922706940663676,Critical,Immediate retention outreach,24.6,37.27,734
PLY00000379,Silver,124,3,28.48,0.976566645198372,Critical,Immediate retention outreach,27.81,37.26,735
PLY00004514,Standard,92,2,65.31,0.45529122146827,Medium,Monitor engagement,29.74,37.24,736
PLY00002071,Silver,166,3,25.74,0.9942012565305076,Critical,Immediate retention outreach,25.59,37.23,737
PLY00002176,Standard,113,6,28.65,0.992060156889174,Critical,Immediate retention outreach,28.42,37.22,738
PLY00000139,Standard,57,4,55.28,0.5812982280581703,Medium,Monitor engagement,32.13,37.15,739
PLY00002631,Gold,255,3,21.87,0.9990378037128308,Critical,Immediate retention outreach,21.85,37.12,740
PLY00001570,Standard,138,4,27.26,0.9875983748723184,Critical,Immediate retention outreach,26.92,37.1,741
PLY00002801,Standard,199,3,24.3,0.9860247721962562,Critical,Immediate retention outreach,23.96,37.02,742
PLY00002968,Silver,165,7,25.48,0.9980393435107752,Critical,Immediate retention outreach,25.43,36.93,743
PLY00003246,Standard,189,4,24.58,0.989896435288712,Critical,Immediate retention outreach,24.33,36.93,743
PLY00001528,Standard,274,2,21.06,0.9990021477335173,Critical,Immediate retention outreach,21.04,36.83,744
PLY00002728,Standard,145,3,27.74,0.9488813764305928,Critical,Immediate retention outreach,26.32,36.78,745
PLY00002500,Standard,84,6,32.25,0.927238409803154,Critical,Immediate retention outreach,29.9,36.78,745
PLY00002178,Silver,113,4,32.73,0.8578082670744138,Critical,Immediate retention outreach,28.08,36.77,746
PLY00003089,Standard,138,3,27.63,0.9645335903414848,Critical,Immediate retention outreach,26.65,36.73,747
PLY00004144,Standard,259,2,21.57,0.9929569410660642,Critical,Immediate retention outreach,21.42,36.62,748
PLY00000226,Standard,178,4,26.24,0.9375883649172584,Critical,Immediate retention outreach,24.6,36.6,749
PLY00001008,Standard,135,2,29.97,0.8881303525492427,Critical,Immediate retention outreach,26.62,36.47,750
PLY00003314,Standard,239,4,22.0,0.9987375164201572,Critical,Immediate retention outreach,21.97,36.36,751
PLY00003703,Silver,222,2,22.7,0.9948214690878434,Critical,Immediate retention outreach,22.58,36.31,752
PLY00001541,Gold,193,2,23.97,0.9902795990801344,Critical,Immediate retention outreach,23.74,36.29,753
PLY00000653,Standard,164,5,25.41,0.9855109777748292,Critical,Immediate retention outreach,25.04,36.29,753
PLY00002568,Standard,254,3,21.35,0.998495716216978,Critical,Immediate retention outreach,21.32,36.16,754
PLY00003453,Silver,147,4,26.1,0.9868527770593216,Critical,Immediate retention outreach,25.76,36.13,755
PLY00001228,Silver,191,4,23.93,0.9908743036619636,Critical,Immediate retention outreach,23.71,36.12,756
PLY00000632,Standard,198,1,30.33,0.7715067633971253,High,Targeted loyalty offer,23.4,36.09,757
PLY00002465,Gold,269,2,20.8,0.9987823167386136,Critical,Immediate retention outreach,20.77,36.08,758
PLY00003025,Standard,145,4,26.59,0.970953186991997,Critical,Immediate retention outreach,25.82,36.08,758
PLY00000444,Standard,149,4,26.34,0.9720838760574552,Critical,Immediate retention outreach,25.6,36.05,759
PLY00004888,Silver,234,3,22.04,0.995659825828342,Critical,Immediate retention outreach,21.94,36.01,760
PLY00004323,Silver,169,3,24.88,0.9878999014170318,Critical,Immediate retention outreach,24.58,35.96,761
PLY00000206,Standard,251,4,21.38,0.9964315528472956,Critical,Immediate retention outreach,21.3,35.95,762
PLY00002370,Gold,246,2,21.55,0.9960646106691584,Critical,Immediate retention outreach,21.47,35.94,763
PLY00003524,Silver,144,3,26.04,0.9895355580136896,Critical,Immediate retention outreach,25.77,35.94,763
PLY00001381,Standard,202,4,23.23,0.9956053218905012,Critical,Immediate retention outreach,23.13,35.93,764
PLY00004738,Standard,138,5,26.29,0.9917332109645276,Critical,Immediate retention outreach,26.07,35.93,764
PLY00000087,Standard,271,3,20.61,0.998241086098968,Critical,Immediate retention outreach,20.57,35.84,765
PLY00001164,Standard,149,4,25.61,0.9914786885089456,Critical,Immediate retention outreach,25.39,35.75,766
PLY00004584,Silver,173,3,24.5,0.9870663884866182,Critical,Immediate retention outreach,24.18,35.64,767
PLY00004391,Standard,118,4,27.51,0.9764677552415768,Critical,Immediate retention outreach,26.86,35.54,768
PLY00003996,Standard,179,3,23.99,0.9933812946977096,Critical,Immediate retention outreach,23.83,35.52,769
PLY00001480,Standard,216,2,22.71,0.9801833428882196,Critical,Immediate retention outreach,22.26,35.43,770
PLY00003536,Standard,172,4,25.75,0.9352284229994258,Critical,Immediate retention outreach,24.08,35.43,770
PLY00001526,Standard,85,3,30.97,0.9268728976912184,Critical,Immediate retention outreach,28.71,35.4,771
PLY00000386,Standard,183,3,23.81,0.9888317725746346,Critical,Immediate retention outreach,23.54,35.34,772
PLY00001031,Standard,205,2,26.11,0.8653143546319574,Critical,Immediate retention outreach,22.59,35.28,773
PLY00003118,Standard,288,2,19.71,0.9987478585094424,Critical,Immediate retention outreach,19.69,35.23,774
PLY00000275,Standard,234,3,21.51,0.9974221057111812,Critical,Immediate retention outreach,21.45,35.2,775
PLY00004030,Silver,174,4,23.98,0.994276920950342,Critical,Immediate retention outreach,23.84,35.2,775
PLY00003845,Standard,158,4,25.24,0.9720516069975776,Critical,Immediate retention outreach,24.53,35.15,776
PLY00000767,Silver,169,2,28.94,0.8300275634404334,Critical,Immediate retention outreach,24.02,35.14,777
PLY00000900,Silver,218,3,22.36,0.9827371389763948,Critical,Immediate retention outreach,21.97,35.09,778
PLY00000040,Standard,97,4,38.14,0.7261072251665888,High,Targeted loyalty offer,27.69,35.05,779
PLY00004051,Standard,240,2,21.18,0.9971006412062188,Critical,Immediate retention outreach,21.12,35.01,780
PLY00001560,Standard,188,3,23.66,0.973943988657944,Critical,Immediate retention outreach,23.04,34.91,781
PLY00000740,Silver,168,3,24.01,0.9944676918747324,Critical,Immediate retention outreach,23.88,34.87,782
PLY00003072,Gold,268,2,20.05,0.9980643190201872,Critical,Immediate retention outreach,20.01,34.7,783
PLY00003927,Gold,283,2,19.46,0.9993543358283552,Critical,Immediate retention outreach,19.45,34.53,784
PLY00000621,Platinum,134,3,25.63,0.9840607840391368,Critical,Immediate retention outreach,25.22,34.48,785
PLY00001045,Standard,243,2,20.89,0.9887093969875232,Critical,Immediate retention outreach,20.65,34.4,786
PLY00000297,Gold,253,2,20.33,0.9976496828813844,Critical,Immediate retention outreach,20.28,34.34,787
PLY00002966,Standard,82,3,56.11,0.4986163667166794,Medium,Monitor engagement,27.98,34.27,788
PLY00000428,Standard,117,5,31.78,0.8152483696600372,Critical,Immediate retention outreach,25.91,34.22,789
PLY00003924,Standard,195,4,22.35,0.9963166730607802,Critical,Immediate retention outreach,22.27,34.17,790
PLY00003770,Silver,208,2,21.87,0.9951900158150228,Critical,Immediate retention outreach,21.76,34.16,791
PLY00001619,Standard,178,3,23.45,0.977265921618381,Critical,Immediate retention outreach,22.92,34.1,792
PLY00001335,Standard,174,4,23.42,0.9840611725363492,Critical,Immediate retention outreach,23.05,34.04,793
PLY00003526,Gold,191,2,22.88,0.974057791636922,Critical,Immediate retention outreach,22.29,33.95,794
PLY00000869,Gold,195,2,22.51,0.9828358810256116,Critical,Immediate retention outreach,22.12,33.94,795
PLY00002258,Gold,141,4,24.94,0.9811223997354344,Critical,Immediate retention outreach,24.47,33.92,796
PLY00000980,Standard,175,3,23.16,0.9894775937131935,Critical,Immediate retention outreach,22.92,33.91,797
PLY00000339,Gold,260,2,19.87,0.9963936951740904,Critical,Immediate retention outreach,19.8,33.9,798
PLY00004522,Standard,240,1,22.38,0.913778973184474,Critical,Immediate retention outreach,20.45,33.9,798
PLY00002764,Silver,254,1,20.2,0.9886560234823109,Critical,Immediate retention outreach,19.97,33.87,799
PLY00002004,Gold,96,3,237.52,0.1128470336323397,Low,No immediate action,26.8,33.85,800
PLY00003826,Standard,243,4,20.3,0.9986043966185826,Critical,Immediate retention outreach,20.27,33.76,801
PLY00000252,Standard,209,3,21.57,0.9925088101046574,Critical,Immediate retention outreach,21.41,33.67,802
PLY00001739,Silver,121,6,26.06,0.970635091030688,Critical,Immediate retention outreach,25.29,33.67,802
PLY00004188,Standard,176,5,22.86,0.993371394929602,Critical,Immediate retention outreach,22.71,33.66,803
PLY00002606,Standard,164,4,25.73,0.902413341641124,Critical,Immediate retention outreach,23.22,33.65,804
PLY00003378,Standard,204,5,21.64,0.9967901099769988,Critical,Immediate retention outreach,21.57,33.63,805
PLY00002803,Silver,192,3,22.22,0.9906406075878934,Critical,Immediate retention outreach,22.01,33.59,806
PLY00003029,Standard,214,4,21.19,0.9986516923892644,Critical,Immediate retention outreach,21.16,33.57,807
PLY00002506,Gold,36,3,230.5,0.1325592126217236,Low,No immediate action,30.55,33.56,808
PLY00004322,Gold,153,5,23.78,0.9936397824951444,Critical,Immediate retention outreach,23.63,33.54,809
PLY00000401,Gold,246,1,20.22,0.9907946439371288,Critical,Immediate retention outreach,20.03,33.53,810
PLY00004853,Silver,162,2,30.89,0.7505043689997583,High,Targeted loyalty offer,23.18,33.47,811
PLY00001471,Silver,150,2,40.88,0.5803097822747849,Medium,Monitor engagement,23.72,33.47,811
PLY00004681,Silver,147,3,24.88,0.9564900007491683,Critical,Immediate retention outreach,23.8,33.39,812
PLY00000854,Standard,100,3,50.32,0.5207103699129265,Medium,Monitor engagement,26.2,33.38,813
PLY00003939,Silver,173,4,22.87,0.98856895409282,Critical,Immediate retention outreach,22.61,33.33,814
PLY00001255,Standard,204,3,22.21,0.961417365661027,Critical,Immediate retention outreach,21.35,33.28,815
PLY00001532,Standard,133,3,24.72,0.9843330325862332,Critical,Immediate retention outreach,24.33,33.2,816
PLY00004209,Silver,126,3,25.68,0.961095383929694,Critical,Immediate retention outreach,24.68,33.2,816
PLY00002607,Silver,295,2,18.34,0.99951848067065,Critical,Immediate retention outreach,18.33,33.14,817
PLY00003171,Platinum,123,4,41.76,0.5920798969233011,Medium,Monitor engagement,24.73,33.06,818
PLY00001789,Silver,101,3,26.73,0.968355936480537,Critical,Immediate retention outreach,25.88,33.04,819
PLY00000538,Standard,195,3,21.75,0.9875724848581529,Critical,Immediate retention outreach,21.48,32.96,820
PLY00004057,Standard,264,4,19.14,0.9991893926443244,Critical,Immediate retention outreach,19.12,32.95,821
PLY00000712,Standard,159,5,23.16,0.9907994915148838,Critical,Immediate retention outreach,22.95,32.95,821
PLY00004422,Standard,280,2,18.61,0.998721884454434,Critical,Immediate retention outreach,18.59,32.85,822
PLY00000161,Standard,196,3,21.55,0.9914689686013312,Critical,Immediate retention outreach,21.37,32.85,822
PLY00004048,Standard,205,4,21.09,0.9960326431961614,Critical,Immediate retention outreach,21.01,32.81,823
PLY00003195,Standard,294,1,18.22,0.9966271736902844,Critical,Immediate retention outreach,18.16,32.79,824
PLY00003574,Silver,209,4,20.85,0.9976183852296888,Critical,Immediate retention outreach,20.8,32.71,825
PLY00002454,Platinum,92,3,100.78,0.2591828964298425,Low,No immediate action,26.12,32.7,826
PLY00001124,Standard,229,4,20.3,0.9885885318900296,Critical,Immediate retention outreach,20.07,32.66,827
PLY00001250,Standard,81,3,32.65,0.8187081757199844,Critical,Immediate retention outreach,26.73,32.66,827
PLY00004402,Gold,152,3,26.84,0.8586769747250701,Critical,Immediate retention outreach,23.05,32.65,828
PLY00002889,Standard,136,5,23.92,0.993811931925469,Critical,Immediate retention outreach,23.77,32.63,829
PLY00003375,Gold,146,2,26.0,0.89659322118593,Critical,Immediate retention outreach,23.31,32.63,829
PLY00004502,Standard,87,3,85.07,0.3097824280202503,Medium,Monitor engagement,26.35,32.63,829
PLY00001194,Standard,223,2,20.28,0.9965439282022674,Critical,Immediate retention outreach,20.21,32.56,830
PLY00004165,Standard,141,4,24.03,0.9768542893188294,Critical,Immediate retention outreach,23.47,32.54,831
PLY00003896,Gold,226,3,20.17,0.996003855790813,Critical,Immediate retention outreach,20.09,32.53,832
PLY00000422,Standard,172,4,22.18,0.9949556280686916,Critical,Immediate retention outreach,22.07,32.47,833
PLY00000394,Standard,203,2,21.04,0.9901918834013202,Critical,Immediate retention outreach,20.83,32.41,834
PLY00003580,Standard,183,2,22.28,0.9668847608735494,Critical,Immediate retention outreach,21.54,32.34,835
PLY00003178,Gold,144,4,23.61,0.981895701698434,Critical,Immediate retention outreach,23.18,32.32,836
PLY00002162,Standard,154,3,23.17,0.979872141925854,Critical,Immediate retention outreach,22.7,32.28,837
PLY00003044,Standard,130,3,24.49,0.9707408295163016,Critical,Immediate retention outreach,23.77,32.24,838
PLY00003844,Standard,95,3,44.26,0.577998943500575,Medium,Monitor engagement,25.58,32.24,838
PLY00000703,Silver,183,3,21.68,0.9899829111872952,Critical,Immediate retention outreach,21.46,32.22,839
PLY00001884,Standard,152,3,37.63,0.6045830334705591,High,Targeted loyalty offer,22.75,32.22,839
PLY00003923,Standard,192,5,21.61,0.9757940984478776,Critical,Immediate retention outreach,21.09,32.18,840
PLY00001633,Standard,156,3,23.25,0.967606958206752,Critical,Immediate retention outreach,22.5,32.12,841
PLY00002646,Standard,238,3,19.51,0.9940146061806852,Critical,Immediate retention outreach,19.39,32.03,842
PLY00002922,Standard,177,2,22.14,0.9737511768148815,Critical,Immediate retention outreach,21.56,32.02,843
PLY00004484,Standard,125,4,24.5,0.9729196188324024,Critical,Immediate retention outreach,23.84,32.0,844
PLY00001130,Standard,131,5,24.13,0.9745461177616064,Critical,Immediate retention outreach,23.52,31.96,845
PLY00000749,Standard,282,2,18.05,0.9984128361253828,Critical,Immediate retention outreach,18.02,31.94,846
PLY00002609,Standard,107,3,25.86,0.9550689822502456,Critical,Immediate retention outreach,24.7,31.94,846
PLY00003345,Silver,101,3,25.63,0.972633169885692,Critical,Immediate retention outreach,24.93,31.83,847
