activity_date,machine_id,location_id,manufacturer,game_title,game_category,software_version,transaction_count,session_count,unique_player_count,total_wager,total_payout,jackpot_amount,net_gaming_revenue,actual_hold_pct,event_count,downtime_minutes,critical_event_count,investigation_count,active_minutes,availability_pct,revenue_per_active_hour,revenue_z_score,wager_z_score,downtime_z_score,rule_based_anomaly_flag
2025-02-04,MCH000081,LOC0005,Konami,Game 002,Reel Slots,v5.0,6,2,2,32.62,29.6,0.0,3.02,0.0926,0,0,0,0,1440,1.0,0.13,-0.5447,-0.6191,-0.4749,0
2025-02-04,MCH000082,LOC0007,Aristocrat,Game 009,Video Poker,v4.1,4,1,1,87.0,84.87,0.0,2.13,0.0245,0,0,0,0,1440,1.0,0.09,-0.5876,-0.3753,-0.4749,0
2025-02-04,MCH000084,LOC0008,Aristocrat,Game 017,Reel Slots,v5.0,7,1,1,297.27,288.75,0.0,8.52,0.0287,0,0,0,0,1440,1.0,0.36,-0.2792,0.5673,-0.4749,0
2025-02-04,MCH000088,LOC0008,IGT,Game 030,Video Poker,v5.0,13,1,1,1144.38,1078.79,0.0,65.59,0.0573,1,10,0,0,1430,0.9931,2.75,2.4752,4.3648,0.0698,1
2025-02-04,MCH000089,LOC0003,Everi,Game 050,Video Slots,v5.0,2,1,1,23.18,19.08,0.0,4.1,0.1769,1,11,0,0,1429,0.9924,0.17,-0.4925,-0.6614,0.1243,0
2025-02-04,MCH000092,LOC0010,IGT,Game 035,Reel Slots,v5.0,4,1,1,380.75,316.85,0.0,63.9,0.1678,0,0,0,0,1440,1.0,2.66,2.3936,0.9416,-0.4749,0
2025-02-04,MCH000095,LOC0009,Konami,Game 028,Video Poker,v5.0,10,1,1,115.58,107.45,0.0,8.13,0.0703,0,0,0,0,1440,1.0,0.34,-0.298,-0.2472,-0.4749,0
2025-02-04,MCH000098,LOC0006,Light & Wonder,Game 018,Video Poker,v5.0,13,2,2,105.75,98.88,0.0,6.87,0.065,0,0,0,0,1440,1.0,0.29,-0.3589,-0.2912,-0.4749,0
2025-02-04,MCH000100,LOC0004,Konami,Game 029,Video Slots,v4.1,2,1,1,56.22,54.14,0.0,2.08,0.037,0,0,0,0,1440,1.0,0.09,-0.59,-0.5133,-0.4749,0
2025-02-05,MCH000007,LOC0002,Konami,Game 030,Video Poker,v5.0,1,1,1,4.89,4.33,0.0,0.56,0.1145,0,0,0,0,1440,1.0,0.02,-0.6256,-0.8622,-0.476,0
2025-02-05,MCH000008,LOC0006,Aristocrat,Game 045,Video Poker,v4.1,6,1,1,109.59,102.86,0.0,6.73,0.0614,1,6,0,0,1434,0.9958,0.28,-0.2227,-0.1232,-0.0502,0
2025-02-05,MCH000013,LOC0009,Everi,Game 048,Video Poker,v5.1,10,3,3,373.53,347.44,0.0,26.09,0.0698,0,0,0,0,1440,1.0,1.09,1.0417,1.7398,-0.476,0
2025-02-05,MCH000017,LOC0002,Everi,Game 050,Video Poker,v5.0,2,1,1,56.42,47.91,0.0,8.51,0.1508,0,0,0,0,1440,1.0,0.35,-0.1064,-0.4985,-0.476,0
2025-02-05,MCH000020,LOC0003,Everi,Game 039,Reel Slots,v5.1,8,2,2,54.54,51.03,0.0,3.51,0.0644,0,0,0,0,1440,1.0,0.15,-0.433,-0.5118,-0.476,0
2025-02-05,MCH000021,LOC0006,Light & Wonder,Game 004,Video Slots,v4.1,8,1,1,40.82,38.14,0.0,2.68,0.0657,0,0,0,0,1440,1.0,0.11,-0.4872,-0.6086,-0.476,0
2025-02-05,MCH000024,LOC0007,Light & Wonder,Game 034,Reel Slots,v4.1,4,1,1,270.29,240.84,0.0,29.45,0.109,1,1,0,0,1439,0.9993,1.23,1.2611,1.0111,-0.405,0
2025-02-05,MCH000025,LOC0002,Light & Wonder,Game 038,Video Poker,v4.2,2,1,1,67.32,63.82,0.0,3.5,0.052,0,0,0,0,1440,1.0,0.15,-0.4336,-0.4215,-0.476,0
2025-02-05,MCH000026,LOC0001,IGT,Game 015,Video Slots,v4.1,3,1,1,72.45,68.49,0.0,3.96,0.0547,1,29,0,1,1411,0.9799,0.17,-0.4036,-0.3853,1.582,0
2025-02-05,MCH000030,LOC0001,IGT,Game 026,Video Poker,v5.0,2,1,1,77.97,68.55,0.0,9.42,0.1208,0,0,0,0,1440,1.0,0.39,-0.047,-0.3464,-0.476,0
2025-02-05,MCH000032,LOC0003,Light & Wonder,Game 016,Video Slots,v5.1,4,1,1,111.22,101.78,0.0,9.44,0.0849,0,0,0,0,1440,1.0,0.39,-0.0457,-0.1117,-0.476,0
2025-02-05,MCH000035,LOC0001,Aristocrat,Game 001,Reel Slots,v5.0,3,2,2,92.33,82.11,0.0,10.22,0.1107,1,33,0,0,1407,0.9771,0.44,0.0052,-0.245,1.8659,0
2025-02-05,MCH000036,LOC0008,Light & Wonder,Game 045,Video Poker,v5.1,3,1,1,86.43,78.76,0.0,7.67,0.0887,1,33,0,0,1407,0.9771,0.33,-0.1613,-0.2867,1.8659,0
2025-02-05,MCH000039,LOC0009,IGT,Game 005,Video Poker,v4.1,6,1,1,260.83,247.06,0.0,13.77,0.0528,0,0,0,0,1440,1.0,0.57,0.2371,0.9443,-0.476,0
2025-02-05,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,7,2,2,348.51,335.89,0.0,12.62,0.0362,1,24,0,0,1416,0.9833,0.53,0.162,1.5632,1.2272,0
2025-02-05,MCH000044,LOC0003,Light & Wonder,Game 016,Reel Slots,v5.0,5,1,1,31.96,27.83,0.0,4.13,0.1292,0,0,0,0,1440,1.0,0.17,-0.3925,-0.6711,-0.476,0
2025-02-05,MCH000046,LOC0002,Aristocrat,Game 008,Video Slots,v4.2,2,1,1,130.0,130.17,0.0,-0.17,-0.0013,0,0,0,0,1440,1.0,-0.01,-0.6733,0.0209,-0.476,0
2025-02-05,MCH000047,LOC0010,Aristocrat,Game 014,Video Poker,v5.0,2,1,1,32.57,28.25,0.0,4.32,0.1326,0,0,0,0,1440,1.0,0.18,-0.3801,-0.6668,-0.476,0
2025-02-05,MCH000049,LOC0006,Aristocrat,Game 011,Video Poker,v5.1,5,1,1,169.76,162.6,0.0,7.16,0.0422,0,0,0,0,1440,1.0,0.3,-0.1946,0.3015,-0.476,0
2025-02-05,MCH000050,LOC0007,Everi,Game 008,Video Slots,v4.2,4,2,2,52.05,47.09,0.0,4.96,0.0953,1,6,0,0,1434,0.9958,0.21,-0.3383,-0.5293,-0.0502,0
2025-02-05,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,2,1,1,19.82,19.27,0.0,0.55,0.0277,1,35,0,0,1405,0.9757,0.02,-0.6263,-0.7568,2.0078,0
2025-02-05,MCH000052,LOC0001,Light & Wonder,Game 044,Video Slots,v4.1,2,1,1,87.84,79.51,0.0,8.33,0.0948,0,0,0,0,1440,1.0,0.35,-0.1182,-0.2767,-0.476,0
2025-02-05,MCH000055,LOC0002,Konami,Game 031,Video Slots,v4.2,10,2,2,136.28,123.98,0.0,12.3,0.0903,1,22,0,0,1418,0.9847,0.52,0.1411,0.0652,1.0853,0
2025-02-05,MCH000059,LOC0005,IGT,Game 039,Reel Slots,v5.0,19,3,3,531.09,524.8,0.0,6.29,0.0118,0,0,0,0,1440,1.0,0.26,-0.2514,2.852,-0.476,0
2025-02-05,MCH000067,LOC0010,Light & Wonder,Game 049,Video Slots,v5.0,8,1,1,28.75,26.09,0.0,2.66,0.0925,0,0,0,0,1440,1.0,0.11,-0.4885,-0.6938,-0.476,0
2025-02-05,MCH000068,LOC0004,Aristocrat,Game 003,Video Slots,v5.1,9,1,1,521.05,431.66,0.0,89.39,0.1716,0,0,0,0,1440,1.0,3.72,5.1758,2.7811,-0.476,1
2025-02-05,MCH000069,LOC0002,Konami,Game 041,Video Poker,v4.2,3,1,1,36.1,33.0,0.0,3.1,0.0859,0,0,0,0,1440,1.0,0.13,-0.4598,-0.6419,-0.476,0
2025-02-05,MCH000071,LOC0002,Konami,Game 012,Video Poker,v5.1,11,2,2,60.67,58.54,0.0,2.13,0.0351,0,0,0,0,1440,1.0,0.09,-0.5231,-0.4685,-0.476,0
2025-02-05,MCH000073,LOC0008,Everi,Game 036,Reel Slots,v4.2,1,1,1,43.6,39.17,0.0,4.43,0.1016,0,0,0,0,1440,1.0,0.18,-0.3729,-0.589,-0.476,0
2025-02-05,MCH000074,LOC0008,Konami,Game 049,Video Slots,v5.0,2,1,1,74.25,68.27,0.0,5.98,0.0805,0,0,0,0,1440,1.0,0.25,-0.2717,-0.3726,-0.476,0
2025-02-05,MCH000075,LOC0009,Konami,Game 018,Reel Slots,v4.1,2,1,1,250.33,228.92,0.0,21.41,0.0855,2,5,0,0,1435,0.9965,0.9,0.7361,0.8702,-0.1212,0
2025-02-05,MCH000076,LOC0004,Light & Wonder,Game 021,Video Poker,v4.1,2,1,1,51.78,48.96,0.0,2.82,0.0545,0,0,0,0,1440,1.0,0.12,-0.478,-0.5312,-0.476,0
2025-02-05,MCH000079,LOC0007,Everi,Game 049,Video Poker,v5.1,1,1,1,18.9,10.7,0.0,8.2,0.4339,0,0,0,0,1440,1.0,0.34,-0.1267,-0.7633,-0.476,0
2025-02-05,MCH000084,LOC0008,Aristocrat,Game 017,Reel Slots,v5.0,2,1,1,4.5,4.16,0.0,0.34,0.0756,1,64,0,0,1376,0.9556,0.01,-0.64,-0.865,4.0658,1
2025-02-05,MCH000087,LOC0001,IGT,Game 013,Video Slots,v4.2,7,2,2,378.48,350.63,0.0,27.85,0.0736,0,0,0,0,1440,1.0,1.16,1.1566,1.7748,-0.476,0
2025-02-05,MCH000088,LOC0008,IGT,Game 030,Video Poker,v5.0,8,2,2,373.79,336.9,0.0,36.89,0.0987,0,0,0,0,1440,1.0,1.54,1.747,1.7417,-0.476,0
2025-02-05,MCH000089,LOC0003,Everi,Game 050,Video Slots,v5.0,3,1,1,24.29,24.9,0.0,-0.61,-0.0251,0,0,0,0,1440,1.0,-0.03,-0.7021,-0.7253,-0.476,0
2025-02-05,MCH000091,LOC0004,IGT,Game 044,Video Poker,v4.1,2,1,1,7.83,7.03,0.0,0.8,0.1022,0,0,0,0,1440,1.0,0.03,-0.61,-0.8415,-0.476,0
2025-02-05,MCH000096,LOC0004,IGT,Game 029,Video Slots,v5.1,2,1,1,24.47,21.79,0.0,2.68,0.1095,0,0,0,0,1440,1.0,0.11,-0.4872,-0.724,-0.476,0
2025-02-05,MCH000097,LOC0007,Light & Wonder,Game 032,Reel Slots,v4.2,5,1,1,58.55,51.26,0.0,7.29,0.1245,0,0,0,0,1440,1.0,0.3,-0.1861,-0.4835,-0.476,0
2025-02-05,MCH000098,LOC0006,Light & Wonder,Game 018,Video Poker,v5.0,1,1,1,32.87,28.5,0.0,4.37,0.1329,1,17,0,0,1423,0.9882,0.18,-0.3768,-0.6647,0.7304,0
2025-02-06,MCH000011,LOC0006,Konami,Game 005,Video Slots,v5.0,2,1,1,15.37,14.32,0.0,1.05,0.0683,1,17,0,0,1423,0.9882,0.04,-0.5854,-0.6013,0.1319,0
2025-02-06,MCH000012,LOC0008,Konami,Game 010,Reel Slots,v4.2,5,2,2,131.86,125.62,0.0,6.24,0.0473,1,20,0,0,1420,0.9861,0.26,-0.3029,-0.0497,0.2068,0
2025-02-06,MCH000013,LOC0009,Everi,Game 048,Video Poker,v5.1,5,1,1,9.54,8.25,0.0,1.29,0.1352,0,0,0,0,1440,1.0,0.05,-0.5723,-0.629,-0.2924,0
2025-02-06,MCH000014,LOC0007,Light & Wonder,Game 009,Video Poker,v5.1,3,1,1,14.3,14.2,0.0,0.1,0.007,0,0,0,0,1440,1.0,0.0,-0.6371,-0.6064,-0.2924,0
2025-02-06,MCH000015,LOC0001,IGT,Game 041,Video Slots,v5.1,7,1,1,189.18,165.41,0.0,23.77,0.1256,2,23,0,0,1417,0.984,1.01,0.6511,0.2217,0.2817,0
2025-02-06,MCH000016,LOC0007,Konami,Game 034,Reel Slots,v4.1,3,1,1,38.79,33.66,0.0,5.13,0.1323,0,0,0,0,1440,1.0,0.21,-0.3634,-0.4904,-0.2924,0
2025-02-06,MCH000017,LOC0002,Everi,Game 050,Video Poker,v5.0,3,1,1,35.35,31.62,0.0,3.73,0.1055,1,4,0,0,1436,0.9972,0.16,-0.4396,-0.5067,-0.1926,0
2025-02-06,MCH000019,LOC0003,Everi,Game 041,Reel Slots,v4.2,1,1,1,5.82,5.5,0.0,0.32,0.055,0,0,0,0,1440,1.0,0.01,-0.6251,-0.6466,-0.2924,0
2025-02-06,MCH000023,LOC0003,Light & Wonder,Game 014,Video Poker,v4.2,18,2,2,1145.37,1045.28,0.0,100.09,0.0874,0,0,0,0,1440,1.0,4.17,4.8048,4.7499,-0.2924,1
2025-02-06,MCH000024,LOC0007,Light & Wonder,Game 034,Reel Slots,v4.1,5,3,3,90.33,83.77,0.0,6.56,0.0726,0,0,0,0,1440,1.0,0.27,-0.2855,-0.2464,-0.2924,0
2025-02-06,MCH000026,LOC0001,IGT,Game 015,Video Slots,v4.1,4,1,1,39.08,35.4,0.0,3.68,0.0942,0,0,0,0,1440,1.0,0.15,-0.4423,-0.4891,-0.2924,0
2025-02-06,MCH000027,LOC0002,Everi,Game 018,Video Poker,v5.1,5,2,2,39.42,35.71,0.0,3.71,0.0941,0,0,0,0,1440,1.0,0.15,-0.4406,-0.4875,-0.2924,0
2025-02-06,MCH000032,LOC0003,Light & Wonder,Game 016,Video Slots,v5.1,5,1,1,20.4,18.44,0.0,1.96,0.0961,0,0,0,0,1440,1.0,0.08,-0.5359,-0.5775,-0.2924,0
2025-02-06,MCH000035,LOC0001,Aristocrat,Game 001,Reel Slots,v5.0,6,1,1,83.33,79.05,0.0,4.28,0.0514,0,0,0,0,1440,1.0,0.18,-0.4096,-0.2795,-0.2924,0
2025-02-06,MCH000036,LOC0008,Light & Wonder,Game 045,Video Poker,v5.1,11,1,1,283.19,246.44,0.0,36.75,0.1298,0,0,0,0,1440,1.0,1.53,1.3575,0.6669,-0.2924,0
2025-02-06,MCH000037,LOC0005,Aristocrat,Game 038,Video Poker,v4.1,19,5,5,762.53,703.61,0.0,58.92,0.0773,1,36,0,0,1404,0.975,2.52,2.5641,2.9369,0.6062,0
2025-02-06,MCH000039,LOC0009,IGT,Game 005,Video Poker,v4.1,2,1,1,10.97,10.09,0.0,0.88,0.0802,0,0,0,0,1440,1.0,0.04,-0.5947,-0.6222,-0.2924,0
2025-02-06,MCH000040,LOC0004,Konami,Game 037,Video Slots,v4.1,7,1,1,374.34,339.4,0.0,34.94,0.0933,0,0,0,0,1440,1.0,1.46,1.259,1.0986,-0.2924,0
2025-02-06,MCH000041,LOC0007,Everi,Game 017,Video Slots,v5.0,1,1,1,20.47,18.37,0.0,2.1,0.1026,0,0,0,0,1440,1.0,0.09,-0.5283,-0.5772,-0.2924,0
2025-02-06,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,3,1,1,31.26,27.71,0.0,3.55,0.1136,2,251,0,2,1189,0.8257,0.18,-0.4493,-0.5261,5.9733,1
2025-02-06,MCH000046,LOC0002,Aristocrat,Game 008,Video Slots,v4.2,1,1,1,47.8,46.39,0.0,1.41,0.0295,1,11,0,0,1429,0.9924,0.06,-0.5658,-0.4478,-0.0178,0
2025-02-06,MCH000050,LOC0007,Everi,Game 008,Video Slots,v4.2,1,1,1,18.43,16.44,0.0,1.99,0.108,1,17,0,0,1423,0.9882,0.08,-0.5343,-0.5869,0.1319,0
2025-02-06,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,7,2,2,223.12,200.07,0.0,23.05,0.1033,0,0,0,0,1440,1.0,0.96,0.6119,0.3825,-0.2924,0
2025-02-06,MCH000052,LOC0001,Light & Wonder,Game 044,Video Slots,v4.1,6,2,2,172.72,168.62,0.0,4.1,0.0237,0,0,0,0,1440,1.0,0.17,-0.4194,0.1438,-0.2924,0
2025-02-06,MCH000053,LOC0009,Konami,Game 016,Video Slots,v4.2,12,2,2,337.85,310.06,0.0,27.79,0.0823,0,0,0,0,1440,1.0,1.16,0.8699,0.9258,-0.2924,0
2025-02-06,MCH000054,LOC0001,Aristocrat,Game 027,Video Poker,v4.2,2,1,1,48.14,43.37,0.0,4.77,0.0991,0,0,0,0,1440,1.0,0.2,-0.383,-0.4462,-0.2924,0
2025-02-06,MCH000055,LOC0002,Konami,Game 031,Video Slots,v4.2,1,1,1,8.54,7.99,0.0,0.55,0.0644,0,0,0,0,1440,1.0,0.02,-0.6126,-0.6337,-0.2924,0
2025-02-06,MCH000064,LOC0007,Aristocrat,Game 026,Video Poker,v4.1,3,2,2,103.94,94.8,0.0,9.14,0.0879,0,0,0,0,1440,1.0,0.38,-0.1451,-0.1819,-0.2924,0
2025-02-06,MCH000065,LOC0004,Konami,Game 030,Reel Slots,v5.1,10,2,2,236.14,219.97,0.0,16.17,0.0685,1,12,0,0,1428,0.9917,0.68,0.2375,0.4441,0.0071,0
2025-02-06,MCH000066,LOC0009,Konami,Game 043,Video Slots,v5.0,3,1,1,186.49,176.53,0.0,9.96,0.0534,1,69,0,0,1371,0.9521,0.44,-0.1005,0.209,1.43,0
2025-02-06,MCH000067,LOC0010,Light & Wonder,Game 049,Video Slots,v5.0,8,2,2,75.01,65.05,0.0,9.96,0.1328,0,0,0,0,1440,1.0,0.42,-0.1005,-0.3189,-0.2924,0
2025-02-06,MCH000070,LOC0007,Konami,Game 016,Video Slots,v4.1,3,1,1,27.46,24.39,0.0,3.07,0.1118,1,26,0,0,1414,0.9819,0.13,-0.4755,-0.5441,0.3566,0
2025-02-06,MCH000081,LOC0005,Konami,Game 002,Reel Slots,v5.0,1,1,1,114.66,105.83,0.0,8.83,0.077,0,0,0,0,1440,1.0,0.37,-0.162,-0.1311,-0.2924,0
2025-02-06,MCH000082,LOC0007,Aristocrat,Game 009,Video Poker,v4.1,7,1,1,52.8,46.59,0.0,6.21,0.1176,0,0,0,0,1440,1.0,0.26,-0.3046,-0.4241,-0.2924,0
2025-02-06,MCH000087,LOC0001,IGT,Game 013,Video Slots,v4.2,1,1,1,6.15,6.02,0.0,0.13,0.0211,0,0,0,0,1440,1.0,0.01,-0.6355,-0.645,-0.2924,0
2025-02-06,MCH000089,LOC0003,Everi,Game 050,Video Slots,v5.0,5,1,1,153.56,141.4,0.0,12.16,0.0792,0,0,0,0,1440,1.0,0.51,0.0192,0.0531,-0.2924,0
2025-02-06,MCH000090,LOC0001,Light & Wonder,Game 026,Video Poker,v4.2,6,1,1,192.05,174.32,0.0,17.73,0.0923,1,6,0,0,1434,0.9958,0.74,0.3224,0.2353,-0.1426,0
2025-02-06,MCH000095,LOC0009,Konami,Game 028,Video Poker,v5.0,5,1,1,31.62,27.52,0.0,4.1,0.1297,0,0,0,0,1440,1.0,0.17,-0.4194,-0.5244,-0.2924,0
2025-02-06,MCH000096,LOC0004,IGT,Game 029,Video Slots,v5.1,4,1,1,225.78,212.18,0.0,13.6,0.0602,0,0,0,0,1440,1.0,0.57,0.0976,0.3951,-0.2924,0
2025-02-06,MCH000098,LOC0006,Light & Wonder,Game 018,Video Poker,v5.0,8,1,1,132.7,125.83,0.0,6.87,0.0518,0,0,0,0,1440,1.0,0.29,-0.2687,-0.0457,-0.2924,0
2025-02-06,MCH000099,LOC0009,Aristocrat,Game 016,Video Poker,v5.1,3,1,1,180.8,169.17,0.0,11.63,0.0643,0,0,0,0,1440,1.0,0.48,-0.0096,0.1821,-0.2924,0
2025-02-06,MCH000100,LOC0004,Konami,Game 029,Video Slots,v4.1,2,2,2,62.22,58.62,0.0,3.6,0.0579,0,0,0,0,1440,1.0,0.15,-0.4466,-0.3795,-0.2924,0
2025-02-07,MCH000001,LOC0004,Everi,Game 015,Reel Slots,v5.0,2,1,1,13.16,12.15,0.0,1.01,0.0767,0,0,0,0,1440,1.0,0.04,-0.6503,-0.6149,-0.435,0
2025-02-07,MCH000002,LOC0001,Aristocrat,Game 022,Reel Slots,v4.2,5,1,1,25.64,22.89,0.0,2.75,0.1073,0,0,0,0,1440,1.0,0.11,-0.5274,-0.5568,-0.435,0
2025-02-07,MCH000005,LOC0007,IGT,Game 041,Video Poker,v5.0,1,1,1,7.1,6.32,0.0,0.78,0.1099,0,0,0,0,1440,1.0,0.03,-0.6665,-0.6432,-0.435,0
2025-02-07,MCH000006,LOC0002,IGT,Game 050,Reel Slots,v4.1,3,1,1,164.63,151.09,0.0,13.54,0.0822,0,0,0,0,1440,1.0,0.56,0.2344,0.0912,-0.435,0
2025-02-07,MCH000007,LOC0002,Konami,Game 030,Video Poker,v5.0,4,1,1,20.72,19.51,0.0,1.21,0.0584,0,0,0,0,1440,1.0,0.05,-0.6362,-0.5797,-0.435,0
2025-02-07,MCH000008,LOC0006,Aristocrat,Game 045,Video Poker,v4.1,7,2,2,348.13,325.86,0.0,22.27,0.064,0,0,0,0,1440,1.0,0.93,0.8507,0.9467,-0.435,0
2025-02-07,MCH000010,LOC0009,Aristocrat,Game 050,Video Slots,v4.2,6,2,2,110.01,102.7,0.0,7.31,0.0664,0,0,0,0,1440,1.0,0.3,-0.2055,-0.1634,-0.435,0
2025-02-07,MCH000011,LOC0006,Konami,Game 005,Video Slots,v5.0,2,1,1,2.5,2.15,0.0,0.35,0.14,0,0,0,0,1440,1.0,0.01,-0.6969,-0.6646,-0.435,0
2025-02-07,MCH000017,LOC0002,Everi,Game 050,Video Poker,v5.0,3,1,1,79.79,76.83,0.0,2.96,0.0371,0,0,0,0,1440,1.0,0.12,-0.5126,-0.3043,-0.435,0
2025-02-07,MCH000020,LOC0003,Everi,Game 039,Reel Slots,v5.1,4,1,1,17.35,15.84,0.0,1.51,0.087,0,0,0,0,1440,1.0,0.06,-0.615,-0.5954,-0.435,0
2025-02-07,MCH000023,LOC0003,Light & Wonder,Game 014,Video Poker,v4.2,3,1,1,254.11,235.34,0.0,18.77,0.0739,0,0,0,0,1440,1.0,0.78,0.6036,0.5084,-0.435,0
2025-02-07,MCH000024,LOC0007,Light & Wonder,Game 034,Reel Slots,v4.1,2,1,1,100.22,91.44,0.0,8.78,0.0876,0,0,0,0,1440,1.0,0.37,-0.1017,-0.2091,-0.435,0
2025-02-07,MCH000028,LOC0003,Everi,Game 016,Reel Slots,v5.1,3,1,1,15.83,13.2,0.0,2.63,0.1661,1,24,0,0,1416,0.9833,0.11,-0.5359,-0.6025,2.3306,0
2025-02-07,MCH000029,LOC0002,Konami,Game 028,Reel Slots,v5.1,3,1,1,64.13,59.08,0.0,5.05,0.0787,0,0,0,0,1440,1.0,0.21,-0.365,-0.3773,-0.435,0
2025-02-07,MCH000035,LOC0001,Aristocrat,Game 001,Reel Slots,v5.0,1,1,1,60.12,56.41,0.0,3.71,0.0617,0,0,0,0,1440,1.0,0.15,-0.4597,-0.396,-0.435,0
2025-02-07,MCH000038,LOC0001,IGT,Game 033,Video Poker,v4.2,14,1,1,273.56,265.56,0.0,8.0,0.0292,1,20,0,0,1420,0.9861,0.34,-0.1568,0.5991,1.8697,0
2025-02-07,MCH000042,LOC0007,Aristocrat,Game 030,Reel Slots,v4.1,4,1,1,62.14,57.78,0.0,4.36,0.0702,0,0,0,0,1440,1.0,0.18,-0.4138,-0.3866,-0.435,0
2025-02-07,MCH000043,LOC0010,Everi,Game 005,Video Poker,v4.2,6,1,1,32.69,28.56,0.0,4.13,0.1263,0,0,0,0,1440,1.0,0.17,-0.43,-0.5239,-0.435,0
2025-02-07,MCH000046,LOC0002,Aristocrat,Game 008,Video Slots,v4.2,4,1,1,132.03,122.84,0.0,9.19,0.0696,0,0,0,0,1440,1.0,0.38,-0.0728,-0.0608,-0.435,0
2025-02-07,MCH000047,LOC0010,Aristocrat,Game 014,Video Poker,v5.0,3,1,1,59.12,55.63,0.0,3.49,0.059,0,0,0,0,1440,1.0,0.15,-0.4752,-0.4007,-0.435,0
2025-02-07,MCH000048,LOC0005,IGT,Game 041,Reel Slots,v5.0,8,2,2,116.99,111.14,0.0,5.85,0.05,1,6,0,0,1434,0.9958,0.24,-0.3086,-0.1309,0.2564,0
2025-02-07,MCH000049,LOC0006,Aristocrat,Game 011,Video Poker,v5.1,3,1,1,35.37,33.19,0.0,2.18,0.0616,0,0,0,0,1440,1.0,0.09,-0.5677,-0.5114,-0.435,0
2025-02-07,MCH000051,LOC0006,Everi,Game 028,Video Slots,v4.1,10,2,2,304.49,280.13,0.0,24.36,0.08,0,0,0,0,1440,1.0,1.02,0.9983,0.7433,-0.435,0
2025-02-07,MCH000058,LOC0007,Everi,Game 002,Video Slots,v5.0,3,1,1,69.73,67.1,0.0,2.63,0.0377,0,0,0,0,1440,1.0,0.11,-0.5359,-0.3512,-0.435,0
2025-02-07,MCH000062,LOC0006,Everi,Game 043,Video Slots,v5.0,4,1,1,15.67,14.24,0.0,1.43,0.0913,0,0,0,0,1440,1.0,0.06,-0.6206,-0.6032,-0.435,0
2025-02-07,MCH000063,LOC0007,Light & Wonder,Game 045,Reel Slots,v4.2,3,1,1,21.47,18.91,0.0,2.56,0.1192,0,0,0,0,1440,1.0,0.11,-0.5408,-0.5762,-0.435,0
2025-02-07,MCH000065,LOC0004,Konami,Game 030,Reel Slots,v5.1,6,1,1,58.34,51.76,0.0,6.58,0.1128,1,31,0,0,1409,0.9785,0.28,-0.257,-0.4043,3.1373,1
2025-02-07,MCH000070,LOC0007,Konami,Game 016,Video Slots,v4.1,5,2,2,68.22,63.69,0.0,4.53,0.0664,1,25,0,0,1415,0.9826,0.19,-0.4018,-0.3582,2.4459,0
2025-02-07,MCH000071,LOC0002,Konami,Game 012,Video Poker,v5.1,5,2,2,317.92,306.63,0.0,11.29,0.0355,0,0,0,0,1440,1.0,0.47,0.0755,0.8059,-0.435,0
2025-02-07,MCH000074,LOC0008,Konami,Game 049,Video Slots,v5.0,3,1,1,14.12,13.45,0.0,0.67,0.0475,1,24,0,0,1416,0.9833,0.03,-0.6743,-0.6105,2.3306,0
2025-02-07,MCH000079,LOC0007,Everi,Game 049,Video Poker,v5.1,6,2,2,121.57,107.39,0.0,14.18,0.1166,0,0,0,0,1440,1.0,0.59,0.2795,-0.1095,-0.435,0
2025-02-07,MCH000081,LOC0005,Konami,Game 002,Reel Slots,v5.0,14,1,1,991.22,940.53,0.0,50.69,0.0511,0,0,0,0,1440,1.0,2.11,2.8572,3.9448,-0.435,1
2025-02-07,MCH000083,LOC0010,Everi,Game 006,Video Poker,v5.1,6,1,1,28.73,25.68,0.0,3.05,0.1062,1,3,0,0,1437,0.9979,0.13,-0.5062,-0.5424,-0.0893,0
2025-02-07,MCH000086,LOC0008,IGT,Game 023,Video Slots,v4.1,8,1,1,188.39,163.85,0.0,24.54,0.1303,0,0,0,0,1440,1.0,1.02,1.011,0.202,-0.435,0
2025-02-07,MCH000087,LOC0001,IGT,Game 013,Video Slots,v4.2,3,2,2,56.73,50.93,0.0,5.8,0.1022,0,0,0,0,1440,1.0,0.24,-0.3121,-0.4118,-0.435,0
2025-02-07,MCH000095,LOC0009,Konami,Game 028,Video Poker,v5.0,6,1,1,549.74,507.08,0.0,42.66,0.0776,0,0,0,0,1440,1.0,1.78,2.2903,1.8866,-0.435,0
2025-02-07,MCH000096,LOC0004,IGT,Game 029,Video Slots,v5.1,9,1,1,116.32,101.3,0.0,15.02,0.1291,0,0,0,0,1440,1.0,0.63,0.3389,-0.134,-0.435,0
2025-02-07,MCH000097,LOC0007,Light & Wonder,Game 032,Reel Slots,v4.2,3,1,1,21.85,19.81,0.0,2.04,0.0934,0,0,0,0,1440,1.0,0.09,-0.5776,-0.5744,-0.435,0
2025-02-07,MCH000098,LOC0006,Light & Wonder,Game 018,Video Poker,v5.0,1,1,1,21.03,19.4,0.0,1.63,0.0775,0,0,0,0,1440,1.0,0.07,-0.6065,-0.5782,-0.435,0
