player_id,loyalty_tier,age_band,home_region,marketing_opt_in,session_count,locations_visited,machines_played,total_session_minutes,total_rounds,total_wager,player_net_revenue,average_session_minutes,average_wager_per_session,days_since_last_session
PLY00000807,Silver,50-59,Midwest,True,3,2,3,35,59,149.99,9.94,11.67,50.0,270
PLY00000808,Standard,30-39,Southeast,True,3,2,2,99,126,460.81,22.02,33.0,153.6,224
PLY00000809,Standard,40-49,Midwest,False,1,1,1,7,7,5.67,0.34,7.0,5.67,351
PLY00000811,Silver,30-39,West,True,12,5,11,388,641,2983.65,259.81,32.33,248.64,36
PLY00000812,Silver,60+,Southwest,True,3,3,3,64,93,253.3,24.08,21.33,84.43,6
PLY00000813,Standard,40-49,Southwest,True,1,1,1,27,26,97.74,8.7,27.0,97.74,319
PLY00000814,Standard,40-49,Southwest,True,2,1,2,67,109,372.4,12.08,33.5,186.2,330
PLY00000815,Standard,30-39,Midwest,True,6,3,6,211,333,1010.1,87.91,35.17,168.35,17
PLY00000816,Silver,50-59,Southwest,True,9,6,9,180,216,1146.46,98.97,20.0,127.38,16
PLY00000817,Silver,60+,Southeast,False,2,2,2,21,22,23.85,2.65,10.5,11.93,42
PLY00000818,Standard,60+,Southwest,True,3,1,3,144,252,1867.13,163.31,48.0,622.38,241
PLY00000819,Silver,50-59,Southwest,True,7,4,6,229,357,1104.38,99.0,32.71,157.77,4
PLY00000820,Silver,60+,West,False,1,1,1,5,6,14.11,1.62,5.0,14.11,280
PLY00000821,Standard,60+,Midwest,True,3,3,3,22,30,54.01,6.59,7.33,18.0,259
PLY00000822,Standard,40-49,Northeast,True,5,3,5,150,225,781.52,59.32,30.0,156.3,156
PLY00000823,Standard,60+,Southwest,True,2,2,2,34,32,127.98,13.73,17.0,63.99,298
PLY00000824,Standard,60+,Northeast,True,5,4,5,67,67,105.2,13.9,13.4,21.04,170
PLY00000825,Standard,50-59,Northeast,True,2,2,2,19,19,17.16,1.66,9.5,8.58,317
PLY00000826,Standard,40-49,Southwest,True,7,4,7,156,215,771.42,83.27,22.29,110.2,27
PLY00000827,Platinum,50-59,Northeast,True,14,8,14,690,1105,4625.09,394.39,49.29,330.36,7
PLY00000828,Platinum,21-29,Midwest,False,6,6,6,130,180,614.93,36.15,21.67,102.49,8
PLY00000829,Standard,30-39,Midwest,False,2,2,2,37,48,58.37,5.08,18.5,29.19,218
PLY00000830,Standard,30-39,Southwest,False,3,2,3,182,210,910.11,94.01,60.67,303.37,11
PLY00000831,Silver,21-29,Southeast,True,3,2,3,56,77,654.72,75.44,18.67,218.24,235
PLY00000833,Gold,30-39,Northeast,False,6,5,6,86,114,532.13,40.72,14.33,88.69,159
PLY00000834,Standard,50-59,Midwest,True,3,3,3,74,101,228.07,25.93,24.67,76.02,54
PLY00000835,Gold,30-39,Northeast,True,2,1,2,40,55,244.97,8.69,20.0,122.49,340
PLY00000836,Standard,40-49,West,True,2,2,2,19,22,71.02,9.31,9.5,35.51,351
PLY00000837,Standard,21-29,West,False,5,4,5,152,213,913.39,37.82,30.4,182.68,9
PLY00000838,Silver,40-49,Northeast,True,1,1,1,46,65,213.9,23.01,46.0,213.9,323
PLY00000839,Silver,40-49,Northeast,True,4,4,4,88,116,263.01,24.84,22.0,65.75,249
PLY00000840,Silver,21-29,Southeast,True,9,6,9,473,762,2534.21,279.73,52.56,281.58,46
PLY00000841,Silver,40-49,Southwest,False,4,4,4,132,206,680.73,79.46,33.0,170.18,210
PLY00000842,Standard,30-39,Midwest,False,3,3,3,107,164,678.78,65.88,35.67,226.26,22
PLY00000843,Standard,40-49,West,True,5,3,5,120,190,922.69,58.84,24.0,184.54,203
PLY00000844,Standard,40-49,Midwest,False,3,2,3,54,71,100.35,16.03,18.0,33.45,25
PLY00000845,Gold,60+,Southeast,True,8,7,8,239,396,1687.61,119.14,29.88,210.95,4
PLY00000846,Standard,40-49,West,True,1,1,1,15,14,28.32,0.91,15.0,28.32,288
PLY00000847,Silver,50-59,Southeast,False,4,2,4,88,115,549.14,59.89,22.0,137.29,12
PLY00000848,Standard,60+,Southeast,True,1,1,1,5,7,4.19,0.58,5.0,4.19,364
PLY00000849,Platinum,50-59,Southeast,True,7,5,6,190,334,1480.14,126.48,27.14,211.45,2
PLY00000850,Silver,60+,Midwest,True,4,3,4,93,116,476.29,51.49,23.25,119.07,287
PLY00000851,Standard,60+,Northeast,True,6,3,6,84,97,284.98,29.8,14.0,47.5,214
PLY00000852,Standard,21-29,Southeast,True,1,1,1,23,36,24.06,2.22,23.0,24.06,302
PLY00000853,Standard,50-59,Southwest,True,3,3,3,96,109,194.92,22.39,32.0,64.97,25
PLY00000854,Standard,40-49,Southeast,True,5,2,5,197,300,642.31,78.62,39.4,128.46,16
PLY00000855,Gold,30-39,Southwest,False,3,3,3,37,60,232.83,22.18,12.33,77.61,40
PLY00000856,Standard,21-29,Midwest,True,1,1,1,7,5,7.29,1.28,7.0,7.29,355
PLY00000857,Standard,40-49,Northeast,False,2,1,2,25,18,40.67,2.51,12.5,20.34,327
PLY00000858,Standard,21-29,Midwest,True,5,4,5,81,112,310.25,23.84,16.2,62.05,32
PLY00000859,Standard,21-29,Southeast,True,2,2,2,33,38,250.41,26.06,16.5,125.21,6
PLY00000860,Standard,30-39,West,True,3,2,2,73,104,430.73,21.14,24.33,143.58,154
PLY00000861,Silver,50-59,Northeast,False,2,1,1,29,35,206.44,17.55,14.5,103.22,333
PLY00000862,Silver,50-59,Northeast,True,2,2,2,44,63,201.08,15.35,22.0,100.54,212
PLY00000863,Standard,40-49,Southeast,True,4,3,4,88,105,153.58,17.83,22.0,38.4,242
PLY00000864,Gold,40-49,West,False,2,2,2,49,79,200.94,16.63,24.5,100.47,320
PLY00000865,Standard,50-59,Midwest,True,3,3,3,88,112,398.75,31.86,29.33,132.92,19
PLY00000866,Standard,60+,Midwest,True,2,2,2,82,110,357.09,29.06,41.0,178.55,266
PLY00000867,Platinum,21-29,Northeast,False,1,1,1,6,7,2.77,0.17,6.0,2.77,240
PLY00000868,Standard,40-49,Northeast,True,3,2,3,58,70,119.48,7.94,19.33,39.83,303
PLY00000869,Gold,21-29,Midwest,False,2,1,2,55,85,225.62,22.51,27.5,112.81,255
PLY00000870,Silver,60+,Southeast,True,9,4,8,422,686,2527.61,153.33,46.89,280.85,7
PLY00000871,Standard,40-49,Midwest,False,2,2,2,43,47,54.95,5.86,21.5,27.48,156
PLY00000872,Standard,40-49,Northeast,True,6,5,6,257,361,1331.83,73.14,42.83,221.97,6
PLY00000873,Standard,21-29,Midwest,False,4,3,4,73,98,270.04,28.58,18.25,67.51,318
PLY00000874,Gold,60+,Northeast,True,15,8,14,708,1258,7238.89,621.97,47.2,482.59,2
PLY00000875,Silver,60+,Southwest,True,1,1,1,54,75,442.08,49.51,54.0,442.08,353
PLY00000876,Silver,40-49,Southwest,True,4,3,4,78,103,365.11,23.34,19.5,91.28,217
PLY00000877,Gold,30-39,West,False,2,2,2,25,32,80.25,8.24,12.5,40.13,313
PLY00000878,Silver,21-29,Midwest,True,3,3,3,107,171,759.79,72.37,35.67,253.26,280
PLY00000879,Silver,40-49,West,True,4,4,4,92,105,295.78,38.5,23.0,73.95,22
PLY00000880,Silver,50-59,Southwest,False,7,5,7,91,116,301.99,29.65,13.0,43.14,12
PLY00000881,Standard,50-59,Midwest,False,3,3,3,48,58,68.14,6.4,16.0,22.71,2
PLY00000882,Standard,50-59,West,False,3,3,3,43,57,138.15,12.61,14.33,46.05,243
PLY00000883,Standard,50-59,West,True,1,1,1,41,38,31.14,4.91,41.0,31.14,223
PLY00000884,Silver,50-59,West,True,3,3,3,50,88,145.28,15.01,16.67,48.43,255
PLY00000885,Silver,60+,West,False,6,5,6,104,119,370.92,30.79,17.33,61.82,11
PLY00000886,Standard,40-49,Southwest,True,11,6,10,466,830,3812.77,333.67,42.36,346.62,1
PLY00000887,Standard,50-59,Southwest,True,2,2,2,56,69,124.7,13.88,28.0,62.35,37
PLY00000888,Standard,21-29,Midwest,True,3,2,3,34,42,51.79,4.97,11.33,17.26,269
PLY00000889,Gold,50-59,West,True,3,3,3,98,127,503.1,39.86,32.67,167.7,292
PLY00000890,Gold,30-39,Midwest,True,5,5,5,227,394,2433.31,134.26,45.4,486.66,179
PLY00000891,Standard,21-29,Southeast,False,2,2,2,17,25,99.08,9.96,8.5,49.54,189
PLY00000892,Gold,40-49,Northeast,True,2,2,2,35,39,85.65,11.07,17.5,42.83,270
PLY00000893,Standard,50-59,Northeast,True,4,3,4,46,67,79.62,6.74,11.5,19.91,226
PLY00000894,Standard,60+,West,False,3,3,3,32,43,182.13,16.87,10.67,60.71,292
PLY00000895,Silver,30-39,Northeast,True,3,2,3,52,66,183.04,10.97,17.33,61.01,254
PLY00000896,Standard,40-49,Southeast,True,4,4,4,84,124,380.89,41.1,21.0,95.22,261
PLY00000898,Standard,40-49,Midwest,False,2,1,2,65,86,201.49,11.54,32.5,100.75,46
PLY00000899,Gold,50-59,Southeast,False,3,2,3,51,73,204.13,18.32,17.0,68.04,247
PLY00000900,Silver,40-49,Southwest,False,3,2,3,81,124,221.55,22.36,27.0,73.85,278
PLY00000901,Standard,60+,Southwest,True,2,2,2,24,32,53.63,5.02,12.0,26.82,25
PLY00000902,Standard,60+,Midwest,True,6,5,6,232,362,1430.7,110.7,38.67,238.45,2
PLY00000903,Standard,40-49,Midwest,True,4,3,4,50,77,205.39,15.57,12.5,51.35,176
PLY00000904,Platinum,60+,Midwest,False,6,5,6,219,312,3022.95,214.12,36.5,503.83,25
PLY00000905,Gold,21-29,West,False,2,2,2,37,48,133.05,11.55,18.5,66.53,299
PLY00000906,Standard,50-59,Southeast,True,2,2,2,40,55,53.4,7.21,20.0,26.7,322
PLY00000907,Platinum,60+,Southeast,True,3,3,3,78,124,386.07,55.05,26.0,128.69,13
PLY00000908,Standard,40-49,West,True,3,3,3,61,114,475.21,45.42,20.33,158.4,167
PLY00000909,Standard,30-39,West,True,7,5,7,258,399,1188.3,88.39,36.86,169.76,9
PLY00000910,Gold,40-49,West,False,1,1,1,24,23,46.69,4.86,24.0,46.69,348
PLY00000911,Gold,30-39,West,False,1,1,1,7,11,16.5,1.26,7.0,16.5,224
PLY00000912,Silver,21-29,Southeast,True,6,6,6,170,246,757.34,26.36,28.33,126.22,9
PLY00000913,Silver,40-49,Southwest,False,3,3,3,74,98,306.71,42.36,24.67,102.24,121
PLY00000914,Silver,40-49,Southeast,False,5,4,5,79,111,141.39,10.48,15.8,28.28,14
PLY00000915,Standard,60+,West,True,2,2,2,22,32,69.36,4.76,11.0,34.68,321
PLY00000916,Standard,30-39,Southeast,True,2,1,2,27,28,58.98,4.99,13.5,29.49,331
PLY00000917,Silver,50-59,Southeast,True,3,2,3,30,40,56.34,5.87,10.0,18.78,205
PLY00000918,Silver,40-49,Southeast,False,4,4,4,44,56,162.81,18.32,11.0,40.7,24
PLY00000919,Standard,30-39,Southeast,True,5,3,5,120,187,590.19,71.38,24.0,118.04,14
PLY00000920,Standard,40-49,Southwest,True,2,2,2,50,61,115.61,10.06,25.0,57.81,271
PLY00000922,Standard,60+,Southwest,True,2,2,2,48,42,12.56,0.87,24.0,6.28,346
PLY00000923,Gold,50-59,Southwest,False,5,4,4,144,207,942.45,74.85,28.8,188.49,12
PLY00000924,Gold,40-49,Southwest,True,6,5,6,245,345,720.29,58.2,40.83,120.05,11
PLY00000925,Silver,60+,Northeast,True,5,5,5,125,179,942.22,75.61,25.0,188.44,8
PLY00000926,Gold,21-29,Southeast,True,7,4,7,315,500,3079.1,281.22,45.0,439.87,28
PLY00000927,Silver,60+,Southwest,True,4,4,4,104,155,439.64,40.96,26.0,109.91,35
PLY00000928,Standard,40-49,Southwest,True,3,3,3,42,65,115.62,6.64,14.0,38.54,175
PLY00000929,Gold,50-59,Southeast,True,2,2,2,20,21,55.19,5.65,10.0,27.6,272
PLY00000930,Standard,60+,Southeast,True,2,2,2,21,26,39.92,3.82,10.5,19.96,222
PLY00000931,Standard,60+,Northeast,True,6,5,6,101,129,221.78,18.37,16.83,36.96,10
PLY00000932,Gold,60+,Southeast,True,4,4,4,81,130,335.0,26.63,20.25,83.75,123
PLY00000933,Standard,50-59,West,False,5,4,5,96,133,485.83,54.56,19.2,97.17,12
PLY00000934,Gold,21-29,Midwest,True,3,3,3,64,99,162.87,16.06,21.33,54.29,6
PLY00000935,Silver,30-39,Northeast,True,6,5,6,123,170,659.04,73.91,20.5,109.84,19
PLY00000936,Silver,21-29,West,True,5,3,4,285,405,637.79,81.68,57.0,127.56,0
PLY00000937,Platinum,60+,Southeast,True,4,4,4,77,83,280.89,25.93,19.25,70.22,28
PLY00000938,Silver,40-49,West,False,3,3,3,78,106,178.26,14.69,26.0,59.42,37
PLY00000939,Standard,30-39,Southeast,False,3,3,3,58,69,172.77,14.44,19.33,57.59,203
PLY00000940,Standard,50-59,Midwest,True,4,4,4,127,213,833.22,80.24,31.75,208.31,217
PLY00000941,Standard,30-39,Northeast,True,8,6,8,282,480,1542.51,147.8,35.25,192.81,18
PLY00000942,Standard,50-59,West,False,2,2,2,44,60,78.33,6.99,22.0,39.17,22
PLY00000943,Standard,30-39,West,True,2,2,2,50,82,304.77,33.12,25.0,152.39,326
PLY00000944,Standard,60+,West,True,8,5,8,300,435,1455.84,92.21,37.5,181.98,0
PLY00000945,Standard,60+,Southeast,True,2,2,2,30,44,195.43,13.1,15.0,97.72,274
PLY00000946,Silver,21-29,Southeast,False,1,1,1,30,33,134.85,13.67,30.0,134.85,298
PLY00000947,Gold,40-49,Midwest,False,3,3,3,114,150,495.59,63.38,38.0,165.2,58
PLY00000948,Standard,30-39,Southeast,True,8,6,8,314,447,1306.09,115.2,39.25,163.26,10
PLY00000949,Silver,60+,West,False,1,1,1,9,7,28.31,3.88,9.0,28.31,344
PLY00000950,Standard,60+,Midwest,False,4,3,4,104,146,433.07,24.23,26.0,108.27,12
PLY00000951,Standard,40-49,Southwest,False,2,2,2,27,27,97.47,9.73,13.5,48.74,208
PLY00000952,Gold,21-29,Midwest,True,3,2,3,59,104,539.81,73.59,19.67,179.94,208
PLY00000953,Gold,40-49,West,True,5,4,5,134,200,283.39,34.05,26.8,56.68,23
PLY00000955,Standard,21-29,Southwest,False,2,2,2,29,27,55.65,5.15,14.5,27.83,329
PLY00000956,Silver,40-49,Southwest,True,3,3,3,26,41,65.42,6.9,8.67,21.81,241
PLY00000957,Standard,60+,Midwest,False,4,4,4,35,52,68.79,3.51,8.75,17.2,3
PLY00000958,Standard,50-59,Southwest,False,4,3,4,60,79,140.81,12.19,15.0,35.2,10
PLY00000959,Standard,40-49,Southeast,True,4,4,4,76,100,228.23,19.39,19.0,57.06,270
PLY00000961,Standard,40-49,Midwest,True,8,7,8,141,211,501.13,43.22,17.63,62.64,10
PLY00000962,Standard,30-39,Midwest,True,2,2,2,28,41,51.78,6.11,14.0,25.89,281
PLY00000963,Standard,60+,Midwest,False,2,2,2,22,25,39.49,3.76,11.0,19.75,159
PLY00000964,Standard,50-59,West,True,6,5,6,237,336,1204.14,159.9,39.5,200.69,8
PLY00000965,Standard,40-49,Midwest,False,1,1,1,5,5,5.92,0.36,5.0,5.92,311
PLY00000966,Standard,21-29,Southeast,True,2,2,2,18,30,52.12,6.8,9.0,26.06,243
PLY00000967,Gold,60+,Midwest,True,9,5,7,221,316,970.32,72.85,24.56,107.81,18
PLY00000968,Gold,21-29,West,True,2,2,2,37,43,125.21,15.14,18.5,62.61,229
PLY00000969,Standard,60+,Northeast,True,1,1,1,5,6,19.63,2.62,5.0,19.63,321
PLY00000970,Silver,40-49,Northeast,False,5,4,5,123,174,653.12,70.14,24.6,130.62,13
PLY00000971,Standard,50-59,West,False,2,2,2,37,54,33.8,3.39,18.5,16.9,311
PLY00000972,Standard,60+,Northeast,False,1,1,1,27,31,81.92,11.94,27.0,81.92,295
PLY00000973,Silver,40-49,Northeast,True,4,3,4,97,143,445.88,35.08,24.25,111.47,9
PLY00000974,Gold,40-49,Southwest,False,2,2,2,50,56,645.88,48.71,25.0,322.94,162
PLY00000975,Standard,30-39,Northeast,True,4,4,4,48,44,105.63,9.68,12.0,26.41,324
PLY00000976,Standard,21-29,Southwest,True,5,5,5,93,121,289.71,20.72,18.6,57.94,21
PLY00000977,Gold,30-39,Southeast,True,4,4,4,83,133,586.8,63.25,20.75,146.7,20
PLY00000978,Gold,40-49,Midwest,True,3,3,3,64,82,384.74,34.06,21.33,128.25,295
PLY00000979,Gold,60+,Southeast,True,4,2,4,76,127,685.53,66.09,19.0,171.38,306
PLY00000980,Standard,60+,Northeast,True,3,3,3,44,52,211.27,23.16,14.67,70.42,235
PLY00000981,Silver,60+,Northeast,True,6,4,6,170,271,1369.62,124.3,28.33,228.27,14
PLY00000982,Standard,40-49,Northeast,True,2,2,2,27,37,33.5,2.62,13.5,16.75,207
PLY00000983,Gold,40-49,Southeast,True,7,6,7,193,326,2110.44,242.24,27.57,301.49,27
PLY00000984,Standard,50-59,Northeast,True,1,1,1,38,61,49.18,2.32,38.0,49.18,293
PLY00000985,Standard,60+,West,True,5,4,5,141,224,665.3,61.51,28.2,133.06,3
PLY00000986,Standard,40-49,Midwest,True,2,2,2,64,100,333.76,30.09,32.0,166.88,278
PLY00000987,Standard,30-39,Southeast,True,5,5,5,78,97,363.18,27.0,15.6,72.64,237
PLY00000988,Standard,50-59,Northeast,True,9,6,9,461,656,1199.75,106.34,51.22,133.31,23
PLY00000989,Silver,21-29,Southwest,True,7,7,7,245,375,1607.99,130.5,35.0,229.71,3
PLY00000990,Standard,60+,West,True,1,1,1,61,85,397.58,37.04,61.0,397.58,281
PLY00000991,Standard,40-49,Midwest,True,3,3,3,78,101,124.3,7.43,26.0,41.43,6
PLY00000992,Silver,60+,Northeast,False,3,2,3,48,51,104.09,8.23,16.0,34.7,25
PLY00000993,Standard,30-39,Northeast,False,2,2,2,51,56,366.03,35.79,25.5,183.02,294
PLY00000994,Standard,50-59,Midwest,True,1,1,1,10,12,15.47,0.68,10.0,15.47,354
PLY00000995,Standard,30-39,Southeast,True,2,2,2,20,27,66.33,8.62,10.0,33.17,339
PLY00000996,Standard,40-49,Southwest,True,4,3,4,82,114,468.37,37.62,20.5,117.09,7
PLY00000997,Standard,40-49,Southwest,True,7,5,7,203,278,682.6,62.52,29.0,97.51,6
PLY00000998,Standard,50-59,Southwest,False,3,3,3,91,106,313.06,32.02,30.33,104.35,31
PLY00000999,Standard,60+,Southeast,True,4,4,4,110,155,744.54,78.99,27.5,186.14,16
PLY00001000,Silver,21-29,Midwest,True,5,5,5,234,318,696.28,74.9,46.8,139.26,24
PLY00001001,Standard,50-59,Southwest,True,3,3,3,51,80,159.88,13.56,17.0,53.29,17
PLY00001002,Standard,30-39,Southwest,True,4,4,4,112,144,497.97,46.85,28.0,124.49,4
PLY00001003,Gold,60+,Southwest,False,2,2,2,36,39,28.1,2.06,18.0,14.05,213
PLY00001004,Silver,60+,Southeast,True,5,5,5,98,157,593.48,74.98,19.6,118.7,171
PLY00001005,Silver,60+,Southwest,True,4,3,4,90,126,355.85,37.13,22.5,88.96,8
PLY00001007,Standard,21-29,West,False,4,4,4,138,205,646.68,82.53,34.5,161.67,43
PLY00001008,Standard,21-29,Northeast,True,2,2,2,56,66,219.83,29.97,28.0,109.92,195
PLY00001009,Silver,21-29,Southeast,True,5,5,5,125,171,427.62,32.23,25.0,85.52,12
PLY00001010,Standard,60+,West,True,6,4,6,157,238,1054.06,123.42,26.17,175.68,11
PLY00001011,Gold,40-49,West,False,7,6,7,341,524,2807.14,258.06,48.71,401.02,19
PLY00001012,Gold,50-59,Midwest,False,6,5,6,244,394,1517.82,92.42,40.67,252.97,20
PLY00001013,Silver,60+,Southwest,False,4,3,3,229,300,1552.34,159.92,57.25,388.09,55
PLY00001014,Standard,60+,Northeast,True,1,1,1,14,13,17.01,1.84,14.0,17.01,155
PLY00001015,Platinum,21-29,Midwest,False,1,1,1,12,20,93.56,9.65,12.0,93.56,235
PLY00001016,Silver,50-59,Midwest,True,6,5,6,197,296,863.99,74.64,32.83,144.0,11
PLY00001017,Standard,30-39,Southeast,True,7,5,7,273,398,1137.33,76.3,39.0,162.48,27
PLY00001019,Silver,30-39,Northeast,True,7,5,7,291,446,1722.46,109.89,41.57,246.07,8
PLY00001020,Silver,50-59,Southwest,False,5,5,5,225,392,1369.24,92.13,45.0,273.85,26
PLY00001021,Standard,50-59,Southwest,False,4,3,4,48,68,154.02,18.89,12.0,38.51,203
PLY00001022,Gold,60+,Southeast,True,7,5,7,161,243,418.24,51.56,23.0,59.75,6
PLY00001023,Gold,50-59,Midwest,True,5,5,5,120,173,575.08,53.9,24.0,115.02,18
PLY00001024,Standard,50-59,Southeast,True,3,3,3,106,154,410.85,13.2,35.33,136.95,257
PLY00001025,Gold,60+,Midwest,True,4,4,4,41,64,347.94,42.42,10.25,86.99,274
PLY00001027,Standard,60+,Midwest,True,3,2,3,54,68,122.68,11.62,18.0,40.89,52
PLY00001028,Gold,21-29,Southeast,True,3,2,3,93,139,899.82,84.04,31.0,299.94,188
PLY00001029,Platinum,21-29,West,False,5,5,5,153,230,667.39,72.94,30.6,133.48,195
PLY00001030,Standard,40-49,West,False,3,2,3,69,86,377.6,32.05,23.0,125.87,164
PLY00001031,Standard,50-59,West,False,2,2,2,78,102,256.97,26.11,39.0,128.49,265
PLY00001032,Platinum,40-49,Midwest,True,8,4,7,183,277,1477.9,128.46,22.88,184.74,8
PLY00001033,Silver,40-49,West,True,2,2,2,23,31,153.63,13.84,11.5,76.82,204
PLY00001034,Silver,60+,Northeast,True,9,7,9,289,452,2729.25,311.15,32.11,303.25,16
PLY00001035,Silver,21-29,Midwest,True,1,1,1,14,23,55.64,6.97,14.0,55.64,227
PLY00001036,Standard,40-49,Midwest,True,5,5,5,109,140,811.49,46.4,21.8,162.3,32
PLY00001037,Gold,21-29,Northeast,True,6,4,6,184,212,338.75,26.76,30.67,56.46,6
PLY00001038,Silver,50-59,Midwest,False,3,3,3,68,110,465.55,50.45,22.67,155.18,274
PLY00001039,Silver,50-59,Southeast,False,7,4,7,186,290,1119.35,74.5,26.57,159.91,19
PLY00001040,Standard,21-29,Southeast,True,3,2,3,69,79,78.75,7.55,23.0,26.25,183
PLY00001041,Gold,50-59,Southwest,True,7,5,7,198,275,1197.82,134.77,28.29,171.12,9
PLY00001042,Silver,30-39,West,False,4,4,4,78,101,290.46,35.06,19.5,72.62,50
PLY00001043,Silver,21-29,Northeast,True,1,1,1,18,17,18.35,2.48,18.0,18.35,361
PLY00001044,Standard,60+,Southeast,True,3,2,3,74,92,174.21,16.13,24.67,58.07,7
PLY00001045,Standard,30-39,West,False,2,2,2,51,69,292.83,20.89,25.5,146.42,303
PLY00001047,Silver,21-29,Northeast,False,1,1,1,10,14,33.07,3.46,10.0,33.07,355
PLY00001048,Platinum,50-59,West,False,3,2,3,68,102,816.44,78.56,22.67,272.15,271
PLY00001049,Standard,40-49,Northeast,True,3,2,3,68,91,167.34,10.5,22.67,55.78,8
PLY00001050,Standard,30-39,West,False,3,3,3,62,79,73.19,5.18,20.67,24.4,34
PLY00001051,Silver,30-39,Midwest,True,2,2,2,44,44,198.3,15.77,22.0,99.15,321
PLY00001052,Gold,21-29,Southwest,True,12,8,12,478,889,6920.15,663.31,39.83,576.68,6
PLY00001053,Standard,30-39,Midwest,True,6,4,6,224,397,1681.83,198.63,37.33,280.31,229
PLY00001054,Silver,21-29,West,True,6,6,6,179,285,864.53,56.35,29.83,144.09,148
PLY00001055,Platinum,21-29,Northeast,True,12,9,12,539,921,4747.33,427.93,44.92,395.61,5
PLY00001056,Standard,60+,Southeast,False,7,6,7,91,125,275.74,20.99,13.0,39.39,2
PLY00001057,Standard,50-59,Northeast,True,8,7,8,378,571,1936.21,172.12,47.25,242.03,11
PLY00001058,Standard,50-59,Midwest,True,2,2,2,14,18,50.16,3.34,7.0,25.08,273
PLY00001060,Standard,40-49,Southeast,True,5,4,4,67,85,219.19,18.42,13.4,43.84,14
PLY00001061,Gold,60+,Southwest,True,6,5,6,244,390,1656.33,112.21,40.67,276.06,14
PLY00001062,Standard,50-59,Southeast,True,3,3,3,32,34,55.8,2.51,10.67,18.6,21
PLY00001063,Standard,40-49,Northeast,True,5,4,5,139,194,980.55,125.94,27.8,196.11,11
PLY00001064,Silver,50-59,Northeast,False,1,1,1,13,18,38.57,4.17,13.0,38.57,355
PLY00001065,Silver,21-29,Southwest,True,3,3,3,74,92,473.87,52.72,24.67,157.96,253
PLY00001066,Gold,60+,Northeast,True,6,6,6,143,147,911.45,89.56,23.83,151.91,23
PLY00001067,Standard,50-59,Southwest,False,5,4,5,107,162,463.4,32.12,21.4,92.68,21
PLY00001069,Gold,50-59,Northeast,True,2,2,2,34,46,331.52,28.63,17.0,165.76,265
PLY00001071,Silver,40-49,West,False,5,3,5,170,217,916.67,91.86,34.0,183.33,6
PLY00001072,Gold,40-49,Southeast,True,2,2,2,71,105,284.89,28.79,35.5,142.45,316
PLY00001073,Standard,30-39,Midwest,True,6,5,6,149,199,346.85,24.0,24.83,57.81,40
PLY00001074,Silver,40-49,Southwest,True,12,6,12,548,870,1226.74,96.76,45.67,102.23,4
PLY00001075,Silver,30-39,Northeast,True,3,3,3,78,119,141.36,14.18,26.0,47.12,52
PLY00001076,Silver,50-59,Southwest,True,6,4,6,175,290,778.54,83.28,29.17,129.76,13
PLY00001077,Standard,60+,Southwest,False,9,7,9,360,570,1884.34,206.0,40.0,209.37,6
PLY00001078,Standard,40-49,Northeast,True,5,4,5,107,159,539.92,53.13,21.4,107.98,155
PLY00001079,Silver,60+,Southwest,False,4,4,4,88,135,391.19,38.17,22.0,97.8,267
PLY00001080,Standard,60+,Southeast,False,1,1,1,20,29,64.6,2.21,20.0,64.6,272
PLY00001081,Standard,21-29,Southwest,False,4,3,3,91,117,436.08,29.24,22.75,109.02,44
PLY00001082,Standard,30-39,Northeast,True,2,2,2,30,47,328.58,35.01,15.0,164.29,299
PLY00001083,Standard,21-29,Southwest,True,8,5,7,193,298,845.64,78.45,24.13,105.71,17
PLY00001084,Standard,21-29,Northeast,True,5,4,5,114,145,250.84,30.55,22.8,50.17,28
PLY00001085,Standard,30-39,Southwest,True,3,2,3,37,55,116.59,14.83,12.33,38.86,304
PLY00001086,Silver,50-59,Midwest,True,2,2,2,11,12,28.06,2.08,5.5,14.03,321
PLY00001087,Standard,40-49,Southeast,False,5,4,5,182,238,622.57,67.21,36.4,124.51,23
PLY00001088,Standard,21-29,Midwest,True,1,1,1,14,16,22.86,3.09,14.0,22.86,307
PLY00001089,Silver,60+,Southeast,True,1,1,1,24,50,128.9,15.14,24.0,128.9,292
PLY00001090,Standard,21-29,West,True,2,2,2,34,47,116.39,12.81,17.0,58.2,325
PLY00001091,Gold,21-29,Northeast,True,3,2,3,84,132,523.5,71.78,28.0,174.5,311
PLY00001092,Silver,60+,Midwest,True,3,3,3,31,38,152.87,15.93,10.33,50.96,152
PLY00001093,Silver,30-39,Southeast,True,12,6,12,410,615,1897.06,177.07,34.17,158.09,6
PLY00001094,Standard,30-39,Southeast,True,6,5,5,215,334,1356.1,47.73,35.83,226.02,5
PLY00001095,Standard,50-59,West,False,2,2,2,28,29,60.4,5.64,14.0,30.2,272
PLY00001096,Silver,40-49,Southwest,True,8,4,7,254,394,930.36,106.71,31.75,116.3,15
PLY00001097,Standard,60+,Northeast,True,4,3,4,97,144,778.02,80.6,24.25,194.51,19
PLY00001098,Platinum,60+,Southeast,True,12,8,12,424,742,4256.99,472.49,35.33,354.75,5
PLY00001099,Standard,21-29,Southeast,True,2,1,2,23,29,25.92,1.7,11.5,12.96,289
PLY00001100,Gold,50-59,Southwest,True,11,6,10,422,658,3647.02,439.28,38.36,331.55,35
