player_id,loyalty_tier,age_band,home_region,marketing_opt_in,registered_active_flag,observation_cutoff_date,dataset_end_date,first_session_date,latest_historical_session_date,days_since_last_session,observed_player_lifetime_days,total_historical_sessions,sessions_last_30_days,sessions_last_90_days,locations_visited,machines_played,total_session_minutes,average_session_minutes,total_rounds,total_wager,total_payout,player_net_revenue,average_wager_per_session,wager_last_30_days,wager_last_90_days,revenue_last_30_days,revenue_last_90_days,sessions_per_observed_day,future_session_count,churn_flag
PLY00001305,Silver,50-59,Southwest,1,1,2025-11-01,2025-12-31,2025-10-09,2025-10-09,23,24,1,1,1,1,1,38,38.0,59,37.58,35.39,2.19,37.58,37.58,37.58,2.19,2.19,0.0417,3,0
PLY00001306,Standard,40-49,Northeast,1,1,2025-11-01,2025-12-31,2025-03-27,2025-07-06,118,220,4,0,0,4,4,75,18.75,106,250.04,224.28,25.76,62.51,0.0,0.0,0.0,0.0,0.0182,0,1
PLY00001307,Gold,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-09-28,2025-09-28,34,35,1,0,1,1,1,12,12.0,20,48.06,43.52,4.54,48.06,0.0,48.06,0.0,4.54,0.0286,1,0
PLY00001308,Standard,21-29,West,0,1,2025-11-01,2025-12-31,2025-02-23,2025-05-22,163,252,3,0,0,3,3,32,10.666666,38,192.65,182.84,9.81,64.216666,0.0,0.0,0.0,0.0,0.0119,0,1
PLY00001309,Gold,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-06-20,2025-10-17,15,135,6,1,4,4,6,226,37.666666,441,2138.7,1927.15,211.55,356.45,358.84,1764.71,45.79,185.84,0.0444,3,0
PLY00001310,Standard,21-29,Southwest,1,1,2025-11-01,2025-12-31,2025-02-16,2025-04-07,208,259,2,0,0,2,2,16,8.0,20,15.37,14.55,0.82,7.685,0.0,0.0,0.0,0.0,0.0077,0,1
PLY00001311,Standard,40-49,Southeast,1,1,2025-11-01,2025-12-31,2025-07-17,2025-10-26,6,108,3,1,2,2,3,91,30.333333,100,260.07,228.69,31.38,86.69,60.64,99.74,7.2,12.25,0.0278,2,0
PLY00001312,Silver,50-59,Southwest,1,1,2025-11-01,2025-12-31,2025-01-24,2025-05-24,161,282,5,0,0,3,5,144,28.8,197,693.91,628.22,65.69,138.782,0.0,0.0,0.0,0.0,0.0177,0,1
PLY00001314,Standard,60+,Southeast,1,1,2025-11-01,2025-12-31,2025-02-15,2025-06-14,140,260,4,0,0,4,4,78,19.5,113,369.49,329.38,40.11,92.3725,0.0,0.0,0.0,0.0,0.0154,0,1
PLY00001315,Silver,40-49,Northeast,0,1,2025-11-01,2025-12-31,2025-05-04,2025-09-20,42,182,5,0,1,4,4,247,49.4,351,1173.87,1058.93,114.94,234.774,0.0,66.28,0.0,2.82,0.0275,1,0
PLY00001316,Silver,21-29,Southwest,1,1,2025-11-01,2025-12-31,2025-04-05,2025-04-28,187,211,2,0,0,2,2,25,12.5,31,37.98,34.16,3.82,18.99,0.0,0.0,0.0,0.0,0.0095,0,1
PLY00001317,Silver,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-01-21,2025-01-21,284,285,1,0,0,1,1,14,14.0,12,7.61,6.77,0.84,7.61,0.0,0.0,0.0,0.0,0.0035,0,1
PLY00001319,Standard,40-49,Southwest,0,1,2025-11-01,2025-12-31,2025-05-27,2025-05-27,158,159,1,0,0,1,1,16,16.0,17,21.92,20.23,1.69,21.92,0.0,0.0,0.0,0.0,0.0063,1,0
PLY00001320,Gold,60+,Southeast,1,1,2025-11-01,2025-12-31,2025-08-13,2025-08-26,67,81,2,0,2,1,2,30,15.0,39,457.26,438.3,18.96,228.63,0.0,457.26,0.0,18.96,0.0247,1,0
PLY00001321,Standard,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-03-06,2025-09-21,41,241,6,0,3,4,5,291,48.5,532,1737.63,1605.33,132.3,289.605,0.0,1042.33,0.0,78.27,0.0249,4,0
PLY00001322,Standard,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-01-01,2025-03-05,241,305,3,0,0,3,3,58,19.333333,86,245.85,228.39,17.46,81.95,0.0,0.0,0.0,0.0,0.0098,0,1
PLY00001323,Standard,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-07-10,2025-10-04,28,115,3,1,2,2,3,77,25.666666,100,242.15,218.21,23.94,80.716666,168.78,240.4,14.37,23.77,0.0261,1,0
PLY00001324,Standard,50-59,Southeast,1,1,2025-11-01,2025-12-31,2025-02-26,2025-04-24,191,249,2,0,0,2,2,48,24.0,65,110.19,91.16,19.03,55.095,0.0,0.0,0.0,0.0,0.008,0,1
PLY00001325,Gold,60+,West,1,1,2025-11-01,2025-12-31,2025-06-08,2025-09-29,33,147,4,0,2,4,4,71,17.75,120,508.83,472.66,36.17,127.2075,0.0,206.41,0.0,18.65,0.0272,5,0
PLY00001326,Standard,50-59,Midwest,1,1,2025-11-01,2025-12-31,2025-07-29,2025-10-28,4,96,6,3,5,5,6,166,27.666666,243,587.16,529.77,57.39,97.86,246.43,277.98,18.49,20.65,0.0625,1,0
PLY00001327,Gold,30-39,West,1,1,2025-11-01,2025-12-31,2025-01-11,2025-06-02,152,295,6,0,0,3,5,132,22.0,227,1983.7,1778.03,205.67,330.616666,0.0,0.0,0.0,0.0,0.0203,0,1
PLY00001328,Silver,21-29,West,1,1,2025-11-01,2025-12-31,2025-05-06,2025-10-28,4,180,7,1,3,5,7,268,38.285714,412,1874.5,1754.68,119.82,267.785714,193.32,1038.31,18.71,35.72,0.0389,5,0
PLY00001329,Standard,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-01-29,2025-05-31,154,277,3,0,0,3,3,36,12.0,45,86.46,79.64,6.82,28.82,0.0,0.0,0.0,0.0,0.0108,0,1
PLY00001330,Silver,21-29,Northeast,0,1,2025-11-01,2025-12-31,2025-02-01,2025-05-29,156,274,4,0,0,4,4,99,24.75,126,527.41,471.27,56.14,131.8525,0.0,0.0,0.0,0.0,0.0146,0,1
PLY00001331,Silver,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-06-28,2025-10-09,23,127,6,1,4,5,6,201,33.5,301,1095.11,977.9,117.21,182.518333,459.21,943.98,60.24,105.26,0.0472,3,0
PLY00001332,Standard,60+,Southwest,0,1,2025-11-01,2025-12-31,2025-01-24,2025-03-21,225,282,4,0,0,4,4,89,22.25,151,364.15,329.12,35.03,91.0375,0.0,0.0,0.0,0.0,0.0142,0,1
PLY00001333,Gold,40-49,Southeast,1,1,2025-11-01,2025-12-31,2025-07-28,2025-10-08,24,97,8,2,7,7,8,263,32.875,415,2368.04,2131.48,236.56,296.005,1383.38,2338.72,142.16,234.42,0.0825,3,0
PLY00001334,Platinum,40-49,Northeast,1,1,2025-11-01,2025-12-31,2025-03-02,2025-03-02,244,245,1,0,0,1,1,5,5.0,6,11.97,11.52,0.45,11.97,0.0,0.0,0.0,0.0,0.0041,0,1
PLY00001335,Standard,21-29,Southeast,1,1,2025-11-01,2025-12-31,2025-02-03,2025-05-11,174,272,4,0,0,4,4,121,30.25,141,176.14,152.72,23.42,44.035,0.0,0.0,0.0,0.0,0.0147,0,1
PLY00001336,Standard,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-01-26,2025-05-06,179,280,3,0,0,3,3,54,18.0,92,121.9,112.52,9.38,40.633333,0.0,0.0,0.0,0.0,0.0107,0,1
PLY00001337,Silver,50-59,Midwest,1,1,2025-11-01,2025-12-31,2025-07-22,2025-07-22,102,103,1,0,0,1,1,30,30.0,44,411.77,373.46,38.31,411.77,0.0,0.0,0.0,0.0,0.0097,4,0
PLY00001338,Standard,21-29,Southeast,0,1,2025-11-01,2025-12-31,2025-03-11,2025-07-29,95,236,3,0,0,3,3,51,17.0,81,119.58,110.17,9.41,39.86,0.0,0.0,0.0,0.0,0.0127,0,1
PLY00001339,Silver,30-39,Southwest,0,1,2025-11-01,2025-12-31,2025-01-08,2025-05-08,177,298,4,0,0,3,4,83,20.75,126,651.08,586.63,64.45,162.77,0.0,0.0,0.0,0.0,0.0134,0,1
PLY00001340,Standard,21-29,Midwest,0,1,2025-11-01,2025-12-31,2025-06-20,2025-08-06,87,135,2,0,1,2,2,35,17.5,30,53.93,48.16,5.77,26.965,0.0,49.91,0.0,5.46,0.0148,1,0
PLY00001341,Standard,21-29,Southeast,0,1,2025-11-01,2025-12-31,2025-05-25,2025-10-11,21,161,5,1,1,4,5,86,17.2,104,245.18,222.92,22.26,49.036,76.49,76.49,7.81,7.81,0.0311,1,0
PLY00001342,Standard,50-59,Southwest,1,1,2025-11-01,2025-12-31,2025-02-12,2025-02-12,262,263,1,0,0,1,1,15,15.0,20,45.8,45.3,0.5,45.8,0.0,0.0,0.0,0.0,0.0038,0,1
PLY00001343,Standard,40-49,West,0,1,2025-11-01,2025-12-31,2025-05-09,2025-10-26,6,177,3,1,2,3,3,63,21.0,89,177.6,159.14,18.46,59.2,70.75,94.26,10.64,12.73,0.0169,1,0
PLY00001344,Standard,21-29,Southwest,0,1,2025-11-01,2025-12-31,2025-03-22,2025-08-05,88,225,2,0,1,2,2,101,50.5,162,303.6,266.25,37.35,151.8,0.0,190.48,0.0,23.53,0.0089,1,0
PLY00001345,Silver,60+,West,0,1,2025-11-01,2025-12-31,2025-04-30,2025-10-19,13,186,4,1,3,3,4,183,45.75,277,858.48,780.87,77.61,214.62,26.76,792.57,3.67,69.26,0.0215,7,0
PLY00001346,Standard,60+,West,0,1,2025-11-01,2025-12-31,2025-02-21,2025-07-31,93,254,3,0,0,3,3,36,12.0,51,250.85,235.09,15.76,83.616666,0.0,0.0,0.0,0.0,0.0118,0,1
PLY00001347,Gold,50-59,Southeast,1,1,2025-11-01,2025-12-31,2025-07-30,2025-10-21,11,95,5,1,4,5,5,288,57.6,523,1942.09,1811.28,130.81,388.418,461.63,1124.16,15.39,73.81,0.0526,2,0
PLY00001348,Standard,40-49,West,1,1,2025-11-01,2025-12-31,2025-01-07,2025-01-07,298,299,1,0,0,1,1,22,22.0,25,93.26,90.05,3.21,93.26,0.0,0.0,0.0,0.0,0.0033,0,1
PLY00001349,Standard,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-04-22,2025-04-22,193,194,1,0,0,1,1,25,25.0,35,103.73,97.69,6.04,103.73,0.0,0.0,0.0,0.0,0.0052,0,1
PLY00001350,Standard,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-09-07,2025-10-06,26,56,2,1,2,2,2,39,19.5,56,173.93,151.04,22.89,86.965,83.19,173.93,9.53,22.89,0.0357,5,0
PLY00001351,Standard,50-59,Southeast,1,1,2025-11-01,2025-12-31,2025-01-04,2025-07-13,111,302,3,0,0,3,3,34,11.333333,42,82.7,75.54,7.16,27.566666,0.0,0.0,0.0,0.0,0.0099,0,1
PLY00001352,Silver,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-05-22,2025-07-28,96,164,2,0,0,2,2,74,37.0,109,502.3,445.11,57.19,251.15,0.0,0.0,0.0,0.0,0.0122,2,0
PLY00001353,Silver,50-59,Midwest,0,1,2025-11-01,2025-12-31,2025-07-25,2025-10-01,31,100,2,0,1,2,2,59,29.5,74,97.82,87.8,10.02,48.91,0.0,43.97,0.0,4.78,0.02,1,0
PLY00001354,Gold,60+,Southeast,1,1,2025-11-01,2025-12-31,2025-04-12,2025-06-26,128,204,2,0,0,2,2,15,7.5,20,125.15,116.05,9.1,62.575,0.0,0.0,0.0,0.0,0.0098,4,0
PLY00001355,Silver,30-39,Southeast,1,1,2025-11-01,2025-12-31,2025-06-24,2025-10-02,30,131,4,1,2,4,4,154,38.5,219,885.55,796.22,89.33,221.3875,7.43,301.55,0.69,35.35,0.0305,4,0
PLY00001356,Standard,50-59,Southwest,1,1,2025-11-01,2025-12-31,2025-04-20,2025-04-20,195,196,1,0,0,1,1,5,5.0,8,16.39,14.41,1.98,16.39,0.0,0.0,0.0,0.0,0.0051,0,1
PLY00001357,Standard,21-29,Midwest,0,1,2025-11-01,2025-12-31,2025-09-22,2025-09-22,40,41,1,0,1,1,1,5,5.0,7,7.62,6.98,0.64,7.62,0.0,7.62,0.0,0.64,0.0244,3,0
PLY00001358,Standard,60+,Northeast,0,1,2025-11-01,2025-12-31,2025-01-21,2025-05-18,167,285,3,0,0,3,3,53,17.666666,68,194.42,177.3,17.12,64.806666,0.0,0.0,0.0,0.0,0.0105,0,1
PLY00001359,Standard,30-39,Northeast,1,1,2025-11-01,2025-12-31,2025-06-24,2025-10-29,3,131,6,1,4,4,5,185,30.833333,262,1498.28,1416.37,81.91,249.713333,104.76,263.32,11.7,28.81,0.0458,2,0
PLY00001360,Platinum,40-49,Northeast,0,1,2025-11-01,2025-12-31,2025-09-17,2025-10-28,4,46,5,3,5,5,5,168,33.6,330,2217.14,2038.57,178.57,443.428,1680.6,2217.14,123.75,178.57,0.1087,2,0
PLY00001361,Gold,60+,West,1,1,2025-11-01,2025-12-31,2025-04-30,2025-10-05,27,186,3,1,2,3,3,68,22.666666,93,660.89,583.8,77.09,220.296666,186.78,354.29,20.74,38.81,0.0161,2,0
PLY00001362,Gold,50-59,Southwest,0,1,2025-11-01,2025-12-31,2025-06-18,2025-08-04,89,137,2,0,1,2,2,73,36.5,81,381.6,348.41,33.19,190.8,0.0,161.27,0.0,19.21,0.0146,2,0
PLY00001364,Gold,21-29,West,1,1,2025-11-01,2025-12-31,2025-01-17,2025-08-12,81,289,10,0,2,7,8,363,36.3,643,2963.18,2671.67,291.51,296.318,0.0,217.39,0.0,16.11,0.0346,0,1
PLY00001365,Gold,40-49,Southeast,0,1,2025-11-01,2025-12-31,2025-07-30,2025-10-19,13,95,3,1,2,2,3,48,16.0,80,483.11,436.39,46.72,161.036666,47.98,178.57,3.47,17.07,0.0316,2,0
PLY00001366,Silver,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-02-01,2025-02-08,266,274,3,0,0,3,3,105,35.0,126,390.79,352.07,38.72,130.263333,0.0,0.0,0.0,0.0,0.0109,0,1
PLY00001367,Gold,21-29,Southeast,1,1,2025-11-01,2025-12-31,2025-06-29,2025-10-23,9,126,3,1,2,3,3,65,21.666666,99,482.62,427.92,54.7,160.873333,21.16,107.23,3.8,16.19,0.0238,4,0
PLY00001368,Silver,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-01-10,2025-04-25,190,296,6,0,0,4,6,86,14.333333,132,230.28,214.2,16.08,38.38,0.0,0.0,0.0,0.0,0.0203,0,1
PLY00001369,Standard,40-49,Southwest,1,1,2025-11-01,2025-12-31,2025-02-09,2025-05-26,159,266,3,0,0,2,3,57,19.0,67,317.09,281.92,35.17,105.696666,0.0,0.0,0.0,0.0,0.0113,0,1
PLY00001370,Standard,60+,Southwest,0,1,2025-11-01,2025-12-31,2025-01-11,2025-04-07,208,295,3,0,0,3,3,68,22.666666,112,150.33,132.75,17.58,50.11,0.0,0.0,0.0,0.0,0.0102,0,1
PLY00001371,Standard,50-59,Southwest,0,1,2025-11-01,2025-12-31,2025-01-16,2025-01-27,278,290,2,0,0,2,2,20,10.0,27,44.34,39.24,5.1,22.17,0.0,0.0,0.0,0.0,0.0069,0,1
PLY00001372,Silver,21-29,Southwest,1,1,2025-11-01,2025-12-31,2025-04-29,2025-09-18,44,187,3,0,2,3,3,69,23.0,89,217.11,194.32,22.79,72.37,0.0,139.04,0.0,12.61,0.016,2,0
PLY00001373,Gold,21-29,Northeast,1,1,2025-11-01,2025-12-31,2025-06-29,2025-10-30,2,126,3,1,2,3,3,112,37.333333,169,583.79,532.43,51.36,194.596666,156.65,419.36,16.37,27.02,0.0238,2,0
PLY00001374,Silver,50-59,Northeast,1,1,2025-11-01,2025-12-31,2025-05-26,2025-07-23,101,160,3,0,0,3,3,132,44.0,235,1533.27,1314.46,218.81,511.09,0.0,0.0,0.0,0.0,0.0188,3,0
PLY00001375,Gold,30-39,West,1,1,2025-11-01,2025-12-31,2025-06-06,2025-10-23,9,149,7,2,5,6,7,221,31.571428,344,1898.91,1729.54,169.37,271.272857,482.44,1248.54,43.06,103.01,0.047,6,0
PLY00001376,Silver,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-04-11,2025-07-08,116,205,2,0,0,2,2,29,14.5,44,183.44,160.88,22.56,91.72,0.0,0.0,0.0,0.0,0.0098,1,0
PLY00001377,Silver,40-49,Midwest,0,1,2025-11-01,2025-12-31,2025-06-23,2025-10-06,26,132,2,1,1,1,2,48,24.0,52,311.34,301.27,10.07,155.67,115.19,115.19,5.16,5.16,0.0152,2,0
PLY00001378,Standard,60+,West,0,1,2025-11-01,2025-12-31,2025-01-15,2025-03-06,240,291,4,0,0,4,4,37,9.25,35,89.88,83.21,6.67,22.47,0.0,0.0,0.0,0.0,0.0137,0,1
PLY00001379,Standard,30-39,West,1,1,2025-11-01,2025-12-31,2025-08-20,2025-09-10,52,74,2,0,2,2,2,42,21.0,63,175.69,160.93,14.76,87.845,0.0,175.69,0.0,14.76,0.027,1,0
PLY00001380,Standard,40-49,Southwest,0,1,2025-11-01,2025-12-31,2025-02-11,2025-05-04,181,264,4,0,0,2,4,139,34.75,211,610.5,570.79,39.71,152.625,0.0,0.0,0.0,0.0,0.0152,0,1
PLY00001381,Standard,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-01-08,2025-04-13,202,298,4,0,0,3,4,117,29.25,162,269.01,245.78,23.23,67.2525,0.0,0.0,0.0,0.0,0.0134,0,1
PLY00001382,Gold,60+,West,1,1,2025-11-01,2025-12-31,2025-02-01,2025-05-29,156,274,5,0,0,3,5,156,31.2,188,386.09,338.39,47.7,77.218,0.0,0.0,0.0,0.0,0.0182,0,1
PLY00001383,Silver,60+,Midwest,0,1,2025-11-01,2025-12-31,2025-01-30,2025-07-25,99,276,5,0,0,5,5,108,21.6,160,515.04,467.75,47.29,103.008,0.0,0.0,0.0,0.0,0.0181,0,1
PLY00001384,Standard,60+,West,1,1,2025-11-01,2025-12-31,2025-02-11,2025-03-20,226,264,3,0,0,3,3,100,33.333333,144,736.6,687.96,48.64,245.533333,0.0,0.0,0.0,0.0,0.0114,0,1
PLY00001385,Standard,50-59,West,1,1,2025-11-01,2025-12-31,2025-08-27,2025-10-06,26,67,2,1,2,2,2,33,16.5,46,91.18,81.81,9.37,45.59,12.41,91.18,1.25,9.37,0.0299,1,0
PLY00001386,Standard,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-01-02,2025-02-21,253,304,2,0,0,2,2,38,19.0,50,90.03,82.41,7.62,45.015,0.0,0.0,0.0,0.0,0.0066,0,1
PLY00001387,Gold,50-59,Midwest,1,1,2025-11-01,2025-12-31,2025-01-08,2025-08-07,86,298,7,0,1,6,7,189,27.0,290,1027.7,926.22,101.48,146.814285,0.0,49.99,0.0,5.07,0.0235,0,1
PLY00001388,Standard,30-39,West,1,1,2025-11-01,2025-12-31,2025-08-25,2025-08-25,68,69,1,0,1,1,1,26,26.0,33,141.94,128.93,13.01,141.94,0.0,141.94,0.0,13.01,0.0145,1,0
PLY00001389,Silver,60+,West,1,1,2025-11-01,2025-12-31,2025-05-14,2025-10-05,27,172,3,1,1,3,3,30,10.0,33,109.93,97.12,12.81,36.643333,4.73,4.73,0.23,0.23,0.0174,1,0
PLY00001390,Silver,60+,Southeast,1,1,2025-11-01,2025-12-31,2025-06-01,2025-06-03,151,154,2,0,0,2,2,66,33.0,74,272.04,248.76,23.28,136.02,0.0,0.0,0.0,0.0,0.013,1,0
PLY00001391,Standard,40-49,West,1,1,2025-11-01,2025-12-31,2025-01-19,2025-01-28,277,287,2,0,0,2,2,26,13.0,41,120.14,105.39,14.75,60.07,0.0,0.0,0.0,0.0,0.007,0,1
PLY00001392,Standard,21-29,Southeast,1,1,2025-11-01,2025-12-31,2025-01-13,2025-02-12,262,293,2,0,0,2,2,45,22.5,52,137.32,126.0,11.32,68.66,0.0,0.0,0.0,0.0,0.0068,0,1
PLY00001393,Standard,21-29,Southwest,0,1,2025-11-01,2025-12-31,2025-02-20,2025-02-20,254,255,1,0,0,1,1,14,14.0,15,14.2,13.28,0.92,14.2,0.0,0.0,0.0,0.0,0.0039,0,1
PLY00001394,Standard,40-49,West,1,1,2025-11-01,2025-12-31,2025-01-03,2025-08-28,65,303,8,0,1,6,8,190,23.75,266,595.93,543.71,52.22,74.49125,0.0,233.32,0.0,15.73,0.0264,0,1
PLY00001395,Silver,40-49,West,1,1,2025-11-01,2025-12-31,2025-01-14,2025-05-11,174,292,4,0,0,4,4,122,30.5,188,471.05,440.48,30.57,117.7625,0.0,0.0,0.0,0.0,0.0137,0,1
PLY00001396,Standard,50-59,Southwest,0,1,2025-11-01,2025-12-31,2025-05-30,2025-08-28,65,156,2,0,1,2,2,18,9.0,25,21.72,19.14,2.58,10.86,0.0,16.4,0.0,1.84,0.0128,1,0
PLY00001397,Standard,50-59,Southeast,0,1,2025-11-01,2025-12-31,2025-07-01,2025-08-01,92,124,3,0,0,2,3,88,29.333333,109,166.43,152.23,14.2,55.476666,0.0,0.0,0.0,0.0,0.0242,1,0
PLY00001398,Standard,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-05-13,2025-09-03,59,173,2,0,1,2,2,36,18.0,37,39.6,35.57,4.03,19.8,0.0,18.0,0.0,1.84,0.0116,1,0
PLY00001399,Gold,40-49,Northeast,1,1,2025-11-01,2025-12-31,2025-05-14,2025-09-24,38,172,5,0,2,4,5,147,29.4,230,333.06,295.36,37.7,66.612,0.0,205.92,0.0,29.13,0.0291,4,0
PLY00001400,Standard,60+,Midwest,1,1,2025-11-01,2025-12-31,2025-05-19,2025-10-31,1,167,5,1,3,5,5,167,33.4,268,730.14,675.35,54.79,146.028,24.86,514.86,2.66,40.03,0.0299,3,0
PLY00001401,Standard,40-49,Midwest,1,1,2025-11-01,2025-12-31,2025-06-01,2025-06-01,153,154,1,0,0,1,1,31,31.0,40,92.22,79.58,12.64,92.22,0.0,0.0,0.0,0.0,0.0065,1,0
PLY00001402,Standard,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-07-11,2025-10-09,23,114,3,1,1,2,3,164,54.666666,232,1074.93,1036.78,38.15,358.31,40.55,40.55,4.04,4.04,0.0263,4,0
PLY00001403,Gold,30-39,Southeast,0,1,2025-11-01,2025-12-31,2025-06-02,2025-09-07,55,153,5,0,3,2,5,109,21.8,169,685.42,645.58,39.84,137.084,0.0,447.59,0.0,26.94,0.0327,2,0
PLY00001404,Standard,40-49,Northeast,0,1,2025-11-01,2025-12-31,2025-01-01,2025-07-11,113,305,4,0,0,3,4,43,10.75,39,50.66,46.73,3.93,12.665,0.0,0.0,0.0,0.0,0.0131,0,1
PLY00001405,Silver,60+,Southwest,0,1,2025-11-01,2025-12-31,2025-02-03,2025-05-28,157,272,3,0,0,3,3,70,23.333333,76,212.45,203.25,9.2,70.816666,0.0,0.0,0.0,0.0,0.011,0,1
PLY00001406,Standard,60+,Southeast,0,1,2025-11-01,2025-12-31,2025-06-20,2025-10-14,18,135,7,2,5,7,7,153,21.857142,261,881.81,814.22,67.59,125.972857,488.16,703.41,24.69,47.37,0.0519,2,0
PLY00001407,Standard,50-59,Southwest,1,1,2025-11-01,2025-12-31,2025-01-19,2025-03-30,216,287,4,0,0,3,4,64,16.0,83,202.99,188.83,14.16,50.7475,0.0,0.0,0.0,0.0,0.0139,0,1
PLY00001408,Standard,60+,West,1,1,2025-11-01,2025-12-31,2025-05-01,2025-09-11,51,185,4,0,2,4,4,67,16.75,109,249.66,234.69,14.97,62.415,0.0,137.32,0.0,8.23,0.0216,5,0
PLY00001409,Standard,60+,Northeast,0,1,2025-11-01,2025-12-31,2025-03-20,2025-08-07,86,227,5,0,1,3,4,180,36.0,223,681.99,608.34,73.65,136.398,0.0,31.81,0.0,2.37,0.022,1,0
PLY00001410,Silver,21-29,Southeast,1,1,2025-11-01,2025-12-31,2025-06-05,2025-10-16,16,150,3,1,2,2,2,111,37.0,198,1136.42,1038.29,98.13,378.806666,192.53,609.09,8.12,48.8,0.02,5,0
PLY00001411,Silver,40-49,West,1,1,2025-11-01,2025-12-31,2025-02-21,2025-06-08,146,254,3,0,0,3,3,76,25.333333,117,169.54,150.19,19.35,56.513333,0.0,0.0,0.0,0.0,0.0118,0,1
PLY00001412,Standard,60+,West,1,1,2025-11-01,2025-12-31,2025-06-09,2025-09-21,41,146,4,0,3,3,4,84,21.0,110,486.04,454.53,31.51,121.51,0.0,476.39,0.0,31.29,0.0274,3,0
PLY00001413,Silver,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-02-13,2025-02-13,261,262,1,0,0,1,1,17,17.0,28,92.33,82.93,9.4,92.33,0.0,0.0,0.0,0.0,0.0038,0,1
PLY00001414,Silver,60+,Southeast,0,1,2025-11-01,2025-12-31,2025-08-29,2025-10-31,1,65,2,1,2,2,2,57,28.5,66,432.49,385.67,46.82,216.245,415.88,432.49,44.77,46.82,0.0308,1,0
PLY00001415,Standard,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-03-19,2025-09-28,34,228,5,0,2,4,5,145,29.0,202,299.51,272.36,27.15,59.902,0.0,213.54,0.0,20.61,0.0219,1,0
PLY00001416,Standard,60+,Northeast,1,1,2025-11-01,2025-12-31,2025-09-02,2025-10-19,13,61,4,1,4,3,4,94,23.5,166,702.32,633.2,69.12,175.58,382.13,702.32,35.44,69.12,0.0656,2,0
PLY00001417,Standard,30-39,Southwest,1,1,2025-11-01,2025-12-31,2025-06-11,2025-09-18,44,144,5,0,3,4,5,62,12.4,72,168.2,153.1,15.1,33.64,0.0,127.73,0.0,10.36,0.0347,1,0
PLY00001418,Standard,21-29,Northeast,0,1,2025-11-01,2025-12-31,2025-02-18,2025-06-10,144,257,5,0,0,4,5,97,19.4,130,232.43,215.19,17.24,46.486,0.0,0.0,0.0,0.0,0.0195,0,1
PLY00001419,Standard,30-39,Midwest,0,1,2025-11-01,2025-12-31,2025-06-02,2025-09-27,35,153,2,0,1,2,2,49,24.5,56,135.69,117.44,18.25,67.845,0.0,53.71,0.0,4.02,0.0131,2,0
PLY00001420,Platinum,30-39,Northeast,1,1,2025-11-01,2025-12-31,2025-05-06,2025-10-24,8,180,5,1,3,3,4,190,38.0,311,1287.9,1140.71,147.19,257.58,395.87,1245.53,36.91,143.83,0.0278,3,0
PLY00001421,Standard,21-29,Midwest,1,1,2025-11-01,2025-12-31,2025-02-03,2025-04-12,203,272,2,0,0,2,2,48,24.0,59,21.98,19.08,2.9,10.99,0.0,0.0,0.0,0.0,0.0074,0,1
PLY00001422,Standard,40-49,Midwest,1,1,2025-11-01,2025-12-31,2025-06-05,2025-08-23,70,150,2,0,1,2,2,39,19.5,52,53.0,49.65,3.35,26.5,0.0,41.14,0.0,1.77,0.0133,1,0
PLY00001423,Standard,30-39,Southeast,0,1,2025-11-01,2025-12-31,2025-06-11,2025-06-21,133,144,2,0,0,2,2,36,18.0,51,104.34,95.32,9.02,52.17,0.0,0.0,0.0,0.0,0.0139,0,1
PLY00001424,Standard,60+,Southwest,0,1,2025-11-01,2025-12-31,2025-03-01,2025-03-31,215,246,2,0,0,2,2,47,23.5,36,141.47,127.81,13.66,70.735,0.0,0.0,0.0,0.0,0.0081,0,1
PLY00001425,Standard,60+,Southwest,1,1,2025-11-01,2025-12-31,2025-02-09,2025-05-19,166,266,4,0,0,3,4,78,19.5,123,429.57,394.54,35.03,107.3925,0.0,0.0,0.0,0.0,0.015,0,1
PLY00001426,Silver,21-29,Midwest,1,1,2025-11-01,2025-12-31,2025-07-09,2025-10-17,15,116,2,1,1,2,2,70,35.0,88,337.59,316.5,21.09,168.795,63.54,63.54,3.14,3.14,0.0172,2,0
