activity_date,location_id,location_name,region,location_type,activity_year,activity_month,activity_quarter,day_of_week_number,day_of_week_name,is_weekend,transaction_count,session_count,unique_player_count,active_machine_count,total_wager,total_payout,jackpot_amount,net_gaming_revenue,event_count,downtime_minutes,critical_event_count,revenue_lag_1_day,revenue_lag_7_days,revenue_lag_14_days,previous_7_day_average_revenue,previous_30_day_average_revenue,previous_7_day_average_sessions
2025-03-15,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,7,Saturday,1,43,6,6,5,613.06,554.25,0.0,58.81,3,10,0,20.18,23.35,98.5,36.72,59.79,5.43
2025-03-15,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,7,Saturday,1,21,7,7,6,887.39,817.22,0.0,70.17,6,308,0,51.33,126.25,194.03,73.1,61.54,6.14
2025-03-15,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,7,Saturday,1,14,3,3,2,479.26,420.82,0.0,58.44,3,89,0,34.71,25.99,63.81,64.53,55.6,4.0
2025-03-15,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,24,5,5,4,1223.49,1149.62,0.0,73.87,2,32,0,22.03,82.67,40.07,43.47,52.68,5.86
2025-03-15,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,12,1,1,1,326.78,308.67,0.0,18.11,2,75,0,8.36,10.52,1.68,24.0,24.01,2.29
2025-03-15,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,7,Saturday,1,29,6,6,5,643.54,586.34,0.0,57.2,1,13,0,116.09,157.6,40.91,83.36,65.06,7.43
2025-03-15,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,7,Saturday,1,20,8,8,7,571.78,517.21,0.0,54.57,6,60,0,41.46,198.61,20.41,102.08,72.01,9.86
2025-03-15,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,7,Saturday,1,15,4,4,4,261.4,230.8,0.0,30.6,4,334,1,52.92,37.49,81.43,52.17,44.31,5.71
2025-03-15,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,7,Saturday,1,18,4,4,3,716.56,650.55,0.0,66.01,2,4,0,75.24,74.11,16.87,67.32,49.25,5.57
2025-03-15,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,6,3,3,2,24.79,22.5,0.0,2.29,5,58,0,48.62,1.23,74.92,15.77,24.8,2.0
2025-03-16,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,1,Sunday,1,36,6,6,4,1004.54,922.71,0.0,81.83,3,52,0,58.81,64.5,91.65,41.78,59.43,5.43
2025-03-16,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,1,Sunday,1,29,6,6,5,2266.41,2095.26,0.0,171.15,3,33,0,70.17,-4.45,8.75,65.09,62.04,5.57
2025-03-16,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,1,Sunday,1,39,7,7,6,413.53,388.32,0.0,25.21,0,0,0,58.44,65.42,60.21,69.17,54.11,4.0
2025-03-16,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,15,5,5,4,546.67,502.54,0.0,44.13,4,38,0,73.87,100.84,43.86,42.21,53.65,5.43
2025-03-16,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,12,4,4,3,569.15,530.44,0.0,38.71,0,0,0,18.11,47.2,6.32,25.08,23.96,2.14
2025-03-16,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,1,Sunday,1,28,7,7,5,1105.7,1009.19,0.0,96.51,3,28,0,57.2,76.96,144.61,69.01,65.57,7.43
2025-03-16,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,1,Sunday,1,39,9,9,7,710.87,626.76,0.0,84.11,11,190,0,54.57,221.3,99.24,81.51,71.69,9.29
2025-03-16,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,1,Sunday,1,35,7,7,6,732.56,718.55,0.0,14.01,3,345,0,30.6,12.06,38.77,51.19,42.45,5.71
2025-03-16,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,1,Sunday,1,2,1,1,1,3.84,3.59,0.0,0.25,5,69,0,66.01,102.78,8.13,66.16,48.26,5.57
2025-03-16,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,8,4,4,4,85.6,76.85,0.0,8.75,0,0,0,2.29,28.0,71.99,15.92,23.79,2.29
2025-03-17,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,2,Monday,0,30,6,6,5,1036.9,969.29,0.0,67.61,1,12,0,81.83,5.04,208.03,44.26,58.72,5.14
2025-03-17,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,2,Monday,0,15,4,4,3,393.51,352.82,0.0,40.69,4,106,0,171.15,8.29,81.45,90.18,67.4,5.57
2025-03-17,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,2,Monday,0,8,3,3,3,317.53,294.08,0.0,23.45,7,142,0,25.21,88.69,36.49,63.43,55.24,4.71
2025-03-17,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,18,4,4,4,535.59,484.35,0.0,51.24,2,30,0,44.13,40.72,125.6,34.11,54.35,5.43
2025-03-17,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,13,2,2,2,552.77,535.91,0.0,16.86,2,37,0,38.71,11.17,9.43,23.87,22.21,2.43
2025-03-17,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,2,Monday,0,36,9,9,6,1204.43,1063.37,0.0,141.06,13,473,1,96.51,70.43,15.98,71.81,60.68,6.71
2025-03-17,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,2,Monday,0,28,6,6,6,668.17,616.7,0.0,51.47,8,69,0,84.11,58.39,71.85,61.91,72.5,9.0
2025-03-17,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,2,Monday,0,20,4,4,4,341.83,262.05,0.0,79.78,4,163,0,14.01,103.17,30.51,51.46,41.7,6.29
2025-03-17,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,2,Monday,0,18,5,5,4,705.93,621.52,0.0,84.41,3,34,0,0.25,65.76,35.15,51.51,47.08,3.86
2025-03-17,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,22,3,3,3,519.47,470.58,0.0,48.89,1,3,0,8.75,19.0,10.65,13.17,23.62,2.43
2025-03-18,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,3,Tuesday,0,25,6,6,4,886.96,799.82,0.0,87.14,3,69,0,67.61,15.13,10.47,53.2,62.75,5.71
2025-03-18,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,3,Tuesday,0,14,6,6,5,256.86,229.07,0.0,27.79,3,35,0,40.69,181.5,108.83,94.8,66.7,5.57
2025-03-18,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,3,Tuesday,0,6,3,3,3,72.25,68.45,0.0,3.8,3,22,0,23.45,154.98,102.71,54.11,55.21,4.57
2025-03-18,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,3,Tuesday,0,11,4,4,3,193.3,181.07,0.0,12.23,3,70,0,51.24,7.52,16.56,35.61,52.66,5.0
2025-03-18,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,3,Tuesday,0,23,8,8,6,751.98,680.46,0.0,71.52,5,69,0,141.06,81.2,17.01,81.9,67.45,7.29
2025-03-18,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,3,Tuesday,0,26,10,10,6,1172.72,1088.16,0.0,84.56,5,182,0,51.47,45.39,56.79,60.92,73.11,8.43
2025-03-18,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,3,Tuesday,0,7,3,3,3,320.7,277.6,0.0,43.1,7,113,0,79.78,52.81,116.92,48.12,43.36,5.43
2025-03-18,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,3,Tuesday,0,12,2,2,2,163.69,146.17,0.0,17.52,4,38,0,84.41,56.73,45.39,54.18,46.01,4.29
2025-03-18,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,3,Tuesday,0,5,1,1,1,285.64,259.81,0.0,25.83,0,0,0,48.89,6.14,5.98,17.44,21.86,2.57
2025-03-19,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,4,Wednesday,0,10,3,3,2,91.34,81.66,0.0,9.68,7,182,0,87.14,24.25,28.24,63.48,64.72,6.0
2025-03-19,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,4,Wednesday,0,11,5,5,4,124.87,117.41,0.0,7.46,5,91,0,27.79,39.55,61.28,72.85,68.21,5.57
2025-03-19,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,4,Wednesday,0,11,4,4,3,278.99,260.0,0.0,18.99,4,53,0,3.8,75.43,24.69,32.51,51.86,4.14
2025-03-19,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,47,8,8,7,1251.99,1157.76,0.0,94.23,4,151,0,12.23,29.94,8.3,36.29,52.18,5.14
2025-03-19,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,6,2,2,1,348.67,303.39,0.0,45.28,2,65,0,16.86,64.68,33.83,24.68,20.26,2.29
2025-03-19,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,4,Wednesday,0,25,6,6,6,1196.13,1069.15,0.0,126.98,7,99,0,71.52,26.52,95.5,80.51,68.52,7.14
2025-03-19,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,4,Wednesday,0,29,10,10,7,934.84,859.24,0.0,75.6,6,118,0,84.56,60.68,43.04,66.51,72.84,8.86
2025-03-19,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,4,Wednesday,0,20,4,4,3,242.43,222.41,0.0,20.02,7,79,0,43.1,51.01,28.99,46.74,43.24,4.57
2025-03-19,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,4,Wednesday,0,5,3,3,2,156.04,143.13,0.0,12.91,2,11,0,17.52,20.34,33.55,48.58,45.76,4.29
2025-03-19,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,10,2,2,2,504.79,453.96,0.0,50.83,2,75,0,25.83,0.52,5.48,20.25,20.77,2.57
2025-03-20,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,5,Thursday,0,10,3,3,3,293.29,270.23,0.0,23.06,2,9,0,9.68,104.56,16.33,61.4,61.13,5.71
2025-03-20,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,5,Thursday,0,13,2,2,2,63.14,58.87,0.0,4.27,2,22,0,7.46,109.24,54.38,68.26,65.28,5.43
2025-03-20,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,5,Thursday,0,15,4,4,4,434.06,392.89,0.0,41.17,6,130,0,18.99,6.52,48.32,24.45,50.47,3.71
2025-03-20,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,31,7,7,6,917.0,857.29,0.0,59.71,2,235,1,94.23,20.57,35.74,45.47,53.76,5.29
2025-03-20,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,14,2,2,2,303.47,281.67,0.0,21.8,0,0,0,45.28,0.56,18.11,21.91,19.74,2.0
2025-03-20,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,5,Thursday,0,21,5,5,4,530.36,472.32,0.0,58.04,5,36,0,126.98,54.7,70.68,94.87,70.53,7.29
2025-03-20,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,5,Thursday,0,44,14,14,7,802.59,726.66,0.0,75.93,6,191,0,75.6,88.75,72.44,68.65,72.8,8.86
2025-03-20,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,5,Thursday,0,7,3,3,3,36.67,33.79,0.0,2.88,6,204,1,20.02,55.73,79.71,42.31,42.69,4.57
2025-03-20,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,19,4,4,4,1103.53,1010.81,0.0,92.72,1,14,0,50.83,6.88,14.52,27.44,19.22,2.71
2025-03-21,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,6,Friday,0,30,6,6,5,861.92,789.09,0.0,72.83,4,25,0,23.06,20.18,80.1,49.76,61.64,5.0
2025-03-21,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,6,Friday,0,49,6,6,4,1992.23,1819.81,0.0,172.42,6,188,0,4.27,51.33,6.98,53.27,61.72,5.29
2025-03-21,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,6,Friday,0,13,2,2,2,465.65,459.5,0.0,6.15,1,17,0,41.17,34.71,22.19,29.4,49.4,4.0
2025-03-21,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,6,Friday,0,22,6,6,4,299.21,275.55,0.0,23.66,2,39,0,59.71,22.03,124.44,51.06,53.07,5.43
2025-03-21,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,6,Friday,0,7,2,2,2,244.7,223.26,0.0,21.44,2,9,0,21.8,25.49,9.3,24.94,20.23,2.14
2025-03-21,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,6,Friday,0,34,8,8,7,1648.33,1497.26,0.0,151.07,6,67,0,58.04,116.09,83.59,95.34,71.77,7.43
2025-03-21,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,6,Friday,0,16,2,2,2,139.96,130.06,0.0,9.9,7,200,0,75.93,41.46,54.65,66.81,73.44,9.71
2025-03-21,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,6,Friday,0,20,5,5,4,608.04,555.61,0.0,52.43,3,115,0,2.88,52.92,45.61,34.76,42.74,4.14
2025-03-21,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,6,Friday,0,10,2,2,2,549.1,479.1,0.0,70.0,3,45,0,12.91,76.26,17.72,47.51,45.61,4.14
2025-03-21,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,6,Friday,0,17,3,3,2,136.4,122.62,0.0,13.78,0,0,0,92.72,48.62,9.06,39.7,21.66,3.14
2025-03-22,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,7,Saturday,1,13,5,5,4,375.25,352.11,0.0,23.14,6,63,0,72.83,58.81,23.35,57.28,58.93,5.14
2025-03-22,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,7,Saturday,1,6,5,5,4,154.31,137.45,0.0,16.86,3,35,0,172.42,70.17,126.25,70.56,65.31,5.14
2025-03-22,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,7,Saturday,1,29,4,4,4,581.32,523.94,0.0,57.38,2,17,0,6.15,58.44,25.99,25.32,48.1,3.71
2025-03-22,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,16,6,6,6,377.51,406.72,0.0,-29.21,7,286,1,23.66,73.87,82.67,51.3,52.75,5.57
2025-03-22,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,13,5,5,3,215.21,209.2,0.0,6.01,2,50,0,21.44,8.36,2.9,24.37,20.01,2.0
2025-03-22,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,7,Saturday,1,33,10,10,8,737.73,666.04,0.0,71.69,3,14,0,151.07,57.2,157.6,100.34,74.71,7.0
2025-03-22,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,7,Saturday,1,26,5,5,4,311.18,281.76,0.0,29.42,4,93,0,9.9,54.57,198.61,62.31,71.6,8.43
2025-03-22,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,7,Saturday,1,34,11,11,5,547.47,490.66,0.0,56.81,5,91,0,52.43,30.6,37.49,34.69,43.5,4.29
2025-03-22,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,7,Saturday,1,1,1,1,1,34.97,32.79,0.0,2.18,3,92,0,70.0,75.24,116.22,46.62,47.68,3.57
2025-03-22,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,7,Saturday,1,17,4,4,3,330.58,301.27,0.0,29.31,3,45,0,13.78,2.29,1.23,34.73,21.91,2.86
2025-03-23,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,1,Sunday,1,51,11,11,7,1792.77,1594.2,0.0,198.57,3,22,0,23.14,81.83,64.5,52.18,58.51,5.0
2025-03-23,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,1,Sunday,1,25,5,5,5,438.82,405.09,0.0,33.73,5,298,1,16.86,171.15,-4.45,62.95,65.0,4.86
2025-03-23,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,1,Sunday,1,8,2,2,1,192.65,176.99,0.0,15.66,5,124,0,57.38,25.21,65.42,25.16,48.27,3.86
2025-03-23,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,4,2,2,2,513.2,423.7,0.0,89.5,7,125,0,-29.21,44.13,100.84,36.57,49.27,5.71
2025-03-23,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,9,3,3,3,168.13,155.33,0.0,12.8,0,0,0,6.01,18.11,10.52,24.03,20.15,2.57
2025-03-23,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,1,Sunday,1,23,7,7,6,537.33,483.08,0.0,54.25,5,173,0,71.69,96.51,76.96,102.41,72.1,7.57
2025-03-23,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,1,Sunday,1,43,13,13,10,1163.55,1043.66,0.0,119.89,5,47,0,29.42,84.11,221.3,58.71,69.37,8.0
2025-03-23,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,1,Sunday,1,11,4,4,4,160.56,131.38,0.0,29.18,7,130,0,56.81,14.01,12.06,38.43,45.07,5.29
2025-03-23,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,1,Sunday,1,16,3,3,3,429.85,394.75,0.0,35.1,6,53,0,2.18,66.01,74.11,36.18,47.54,2.57
2025-03-23,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,1,Sunday,1,5,3,3,3,139.37,120.39,0.0,18.98,3,16,0,29.31,8.75,28.0,38.59,22.63,3.0
2025-03-24,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,2,Monday,0,11,4,4,3,432.97,373.65,0.0,59.32,3,38,0,198.57,67.61,5.04,68.86,63.01,5.71
2025-03-24,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,2,Monday,0,18,5,5,4,413.25,414.87,0.0,-1.62,6,117,0,33.73,40.69,8.29,43.32,65.3,4.71
2025-03-24,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,2,Monday,0,16,6,6,5,374.99,351.66,0.0,23.33,3,102,0,15.66,23.45,88.69,23.8,46.76,3.14
2025-03-24,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,17,5,5,4,896.18,820.93,0.0,75.25,6,213,0,89.5,51.24,40.72,43.05,51.43,5.29
2025-03-24,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,15,4,4,3,1032.47,900.21,0.0,132.26,4,60,0,12.8,38.71,47.2,23.27,19.54,2.86
2025-03-24,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,2,Monday,0,25,6,6,5,568.76,525.77,0.0,42.99,5,171,0,54.25,141.06,70.43,96.37,74.17,7.57
2025-03-24,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,2,Monday,0,20,5,5,4,788.6,746.11,0.0,42.49,7,72,0,119.89,51.47,58.39,63.82,70.4,8.57
2025-03-24,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,2,Monday,0,21,5,5,4,741.77,679.62,0.0,62.15,7,129,0,29.18,79.78,103.17,40.6,44.8,4.86
2025-03-24,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,2,Monday,0,8,3,3,3,185.42,168.18,0.0,17.24,5,97,0,35.1,0.25,102.78,31.77,47.69,2.43
2025-03-24,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,2,Monday,0,3,1,1,1,27.57,24.83,0.0,2.74,5,20,0,18.98,48.89,19.0,40.05,23.07,2.86
2025-03-25,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,3,Tuesday,0,30,6,6,4,607.97,554.37,0.0,53.6,4,124,0,59.32,87.14,15.13,67.68,61.11,5.43
2025-03-25,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,3,Tuesday,0,11,4,4,4,175.93,135.64,0.0,40.29,10,238,0,-1.62,27.79,181.5,37.27,63.05,4.86
2025-03-25,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,3,Tuesday,0,26,5,5,4,839.33,744.39,0.0,94.94,3,61,0,23.33,3.8,154.98,23.78,45.0,3.57
2025-03-25,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,3,Tuesday,0,18,5,5,4,427.98,382.43,0.0,45.55,3,181,0,75.25,12.23,7.52,46.48,53.88,5.43
2025-03-25,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,3,Tuesday,0,12,3,3,2,431.48,392.16,0.0,39.32,2,86,0,132.26,16.86,11.17,36.64,23.74,2.86
2025-03-25,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,3,Tuesday,0,21,6,6,5,907.6,843.86,0.0,63.74,3,57,0,42.99,71.52,81.2,82.36,73.38,7.14
2025-03-25,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,3,Tuesday,0,38,11,11,7,1610.62,1557.05,0.0,53.57,8,133,0,42.49,84.56,45.39,62.54,70.64,8.43
2025-03-25,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,3,Tuesday,0,17,4,4,3,800.47,748.7,0.0,51.77,7,161,0,62.15,43.1,52.81,38.08,44.25,5.0
2025-03-25,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,3,Tuesday,0,14,4,4,3,345.73,314.5,0.0,31.23,3,123,1,2.74,25.83,6.14,33.46,23.15,2.57
2025-03-26,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,4,Wednesday,0,23,4,4,3,157.79,144.62,0.0,13.17,3,53,0,53.6,9.68,24.25,62.89,62.14,5.43
2025-03-26,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,4,Wednesday,0,27,8,8,6,284.34,257.71,0.0,26.63,4,164,0,40.29,7.46,39.55,39.06,63.71,4.57
2025-03-26,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,4,Wednesday,0,27,5,5,5,752.39,683.23,0.0,69.16,5,146,0,94.94,18.99,75.43,36.8,47.05,3.86
2025-03-26,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,17,6,6,4,437.95,403.64,0.0,34.31,2,22,0,45.55,94.23,29.94,51.24,55.16,5.57
2025-03-26,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,5,3,3,3,369.05,335.84,0.0,33.21,1,3,0,39.32,45.28,64.68,39.84,24.63,3.0
2025-03-26,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,4,Wednesday,0,25,8,8,5,1141.28,1072.6,0.0,68.68,12,411,0,63.74,126.98,26.52,81.25,74.69,6.86
2025-03-26,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,4,Wednesday,0,47,10,10,8,1640.18,1369.63,0.0,270.55,7,212,0,53.57,75.6,60.68,58.11,69.6,8.57
2025-03-26,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,4,Wednesday,0,36,6,6,3,1198.62,1102.6,0.0,96.02,2,62,0,51.77,20.02,51.01,39.32,44.86,5.14
2025-03-26,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,4,Wednesday,0,15,4,4,4,299.01,262.81,0.0,36.2,0,0,0,17.24,84.41,65.76,34.19,47.84,2.71
2025-03-26,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,4,Wednesday,0,6,3,3,3,73.07,65.37,0.0,7.7,1,87,0,31.23,50.83,0.52,34.23,23.69,3.0
2025-03-27,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,5,Thursday,0,9,3,3,2,308.09,291.28,0.0,16.81,3,21,0,13.17,23.06,104.56,63.38,59.86,5.57
2025-03-27,LOC0002,North Jefferyhaven Gaming Center,Midwest,Bar,2025,3,1,5,Thursday,0,21,5,5,4,567.83,494.33,0.0,73.5,4,45,0,26.63,4.27,109.24,41.8,63.7,5.0
2025-03-27,LOC0003,Lake Roberto Gaming Center,Southeast,Bar,2025,3,1,5,Thursday,0,21,5,5,4,804.35,731.18,0.0,73.17,3,63,0,69.16,41.17,6.52,43.97,46.6,4.0
2025-03-27,LOC0004,Lake Stephenville Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,14,3,3,2,212.59,190.9,0.0,21.69,3,43,0,34.31,59.71,20.57,42.68,53.54,5.29
2025-03-27,LOC0005,North Donnaport Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,10,2,2,2,129.6,110.96,0.0,18.64,2,27,0,33.21,21.8,0.56,38.12,25.05,3.14
2025-03-27,LOC0006,Jasonview Gaming Center,Southwest,Casino,2025,3,1,5,Thursday,0,56,14,14,9,1279.79,1184.52,0.0,95.27,3,25,0,68.68,58.04,54.7,72.92,75.64,7.14
2025-03-27,LOC0007,Meganton Gaming Center,Northeast,Casino,2025,3,1,5,Thursday,0,28,9,9,6,714.04,650.89,0.0,63.15,5,148,0,270.55,75.93,88.75,85.96,76.75,8.57
2025-03-27,LOC0008,Lake Victor Gaming Center,Southeast,Bar,2025,3,1,5,Thursday,0,3,1,1,1,59.15,53.95,0.0,5.2,1,7,0,96.02,2.88,55.73,50.18,47.94,5.43
2025-03-27,LOC0009,Coxberg Gaming Center,West,Entertainment Center,2025,3,1,5,Thursday,0,4,2,2,2,96.02,86.61,0.0,9.41,4,6,0,36.2,17.52,56.73,27.31,48.6,2.57
2025-03-27,LOC0010,South Patrickmouth Gaming Center,Northeast,Entertainment Center,2025,3,1,5,Thursday,0,2,1,1,1,79.73,73.82,0.0,5.91,3,336,1,7.7,92.72,6.88,28.07,22.77,3.14
2025-03-28,LOC0001,North Judithbury Gaming Center,Northeast,Casino,2025,3,1,6,Friday,0,21,3,3,3,157.17,145.09,2130.34,12.08,9,107,0,16.81,72.83,20.18,62.49,57.66,5.57
